,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.0013679208244166997,0.036644226393839664,0.029222811686873563,0.1661789478972785,46102.67897547318,212.73461344197028,169.65029392847293,0.33730433306670976,0.9740707797011444
1,0.0031240072243326335,0.055808250629999,0.043691073795542205,0.44502008625043316,105287.62395450624,323.9895912709206,253.64444780000667,0.33684280489580637,0.9588393840508679
2,0.004306566496239367,0.06491770641673184,0.05825994811589517,0.06970145677029103,145143.1668476104,376.8737480145326,338.22275979768193,0.15156065682748626,0.7676429455019799
3,0.016484953423931036,0.1283868857360705,0.09792401181738052,0.2948519816372634,555588.1764635169,745.3380614339843,568.4887079524257,0.2240034667566627,0.9539357212785281
4,0.0016146735616436331,0.03998685676326656,0.032447504164767764,0.0871461181248739,54418.9232324806,232.13994217519544,188.37093140756716,0.0828088225612915,0.9936357390463305
5,0.0017053823050498333,0.041292087471724796,0.03477889979564186,0.04450497178431073,70890.17903437093,266.2251000983867,224.23222319900154,0.22071643757235146,0.9733632565182327
6,0.002384990763531033,0.04883418280356766,0.040294685728764136,3.9600917623327843,177941.9900700821,421.8128399860311,348.051604836806,0.2072962732453765,0.9566017589146165
7,0.001745827483664467,0.04178215715167386,0.0363150827416015,0.10679429833693443,248610.67467446768,498.5974823782835,433.35744209822315,1.0151914781713514,0.9037817290371449
8,0.0035894149723663,0.059909824457090734,0.0482600634353736,0.08677606980847034,511142.6441521013,714.919708559533,575.9000401561669,0.8466798928040157,0.7735806103365093
9,0.0025101402824201,0.050098921428158465,0.0426899760647341,0.0797930299489986,357450.94816008833,597.8436299254403,509.4307301173965,0.494034295812314,0.9242283796292957
10,0.0013720010253377001,0.03702053166491134,0.028503925869349533,0.04434679690348763,195376.74284822567,441.7757430915256,340.14484911174264,0.4225029618362508,0.8359758874033418
11,0.002079620107364633,0.04559143499856394,0.034973302163188766,0.09558316908708997,332690.89936209243,576.6492328844452,442.3490416817842,0.7454068861041043,0.8283121298566902
Mean,0.0035237915391914533,0.0541894221596332,0.04394677378159273,0.45673239074018457,233387.05398125132,450.74164110502073,365.98692267393966,0.4236956924711433,0.9036640267728903
