TIMESTAMP,GBEX_OPEN_PRICE_USD,GBEX_HIGH_PRICE_USD,GBEX_LOW_PRICE_USD,GBEX_CLOSE_PRICE_USD,GBEX_VOLUME_USD,GBEX_DIVIDENDS_USD,GBEX_STOCK_SPLITS_USD
2022-04-22 00:00:00+00:00,,,,0.0,191302,0.0,0.0
2022-04-23 00:00:00+00:00,,,,0.0,204774,0.0,0.0
2022-04-24 00:00:00+00:00,,,,0.0,207937,0.0,0.0
2022-04-25 00:00:00+00:00,,,,0.0,142250,0.0,0.0
2022-04-26 00:00:00+00:00,,,,0.0,122251,0.0,0.0
2022-04-27 00:00:00+00:00,,,,0.0,190806,0.0,0.0
2022-04-28 00:00:00+00:00,,,,0.0,145887,0.0,0.0
2022-04-29 00:00:00+00:00,,,,0.0,194700,0.0,0.0
2022-04-30 00:00:00+00:00,,,,0.0,273350,0.0,0.0
2022-05-01 00:00:00+00:00,,,,0.0,215121,0.0,0.0
2022-05-02 00:00:00+00:00,,,,0.0,211281,0.0,0.0
2022-05-03 00:00:00+00:00,,,,0.0,210123,0.0,0.0
2022-05-04 00:00:00+00:00,,,,0.0,206221,0.0,0.0
2022-05-05 00:00:00+00:00,,,,0.0,202373,0.0,0.0
2022-05-06 00:00:00+00:00,,,,0.0,365704,0.0,0.0
2022-05-07 00:00:00+00:00,,,,0.0,367790,0.0,0.0
2022-05-08 00:00:00+00:00,,,,0.0,216941,0.0,0.0
2022-05-09 00:00:00+00:00,,,,0.0,195822,0.0,0.0
2022-05-10 00:00:00+00:00,,,,0.0,178196,0.0,0.0
2022-05-11 00:00:00+00:00,,,,0.0,155374,0.0,0.0
2022-05-12 00:00:00+00:00,,,,0.0,126826,0.0,0.0
2022-05-13 00:00:00+00:00,,,,0.0,156864,0.0,0.0
2022-05-14 00:00:00+00:00,,,,0.0,163940,0.0,0.0
2022-05-15 00:00:00+00:00,,,,0.0,135738,0.0,0.0
2022-05-16 00:00:00+00:00,,,,0.0,450056,0.0,0.0
2022-05-17 00:00:00+00:00,,,,0.0,493102,0.0,0.0
2022-05-18 00:00:00+00:00,,,,0.0,457197,0.0,0.0
2022-05-19 00:00:00+00:00,,,,0.0,429011,0.0,0.0
2022-05-20 00:00:00+00:00,,,,0.0,393373,0.0,0.0
2022-05-21 00:00:00+00:00,,,,0.0,365120,0.0,0.0
2022-05-22 00:00:00+00:00,,,,0.0,356358,0.0,0.0
2022-05-23 00:00:00+00:00,,,,0.0,410693,0.0,0.0
2022-05-24 00:00:00+00:00,,,,0.0,343056,0.0,0.0
2022-05-25 00:00:00+00:00,,,,0.0,449240,0.0,0.0
2022-05-26 00:00:00+00:00,,,,0.0,672784,0.0,0.0
2022-05-27 00:00:00+00:00,,,,0.0,704389,0.0,0.0
2022-05-28 00:00:00+00:00,,,,0.0,383229,0.0,0.0
2022-05-29 00:00:00+00:00,,,,0.0,250714,0.0,0.0
2022-05-30 00:00:00+00:00,,,,0.0,247399,0.0,0.0
2022-05-31 00:00:00+00:00,,,,0.0,282854,0.0,0.0
2022-06-01 00:00:00+00:00,,,,0.0,368031,0.0,0.0
2022-06-02 00:00:00+00:00,,,,0.0,448747,0.0,0.0
2022-06-03 00:00:00+00:00,,,,0.0,405978,0.0,0.0
2022-06-04 00:00:00+00:00,,,,0.0,502400,0.0,0.0
2022-06-05 00:00:00+00:00,,,,0.0,334473,0.0,0.0
2022-06-06 00:00:00+00:00,,,,0.0,219590,0.0,0.0
2022-06-07 00:00:00+00:00,,,,0.0,326176,0.0,0.0
2022-06-08 00:00:00+00:00,,,,0.0,417025,0.0,0.0
2022-06-09 00:00:00+00:00,,,,0.0,377215,0.0,0.0
2022-06-10 00:00:00+00:00,,,,0.0,441471,0.0,0.0
2022-06-11 00:00:00+00:00,,,,0.0,427354,0.0,0.0
2022-06-12 00:00:00+00:00,,,,0.0,425255,0.0,0.0
2022-06-13 00:00:00+00:00,,,,0.0,294502,0.0,0.0
2022-06-14 00:00:00+00:00,,,,0.0,193624,0.0,0.0
2022-06-15 00:00:00+00:00,,,,0.0,160061,0.0,0.0
2022-06-16 00:00:00+00:00,,,,0.0,206871,0.0,0.0
2022-06-17 00:00:00+00:00,,,,0.0,233119,0.0,0.0
2022-06-18 00:00:00+00:00,,,,0.0,259466,0.0,0.0
2022-06-19 00:00:00+00:00,,,,0.0,265136,0.0,0.0
2022-06-20 00:00:00+00:00,,,,0.0,293035,0.0,0.0
2022-06-21 00:00:00+00:00,,,,0.0,214295,0.0,0.0
2022-06-22 00:00:00+00:00,,,,0.0,299929,0.0,0.0
2022-06-23 00:00:00+00:00,,,,0.0,353751,0.0,0.0
2022-06-24 00:00:00+00:00,,,,0.0,378055,0.0,0.0
2022-06-25 00:00:00+00:00,,,,0.0,293304,0.0,0.0
2022-06-26 00:00:00+00:00,,,,0.0,290216,0.0,0.0
2022-06-27 00:00:00+00:00,,,,0.0,245333,0.0,0.0
2022-06-28 00:00:00+00:00,,,,0.0,313392,0.0,0.0
2022-06-29 00:00:00+00:00,,,,0.0,296198,0.0,0.0
2022-06-30 00:00:00+00:00,,,,0.0,315047,0.0,0.0
2022-07-01 00:00:00+00:00,,,,0.0,287840,0.0,0.0
2022-07-02 00:00:00+00:00,,,,0.0,281175,0.0,0.0
2022-07-03 00:00:00+00:00,,,,0.0,210799,0.0,0.0
2022-07-04 00:00:00+00:00,,,,0.0,185728,0.0,0.0
2022-07-05 00:00:00+00:00,,,,0.0,233385,0.0,0.0
2022-07-06 00:00:00+00:00,,,,0.0,234070,0.0,0.0
2022-07-07 00:00:00+00:00,,,,0.0,261841,0.0,0.0
2022-07-08 00:00:00+00:00,,,,0.0,231228,0.0,0.0
2022-07-09 00:00:00+00:00,,,,0.0,237478,0.0,0.0
2022-07-10 00:00:00+00:00,,,,0.0,251502,0.0,0.0
2022-07-11 00:00:00+00:00,,,,0.0,248578,0.0,0.0
2022-07-12 00:00:00+00:00,,,,0.0,276404,0.0,0.0
2022-07-13 00:00:00+00:00,,,,0.0,322191,0.0,0.0
2022-07-14 00:00:00+00:00,,,,0.0,280119,0.0,0.0
2022-07-15 00:00:00+00:00,,,,0.0,199882,0.0,0.0
2022-07-16 00:00:00+00:00,,,,0.0,151611,0.0,0.0
2022-07-17 00:00:00+00:00,,,,0.0,83187,0.0,0.0
2022-07-18 00:00:00+00:00,,,,0.0,19438,0.0,0.0
2022-07-19 00:00:00+00:00,,,,0.0,13119,0.0,0.0
2022-07-20 00:00:00+00:00,,,,0.0,11811,0.0,0.0
2022-07-21 00:00:00+00:00,,,,0.0,13405,0.0,0.0
2022-07-22 00:00:00+00:00,,,,0.0,4255,0.0,0.0
2022-07-23 00:00:00+00:00,,,,0.0,4037,0.0,0.0
2022-07-24 00:00:00+00:00,,,,0.0,104580,0.0,0.0
2022-07-25 00:00:00+00:00,,,,0.0,282030,0.0,0.0
2022-07-26 00:00:00+00:00,,,,0.0,227794,0.0,0.0
2022-07-27 00:00:00+00:00,,,,0.0,203589,0.0,0.0
2022-07-28 00:00:00+00:00,,,,0.0,161733,0.0,0.0
2022-07-29 00:00:00+00:00,,,,0.0,100131,0.0,0.0
2022-07-30 00:00:00+00:00,,,,0.0,228787,0.0,0.0
2022-07-31 00:00:00+00:00,,,,0.0,219823,0.0,0.0
2022-08-01 00:00:00+00:00,,,,0.0,283088,0.0,0.0
2022-08-02 00:00:00+00:00,,,,0.0,227327,0.0,0.0
2022-08-03 00:00:00+00:00,,,,0.0,291793,0.0,0.0
2022-08-04 00:00:00+00:00,,,,0.0,348545,0.0,0.0
2022-08-05 00:00:00+00:00,,,,0.0,449393,0.0,0.0
2022-08-06 00:00:00+00:00,,,,0.0,477500,0.0,0.0
2022-08-07 00:00:00+00:00,,,,0.0,495831,0.0,0.0
2022-08-08 00:00:00+00:00,,,,0.0,370597,0.0,0.0
2022-08-09 00:00:00+00:00,,,,0.0,401216,0.0,0.0
2022-08-10 00:00:00+00:00,,,,0.0,430889,0.0,0.0
2022-08-11 00:00:00+00:00,,,,0.0,450308,0.0,0.0
2022-08-12 00:00:00+00:00,,,,0.0,486220,0.0,0.0
2022-08-13 00:00:00+00:00,,,,0.0,460972,0.0,0.0
2022-08-14 00:00:00+00:00,,,,0.0,370081,0.0,0.0
2022-08-15 00:00:00+00:00,,,,0.0,454124,0.0,0.0
2022-08-16 00:00:00+00:00,,,,0.0,446675,0.0,0.0
2022-08-17 00:00:00+00:00,,,,0.0,420630,0.0,0.0
2022-08-18 00:00:00+00:00,,,,0.0,440289,0.0,0.0
2022-08-19 00:00:00+00:00,,,,0.0,397943,0.0,0.0
