TIMESTAMP,MNST_OPEN_PRICE_USD,MNST_HIGH_PRICE_USD,MNST_LOW_PRICE_USD,MNST_CLOSE_PRICE_USD,MNST_VOLUME_USD,MNST_DIVIDENDS_USD,MNST_STOCK_SPLITS_USD
2021-06-11 00:00:00+00:00,0.0,0.3501160144805908,0.0,0.07878100126981735,5966965,0.0,0.0
2021-06-12 00:00:00+00:00,0.08103600144386292,0.0947289988398552,0.05155700072646141,0.06019100174307823,3724377,0.0,0.0
2021-06-13 00:00:00+00:00,0.060830000787973404,0.08818300068378448,0.05987999960780144,0.07125800102949142,2168399,0.0,0.0
2021-06-14 00:00:00+00:00,0.07127899676561356,0.13006600737571716,0.06518899649381638,0.07120999693870544,1744108,0.0,0.0
2021-06-15 00:00:00+00:00,0.10516799986362457,0.14634999632835388,0.09805800020694733,0.12332899868488312,5900978,0.0,0.0
2021-06-16 00:00:00+00:00,0.11087299883365631,0.11724700033664703,0.08339600265026093,0.08706200122833252,2012709,0.0,0.0
2021-06-17 00:00:00+00:00,0.08708199858665466,0.09047199785709381,0.07063300162553787,0.07471299916505814,1254017,0.0,0.0
2021-06-18 00:00:00+00:00,0.07472600042819977,0.078063003718853,0.05764500051736832,0.06280700117349625,1276025,0.0,0.0
2021-06-19 00:00:00+00:00,0.06287000328302383,0.07141400128602982,0.0583840012550354,0.06285899877548218,1255257,0.0,0.0
2021-06-20 00:00:00+00:00,0.06293100118637085,0.0634400025010109,0.050544001162052155,0.056662000715732574,1124992,0.0,0.0
2021-06-21 00:00:00+00:00,0.05674000084400177,0.057022999972105026,0.040010999888181686,0.04115799814462662,741883,0.0,0.0
2021-06-22 00:00:00+00:00,0.04117399826645851,0.04181699827313423,0.026256000623106956,0.03286400064826012,427539,0.0,0.0
2021-06-23 00:00:00+00:00,0.03303299844264984,0.05419300124049187,0.03206900134682655,0.03416299819946289,431717,0.0,0.0
2021-06-24 00:00:00+00:00,0.049171000719070435,0.05245399847626686,0.03661800175905228,0.038711998611688614,756571,0.0,0.0
2021-06-25 00:00:00+00:00,0.03871599957346916,0.04110199958086014,0.031091000884771347,0.034706998616456985,573331,0.0,0.0
2021-06-26 00:00:00+00:00,0.03485500067472458,0.036646999418735504,0.031199999153614044,0.03251300007104874,457441,0.0,0.0
2021-06-27 00:00:00+00:00,0.03250899910926819,0.04354200139641762,0.031567998230457306,0.035374999046325684,527326,0.0,0.0
