TIMESTAMP,OPX28940_OPEN_PRICE_USD,OPX28940_HIGH_PRICE_USD,OPX28940_LOW_PRICE_USD,OPX28940_CLOSE_PRICE_USD,OPX28940_VOLUME_USD,OPX28940_DIVIDENDS_USD,OPX28940_STOCK_SPLITS_USD
2024-01-04 00:00:00+00:00,,,,0.0,193408,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,58993,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,12748,0.0,0.0
2024-01-07 00:00:00+00:00,,,,0.0,10860,0.0,0.0
2024-01-08 00:00:00+00:00,,,,0.0,7531,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,7851,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,7756,0.0,0.0
2024-01-11 00:00:00+00:00,,,,0.0,4505,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,10891,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,7020,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,6544,0.0,0.0
2024-01-15 00:00:00+00:00,,,,0.0,13986,0.0,0.0
2024-01-16 00:00:00+00:00,,,,0.0,23615,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,10643,0.0,0.0
2024-01-18 00:00:00+00:00,,,,0.0,10897,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,10695,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,3334,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,2970,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,2709,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,3956,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,4912,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,1533,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,7386,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,2363,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,2177,0.0,0.0
2024-01-29 00:00:00+00:00,,,,0.0,2940,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,1470,0.0,0.0
2024-01-31 00:00:00+00:00,,,,0.0,4985,0.0,0.0
2024-02-01 00:00:00+00:00,,,,0.0,818,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,727,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,935,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,199,0.0,0.0
2024-02-05 00:00:00+00:00,,,,0.0,999,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,592,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,2988,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,10380,0.0,0.0
2024-02-09 00:00:00+00:00,,,,0.0,26336,0.0,0.0
2024-02-10 00:00:00+00:00,,,,0.0,708,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,1535,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,4121,0.0,0.0
2024-02-13 00:00:00+00:00,,,,0.0,275,0.0,0.0
2024-02-14 00:00:00+00:00,,,,0.0,550,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,583,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,4373,0.0,0.0
2024-02-17 00:00:00+00:00,,,,0.0,3067,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,1222,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,1147,0.0,0.0
2024-02-20 00:00:00+00:00,,,,0.0,576,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,357,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,342,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,347,0.0,0.0
2024-02-24 00:00:00+00:00,,,,0.0,1061,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,308,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,62,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,584,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,420,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,1423,0.0,0.0
2024-03-01 00:00:00+00:00,,,,0.0,206,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,254,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,91,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,248,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,211,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,641,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,352,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,244,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,384,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,117,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,2387,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,218,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,659,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,1131,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,247,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,125,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,455,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,529,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,318,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,101,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,201,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,470,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,90,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,156,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,193,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,93,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,57,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,650,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,318,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,33,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,211,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,222,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,280,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,180,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,22,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,75,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,69,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,60,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,83,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,134,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,40,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,302,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,515,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,300,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,686,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,46,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,42,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,22,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,109,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,211,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,162,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,168,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,65,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,118,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,47,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,671,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,257,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,641,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,435,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,46,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,222,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,38,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,272,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,97,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,10,0.0,0.0
