TIMESTAMP,VASCO_OPEN_PRICE_USD,VASCO_HIGH_PRICE_USD,VASCO_LOW_PRICE_USD,VASCO_CLOSE_PRICE_USD,VASCO_VOLUME_USD,VASCO_DIVIDENDS_USD,VASCO_STOCK_SPLITS_USD
2025-01-31 00:00:00+00:00,1.0242010354995728,1.038512945175171,0.770920991897583,0.941457986831665,384,0.0,0.0
2025-02-01 00:00:00+00:00,0.941457986831665,0.9928110241889954,0.8096539974212646,0.8115370273590088,207,0.0,0.0
2025-02-02 00:00:00+00:00,0.8115370273590088,0.9619989991188049,0.7868490219116211,0.7887330055236816,160,0.0,0.0
2025-02-03 00:00:00+00:00,0.7887330055236816,0.7887330055236816,0.5527660250663757,0.7749670147895813,172,0.0,0.0
2025-02-04 00:00:00+00:00,0.7749670147895813,0.8817129731178284,0.6636660099029541,0.781440019607544,56,0.0,0.0
2025-02-05 00:00:00+00:00,0.781440019607544,0.9486269950866699,0.6876400113105774,0.8786439895629883,89,0.0,0.0
2025-02-06 00:00:00+00:00,0.8786439895629883,0.9477329850196838,0.5720090270042419,0.6941310167312622,159,0.0,0.0
2025-02-07 00:00:00+00:00,0.6941310167312622,0.7808840274810791,0.6215149760246277,0.714667022228241,17976,0.0,0.0
2025-02-08 00:00:00+00:00,0.714667022228241,0.7216010093688965,0.6371729969978333,0.7061049938201904,7299,0.0,0.0
2025-02-09 00:00:00+00:00,0.7061049938201904,0.7244189977645874,0.6148279905319214,0.723334014415741,97,0.0,0.0
2025-02-10 00:00:00+00:00,0.723334014415741,0.7267320156097412,0.6220279932022095,0.7255889773368835,25,0.0,0.0
2025-02-11 00:00:00+00:00,0.7255889773368835,0.7274739742279053,0.5637519955635071,0.6746439933776855,78,0.0,0.0
2025-02-12 00:00:00+00:00,0.6746439933776855,0.7468000054359436,0.5780919790267944,0.5781919956207275,122,0.0,0.0
2025-02-13 00:00:00+00:00,0.5781919956207275,0.7811139822006226,0.5778980255126953,0.5894179940223694,29,0.0,0.0
2025-02-14 00:00:00+00:00,0.5894179940223694,0.7513309717178345,0.5258640050888062,0.6641780138015747,236,0.0,0.0
2025-02-15 00:00:00+00:00,0.6641780138015747,0.7362220287322998,0.5432729721069336,0.5469350218772888,50,0.0,0.0
2025-02-16 00:00:00+00:00,0.5469350218772888,0.7326989769935608,0.5469350218772888,0.7325909733772278,26,0.0,0.0
2025-02-17 00:00:00+00:00,0.7325909733772278,0.7333869934082031,0.5653949975967407,0.7315000295639038,33,0.0,0.0
2025-02-18 00:00:00+00:00,0.7315000295639038,0.7317429780960083,0.6606320142745972,0.6671500205993652,2787,0.0,0.0
2025-02-19 00:00:00+00:00,0.6671500205993652,0.6740630269050598,0.6588510274887085,0.6700220108032227,53,0.0,0.0
2025-02-20 00:00:00+00:00,0.6700220108032227,0.6701390147209167,0.6332110166549683,0.6395480036735535,1844,0.0,0.0
2025-02-21 00:00:00+00:00,0.6395480036735535,0.6395480036735535,0.6275299787521362,0.6298760175704956,566,0.0,0.0
2025-02-22 00:00:00+00:00,0.6298760175704956,0.6337220072746277,0.6235960125923157,0.6236670017242432,12,0.0,0.0
2025-02-23 00:00:00+00:00,0.6236670017242432,0.6257179975509644,0.6173520088195801,0.617455005645752,556,0.0,0.0
2025-02-24 00:00:00+00:00,0.617455005645752,0.6221010088920593,0.6038820147514343,0.604017972946167,631,0.0,0.0
2025-02-25 00:00:00+00:00,0.604017972946167,0.6111519932746887,0.5983030200004578,0.6108710169792175,131,0.0,0.0
