TIMESTAMP,MAGAPEPE_OPEN_PRICE_USD,MAGAPEPE_HIGH_PRICE_USD,MAGAPEPE_LOW_PRICE_USD,MAGAPEPE_CLOSE_PRICE_USD,MAGAPEPE_VOLUME_USD,MAGAPEPE_DIVIDENDS_USD,MAGAPEPE_STOCK_SPLITS_USD
2024-05-26 00:00:00+00:00,,,,0.0,1288685,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,9080319,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,5258288,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,7696551,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,8663195,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,4863737,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,2450070,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,2927935,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,1375097,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,1476566,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,1256061,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,697357,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,668810,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,461845,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,163759,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,179145,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,215823,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,571996,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,541376,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,408586,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,331298,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,177648,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,306768,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,344330,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,285798,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,203616,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,205776,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,177855,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,128935,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,238669,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,174804,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,205649,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,350478,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,299941,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,220871,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,259192,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,146515,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,530079,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,463324,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,340021,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,253046,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,139423,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,107292,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,136030,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,43100,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,81901,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,182860,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,95305,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,137572,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,349626,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,157538,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,156130,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,87114,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,136451,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,139546,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,131990,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,87780,0.0,0.0
