,ETH
BTC,0.703624327850956
LTC,0.6803108647158188
NEOS,0.6302841500798532
ETC,0.5791408149342492
ZEC,0.5714423429480918
XMR,0.5576691887907207
DASH,0.546943982548141
SP,0.5356879975187021
GNO,0.5166748325376564
QTUM,0.5064512667512981
JLP,0.5043750566998727
NEWB,0.4871109024246363
BAT,0.4686157247242538
TES,0.4583864744846842
XRP,0.4519047942602673
DGB,0.4495724577761286
XLM,0.4441941816414214
SC,0.4248131264714847
WAVES,0.4168031302478753
ZEN,0.414811740491626
XEM,0.4081086563845027
AMBER,0.3881863613742966
BTS,0.3863718157622567
AE,0.3857859352346847
DCR,0.3699510046698865
IOTA,0.352838839799929
LSK,0.3482476690778963
STEEM,0.3458479057441534
EQB,0.3422758499079826
RLC,0.3393803044097467
BTCS,0.3194296742354406
KMD,0.3017578052842201
ARK,0.3002742193845929
FIRO,0.2954653076115989
GAS,0.2917466882314346
PKB,0.2834129531726491
LUNC,0.2795023496046981
CYT,0.2698295654269141
ANT,0.262297395094921
DOGE,0.2546513011163612
MONA,0.2537699572751955
SYS,0.2493410417569091
XTO,0.2484564347168983
NOBL,0.2467371316538528
LAMB,0.2419080126188064
GBYTE,0.2378801161157468
XMS,0.2363660125773301
XDN,0.233529923361518
MAID,0.232406005476072
SNRG,0.2296779081703326
NXS,0.2265094293655506
SKULL,0.2201912612472645
2GIVE,0.2186937685982767
GRS,0.2106906696438493
ZET,0.209886873910367
EVIL,0.2093944469492321
SWING,0.2080692920058841
PIVX,0.207130763721577
FTC,0.2040536300594501
BLK,0.2017057736883925
AV,0.2000005101317556
WYZ,0.198217414301819
AXIOM,0.1928551474208332
XHI,0.1913971928033494
WGR,0.1896462493287705
CJ,0.1868402253551918
NAV,0.1855691169605471
NMC,0.1748030579389946
ZENI,0.1742484507140923
NXT,0.1724540769229937
LBC,0.1715197851812905
VERI,0.1705948289490062
ZYD,0.1683380856425073
PLU,0.1677721567203781
XQN,0.1675092478522865
XPX,0.1671742926127929
VEC2,0.1660952165607782
HBN,0.1644406070062709
ADZ,0.1642764564908543
BERN,0.1635934948994525
SKR,0.163159226626435
HMQ,0.1602762451828261
JKC,0.1593162036835468
VTC,0.1591615437814102
TECH,0.1589424821007489
IMS,0.1568870654035104
KIN,0.1540782246271327
SPR,0.1537646398883559
POST,0.1536511821580382
RBY,0.1506065597160603
SXC,0.1504863897572944
CAB,0.1504214628377077
IBANK,0.1471597335429288
C2,0.1469793813382174
INF,0.1458465468451102
CREVA,0.1442421103008828
CF,0.1410614067486036
ACOIN,0.1383585151182252
WINGS,0.1375233041785973
EUC,0.1364954145923955
ENT,0.1364640627611658
ZCL,0.1362764295409399
PXI,0.1358979882844767
XPM,0.1354749704118844
FRN,0.1309610645239405
SIGNA,0.1301527081889284
OPAL,0.1300577462694222
BLU,0.1274360403332154
WBB,0.1230571828941171
NVC,0.1212084222066301
VLT,0.1201272814099347
AMS,0.1194218737223493
LTCR,0.1193162139462308
XCP,0.1159977676584113
USDT,0.1159019037345452
XBC,0.1158589295167777
XPY,0.1152556017174123
COOL,0.1141195207389334
LANA,0.1126623550519969
LKY,0.1116830996414048
CRW,0.1112662468767119
START,0.1055622161752406
NETKO,0.1049862919938696
CLOAK,0.1032591444860282
DGC,0.1031630038977078
AGRS,0.1023690401454447
BCDN,0.1016902876901113
HUSH,0.1015444565653589
SWT,0.1002639851956546
RBT,0.0976243314209398
SANDG,0.0974436719700745
LDOGE,0.0967436501805351
CANN,0.0949244486065399
HVCO,0.0939027612177256
MAY,0.084700964124996
VIDZ,0.0841428588572748
EDRC,0.0819139124670001
PPC,0.0795731233042977
PAK,0.0793732267100413
ALIAS,0.0761349835095204
QBC,0.0757199035076642
UNIT,0.0756889896812667
IXC,0.0719471178277919
XPTX,0.0718635778650164
VAL,0.0718208200363014
ZOOM,0.0711542421089369
ICON,0.0708778447927872
GCC,0.068866664762674
DCY,0.0678871749622166
MOTO,0.0678167589102176
DCT,0.0671610684957703
ARGUS,0.0662882975991998
CLUB,0.0661075942106476
QTZ,0.0657698726426076
ZER,0.0650747637602533
BLAZR,0.0646014114219677
FOREX,0.0630917029189079
PXC,0.0627456758175072
CSC,0.0583705220612828
BCN,0.0567010361588775
XWC,0.056336494706091
PTOY,0.0547321802790133
ICOB,0.0540386350617072
PIE,0.0529260758018983
ADC,0.051137833691328
CLAM,0.0499633206720635
DEM,0.049912545106933
KURT,0.0489289138940687
MST,0.0482727339265664
LUN,0.0476555145368585
KOBO,0.0424974851362339
PZM,0.0423586626812656
BTB,0.0401107209132347
TAJ,0.0397526624061865
HNC,0.0376508910612994
SIB,0.0365443802650455
BSTY,0.0345407074756736
PUT,0.0345325508992601
LOOK,0.034331049967621
BIS,0.0333238240301959
LOG,0.0332436236980806
IFC,0.0330207541558596
RBIES,0.03234089207508
PASC,0.031668202794065
MNTC,0.0311821131180034
PHR,0.0310094303815445
XST,0.0301809097240295
HBD,0.0301611291261778
OZO,0.0298055172110812
SLS,0.0268048245643185
BITS,0.025250962869728
SILK,0.0232695948638054
NEVA,0.0207941891712296
CARBON,0.0197737706123885
FRC,0.0193638855451129
BOLI,0.0189726942552319
ZUR,0.0189245865971035
SWIFT,0.0166432351253875
BTA,0.0162256670640947
42,0.0144774788261978
DIME,0.0136478430541261
OK,0.0132870534201453
IRL,0.0129464508543924
RDD,0.0102963836981677
LMC,0.0092352693347017
BS,0.009079297626601
GLC,0.0080870905683997
EFL,0.0080662879203879
MCN,0.008055433919867
POT,0.003038985648221
XBY,0.0010771845778144
TRST,0.0010094374737217
WDC,-0.0017030792697873
SHND,-0.0028118062583762
CKC,-0.003694232530871
TAB,-0.0045392531850764
CNT,-0.0055714108851623
SONG,-0.0068025926334318
ACES,-0.0093071449863981
WC,-0.009601595441909
NYC,-0.0101099698956248
RRT,-0.0118732828202986
CETI,-0.0177260275756044
BRIT,-0.035688776745024
ILC,-0.0738535606854542
BOSS,
CAM,
CDN,
CYG,
DOGED,
ETT,
IMPACT,
MARI,
MARV,
NKT,
PX,
RCX,
SLING,
UR,
USC,
VDO,
VMC,
