,ETH
NEOS,0.9547599576047128
LTC,0.8177392513490487
BTC,0.8073678401183592
DASH,0.7711387971149641
ETC,0.7669798454903128
ZEC,0.7651385696686255
BAT,0.7459904870513572
XMR,0.74423200198856
QTUM,0.743533825472305
GNO,0.7424674038288357
DCR,0.7250757674337928
LSK,0.7174742539842688
DGB,0.699507158707284
XLM,0.6957410914766432
JLP,0.6931404508402156
XEM,0.687721661019053
BTS,0.682068976833152
SP,0.6802898939793832
ZEN,0.673842743403977
IOTA,0.6707113096331139
KMD,0.6702839674375
STEEM,0.6660312460781942
XRP,0.6568863427584511
NEWB,0.6538867785805917
ARK,0.6503335206739973
GAS,0.6478404064015281
RLC,0.6475460520847136
WAVES,0.6359768377538414
SYS,0.6293074885265929
AE,0.6164023449052349
FIRO,0.5847348255223289
PIVX,0.5793812952998253
GRS,0.5471336417042686
VAL,0.5248318926059411
MONA,0.5115372580506041
SC,0.5109924580534129
LAMB,0.4993353029385585
ANT,0.4973089597810096
PPC,0.4871328578445381
VTC,0.4868995729245384
AMBER,0.4771312583727006
BTCS,0.4650973802659348
NAV,0.458999939521703
TES,0.4460609304089113
LBC,0.4384202506906702
DOGE,0.4365635489160197
GBYTE,0.3874053837936423
EVIL,0.3822299020995029
CETI,0.3706943999370056
AV,0.3535838105334091
KIN,0.3532713495361065
CYT,0.3529441715531984
NXS,0.3460208577106165
NMC,0.3439585030376462
SKR,0.3387229464839402
HBD,0.3296154622811967
XPX,0.3238962503090996
POST,0.3036366242449451
2GIVE,0.3008228747318069
CSC,0.2996881702679597
MAID,0.2960036989124447
USDT,0.2939766953713159
COOL,0.2914236599362025
C2,0.2881947831744401
BCN,0.286893270446782
XTO,0.2863033029564695
VERI,0.2837301361784009
SWING,0.2792004417994249
XMS,0.2758819325604765
AGRS,0.2738694851645407
BCDN,0.2731273845839398
NVC,0.2702749631552062
AXIOM,0.2695320200759728
JKC,0.2627418207628308
XHI,0.2605291017219285
ZET,0.2571958088886684
FTC,0.2560759076447128
PXI,0.2484905209764967
IMS,0.2474694780036978
SNRG,0.2472871266579787
CJ,0.2434886813410113
SPR,0.2406053323954932
FRN,0.2399083996110219
LUN,0.2396178462891847
LUNC,0.2373498282460644
ZCL,0.2350538780175624
FOREX,0.233997171311457
RBIES,0.2304767067049855
ADZ,0.2277972221140558
PKB,0.2259148178803236
ACOIN,0.2242684388835592
CREVA,0.2228788865449217
CRW,0.2205438700340052
ENT,0.2173225932701377
PXC,0.2121828229863152
XQN,0.2113361072178091
IBANK,0.2097517183923996
WBB,0.2075651176873985
BLK,0.2075577799759126
ZENI,0.2026277928064467
HBN,0.1981323817134591
SKULL,0.1964705151502305
ZYD,0.1960262557241223
CAB,0.1934837416222987
VLT,0.1932717678831126
VEC2,0.1920290747067067
RBY,0.1908522302052224
OPAL,0.1868131151318363
XCP,0.1818037454423551
KOBO,0.1805203127760296
EUC,0.1764423659055396
PLU,0.1732614491782182
BERN,0.1713399551040925
ICON,0.1696310340812356
BLU,0.1640401243144255
ICOB,0.1630474348280977
QBC,0.1611922265678047
TAJ,0.15958298447077
CLUB,0.1580799327634957
WYZ,0.1508085878663444
START,0.1450772350125369
HMQ,0.1433381944737118
LTCR,0.1432721652130624
CF,0.142168153896445
EDRC,0.1394919742425991
HUSH,0.1362542737917567
XDN,0.1340782075313532
XPY,0.1334140222881885
WGR,0.1308642351787938
GLC,0.127416838527706
NOBL,0.1264094755908886
CANN,0.1262883794141108
42,0.125922167510539
MCN,0.1253736591861732
BSTY,0.1223029030543699
SANDG,0.1219157060955325
DIME,0.1207696831994677
SWT,0.1202692899823556
XST,0.1199585357921883
QTZ,0.1191595622671833
AMS,0.1155157690917815
BLAZR,0.1131677533612793
RBT,0.1130177351840668
ZER,0.1105559633581946
XPTX,0.1100359637938958
IRL,0.1084033199842689
CLOAK,0.1075903254783558
HVCO,0.1067604295322084
GCC,0.1063164166422732
VIDZ,0.1059132274646997
PTOY,0.1058265446174283
MAY,0.1056184785545937
SIB,0.1041587043750717
TECH,0.1037580401259842
LDOGE,0.1020920893254904
MST,0.1017254673562721
DCT,0.0994251006469406
PZM,0.0993719827874914
CLAM,0.0985524634913948
LANA,0.0972188608627228
MOTO,0.0900504135515493
XWC,0.0897575323438753
DEM,0.0888551885014528
WINGS,0.0887090289572533
SLS,0.0887089236930888
