TIMESTAMP,FREED_OPEN_PRICE_USD,FREED_HIGH_PRICE_USD,FREED_LOW_PRICE_USD,FREED_CLOSE_PRICE_USD,FREED_VOLUME_USD,FREED_DIVIDENDS_USD,FREED_STOCK_SPLITS_USD
2018-09-01 00:00:00+00:00,0.035255998373031616,0.0407009981572628,0.03522700071334839,0.04032000154256821,137033,0.0,0.0
2018-09-02 00:00:00+00:00,0.04033900052309036,0.04286700114607811,0.03923900052905083,0.04286700114607811,291,0.0,0.0
2018-09-03 00:00:00+00:00,0.04285699874162674,0.04292299970984459,0.04045100137591362,0.04135899990797043,44713,0.0,0.0
2018-09-04 00:00:00+00:00,0.04135800153017044,0.043563999235630035,0.040752001106739044,0.042507000267505646,48843,0.0,0.0
2018-09-05 00:00:00+00:00,0.042541999369859695,0.044211000204086304,0.03791800141334534,0.038279999047517776,139,0.0,0.0
2018-09-06 00:00:00+00:00,0.0383480004966259,0.0383480004966259,0.03235200047492981,0.03315899893641472,194,0.0,0.0
2018-09-07 00:00:00+00:00,0.033121999353170395,0.03935199975967407,0.031463999301195145,0.031814999878406525,173,0.0,0.0
2018-09-08 00:00:00+00:00,0.03185399994254112,0.03337400034070015,0.02878599986433983,0.03203300014138222,14,0.0,0.0
2018-09-09 00:00:00+00:00,0.03201799839735031,0.03312600031495094,0.031339000910520554,0.03207100182771683,8,0.0,0.0
2018-09-10 00:00:00+00:00,0.03205300122499466,0.0435510016977787,0.03205300122499466,0.03592199832201004,1450,0.0,0.0
2018-09-11 00:00:00+00:00,0.035982001572847366,0.03773599863052368,0.03339700028300285,0.03339700028300285,21,0.0,0.0
2018-09-12 00:00:00+00:00,0.0334010012447834,0.03341300040483475,0.03214000165462494,0.03272100165486336,202,0.0,0.0
2018-09-13 00:00:00+00:00,0.0327490009367466,0.034109000116586685,0.0327490009367466,0.03310300037264824,13,0.0,0.0
2018-09-14 00:00:00+00:00,0.0330829992890358,0.03367599844932556,0.030681999400258064,0.033201999962329865,112,0.0,0.0
2018-09-15 00:00:00+00:00,0.033211998641490936,0.03336799889802933,0.03245500102639198,0.033195000141859055,194,0.0,0.0
2018-09-16 00:00:00+00:00,0.03328799828886986,0.03350500017404556,0.03212999925017357,0.032690998166799545,27,0.0,0.0
2018-09-17 00:00:00+00:00,0.0327720008790493,0.03302299976348877,0.03126399964094162,0.03133000060915947,1,0.0,0.0
2018-09-18 00:00:00+00:00,0.03133299946784973,0.033583998680114746,0.030757000669836998,0.03272699937224388,55,0.0,0.0
2018-09-19 00:00:00+00:00,0.03274599835276604,0.033507999032735825,0.029992999508976936,0.030030999332666397,281,0.0,0.0
2018-09-20 00:00:00+00:00,0.03004400059580803,0.03522299975156784,0.03002999909222126,0.03314699977636337,788,0.0,0.0
2018-09-21 00:00:00+00:00,0.033156998455524445,0.03448500111699104,0.03226200118660927,0.0342940017580986,173,0.0,0.0
2018-09-22 00:00:00+00:00,0.03388899937272072,0.034738000482320786,0.031881000846624374,0.03405800089240074,116,0.0,0.0
2018-09-23 00:00:00+00:00,0.03407499939203262,0.03413499891757965,0.0330669991672039,0.03342700004577637,327,0.0,0.0
2018-09-24 00:00:00+00:00,0.03373799845576286,0.03405499830842018,0.03140399977564812,0.03288400173187256,274,0.0,0.0
2018-09-25 00:00:00+00:00,0.03284600004553795,0.03285999968647957,0.030027000233530998,0.03100300021469593,99,0.0,0.0
2018-09-26 00:00:00+00:00,0.030952999368309975,0.03225399926304817,0.030337000265717506,0.03186099976301193,37,0.0,0.0
2018-09-27 00:00:00+00:00,0.03189999982714653,0.034318000078201294,0.03130299970507622,0.03131299838423729,613,0.0,0.0
2018-09-28 00:00:00+00:00,0.0313199982047081,0.036556001752614975,0.030181000009179115,0.03628699854016304,27,0.0,0.0
2018-09-29 00:00:00+00:00,0.036263998597860336,0.036263998597860336,0.03276300057768822,0.033622998744249344,25,0.0,0.0
2018-09-30 00:00:00+00:00,0.033610999584198,0.03362800180912018,0.03243900090456009,0.03278199955821037,83,0.0,0.0
2018-10-01 00:00:00+00:00,0.032683998346328735,0.03415200114250183,0.03141999989748001,0.03407499939203262,154,0.0,0.0
2018-10-02 00:00:00+00:00,0.03397800028324127,0.03536999970674515,0.03314799815416336,0.034584999084472656,89,0.0,0.0
2018-10-03 00:00:00+00:00,0.034602999687194824,0.034689001739025116,0.031334999948740005,0.03307700157165527,38,0.0,0.0
2018-10-04 00:00:00+00:00,0.03311700001358986,0.03446799889206886,0.030200999230146408,0.030200999230146408,24,0.0,0.0
2018-10-05 00:00:00+00:00,0.03027999959886074,0.031957000494003296,0.02998499944806099,0.03162800148129463,18,0.0,0.0
2018-10-06 00:00:00+00:00,0.03169900178909302,0.03170600160956383,0.02828799933195114,0.028325000777840614,4,0.0,0.0
2018-10-07 00:00:00+00:00,0.028429999947547913,0.03446900099515915,0.028156999498605728,0.034251999109983444,23,0.0,0.0
