TIMESTAMP,BLAST9967_OPEN_PRICE_USD,BLAST9967_HIGH_PRICE_USD,BLAST9967_LOW_PRICE_USD,BLAST9967_CLOSE_PRICE_USD,BLAST9967_VOLUME_USD,BLAST9967_DIVIDENDS_USD,BLAST9967_STOCK_SPLITS_USD
2021-05-21 00:00:00+00:00,,,,0.0,58653,0.0,0.0
2021-05-22 00:00:00+00:00,,,,0.0,55590,0.0,0.0
2021-05-23 00:00:00+00:00,,,,0.0,375178,0.0,0.0
2021-05-24 00:00:00+00:00,,,,0.0,347285,0.0,0.0
2021-05-25 00:00:00+00:00,,,,0.0,251469,0.0,0.0
2021-05-26 00:00:00+00:00,,,,0.0,175349,0.0,0.0
2021-05-27 00:00:00+00:00,,,,0.0,223618,0.0,0.0
2021-05-28 00:00:00+00:00,,,,0.0,241162,0.0,0.0
2021-05-29 00:00:00+00:00,,,,0.0,143018,0.0,0.0
2021-05-30 00:00:00+00:00,,,,0.0,123737,0.0,0.0
2021-05-31 00:00:00+00:00,,,,0.0,115327,0.0,0.0
2021-06-01 00:00:00+00:00,,,,0.0,193486,0.0,0.0
2021-06-02 00:00:00+00:00,,,,0.0,197900,0.0,0.0
2021-06-03 00:00:00+00:00,,,,0.0,290523,0.0,0.0
2021-06-04 00:00:00+00:00,,,,0.0,160274,0.0,0.0
2021-06-05 00:00:00+00:00,,,,0.0,154179,0.0,0.0
2021-06-06 00:00:00+00:00,,,,0.0,135487,0.0,0.0
2021-06-07 00:00:00+00:00,,,,0.0,145749,0.0,0.0
2021-06-08 00:00:00+00:00,,,,0.0,165068,0.0,0.0
2021-06-09 00:00:00+00:00,,,,0.0,149098,0.0,0.0
2021-06-10 00:00:00+00:00,,,,0.0,127755,0.0,0.0
2021-06-11 00:00:00+00:00,,,,0.0,136124,0.0,0.0
2021-06-12 00:00:00+00:00,,,,0.0,123034,0.0,0.0
2021-06-13 00:00:00+00:00,,,,0.0,136070,0.0,0.0
2021-06-14 00:00:00+00:00,,,,0.0,126504,0.0,0.0
2021-06-15 00:00:00+00:00,,,,0.0,111613,0.0,0.0
2021-06-16 00:00:00+00:00,,,,0.0,106722,0.0,0.0
2021-06-17 00:00:00+00:00,,,,0.0,84665,0.0,0.0
2021-06-18 00:00:00+00:00,,,,0.0,91198,0.0,0.0
2021-06-19 00:00:00+00:00,,,,0.0,93080,0.0,0.0
2021-06-20 00:00:00+00:00,,,,0.0,101556,0.0,0.0
2021-06-21 00:00:00+00:00,,,,0.0,95899,0.0,0.0
2021-06-22 00:00:00+00:00,,,,0.0,98014,0.0,0.0
2021-06-23 00:00:00+00:00,,,,0.0,100127,0.0,0.0
2021-06-24 00:00:00+00:00,,,,0.0,88585,0.0,0.0
2021-06-25 00:00:00+00:00,,,,0.0,92042,0.0,0.0
2021-06-26 00:00:00+00:00,,,,0.0,96376,0.0,0.0
2021-06-27 00:00:00+00:00,,,,0.0,91934,0.0,0.0
2021-06-28 00:00:00+00:00,,,,0.0,93398,0.0,0.0
2021-06-29 00:00:00+00:00,,,,0.0,102721,0.0,0.0
2021-06-30 00:00:00+00:00,,,,0.0,92017,0.0,0.0
2021-07-01 00:00:00+00:00,,,,0.0,74409,0.0,0.0
2021-07-02 00:00:00+00:00,,,,0.0,88802,0.0,0.0
2021-07-03 00:00:00+00:00,,,,0.0,94365,0.0,0.0
2021-07-04 00:00:00+00:00,,,,0.0,107235,0.0,0.0
2021-07-05 00:00:00+00:00,,,,0.0,106272,0.0,0.0
2021-07-06 00:00:00+00:00,,,,0.0,109182,0.0,0.0
2021-07-07 00:00:00+00:00,,,,0.0,101489,0.0,0.0
2021-07-08 00:00:00+00:00,,,,0.0,90949,0.0,0.0
2021-07-09 00:00:00+00:00,,,,0.0,96825,0.0,0.0
2021-07-10 00:00:00+00:00,,,,0.0,96661,0.0,0.0
2021-07-11 00:00:00+00:00,,,,0.0,96135,0.0,0.0
2021-07-12 00:00:00+00:00,,,,0.0,99875,0.0,0.0
2021-07-13 00:00:00+00:00,,,,0.0,109192,0.0,0.0
2021-07-14 00:00:00+00:00,,,,0.0,160872,0.0,0.0
2021-07-15 00:00:00+00:00,,,,0.0,244481,0.0,0.0
2021-07-16 00:00:00+00:00,,,,0.0,805979,0.0,0.0
2021-07-17 00:00:00+00:00,,,,0.0,81314,0.0,0.0
2021-07-18 00:00:00+00:00,,,,0.0,84571,0.0,0.0
2021-07-19 00:00:00+00:00,,,,0.0,91352,0.0,0.0
2021-07-20 00:00:00+00:00,,,,0.0,92021,0.0,0.0
2021-07-21 00:00:00+00:00,,,,0.0,96987,0.0,0.0
2021-07-22 00:00:00+00:00,,,,0.0,83803,0.0,0.0
2021-07-23 00:00:00+00:00,,,,0.0,88934,0.0,0.0
2021-07-24 00:00:00+00:00,,,,0.0,96208,0.0,0.0
2021-07-25 00:00:00+00:00,,,,0.0,85081,0.0,0.0
2021-07-26 00:00:00+00:00,,,,0.0,95258,0.0,0.0
2021-07-27 00:00:00+00:00,,,,0.0,105814,0.0,0.0
2021-07-28 00:00:00+00:00,,,,0.0,98422,0.0,0.0
2021-07-29 00:00:00+00:00,,,,0.0,85863,0.0,0.0
2021-07-30 00:00:00+00:00,,,,0.0,98915,0.0,0.0
2021-07-31 00:00:00+00:00,,,,0.0,103489,0.0,0.0
2021-08-01 00:00:00+00:00,,,,0.0,92710,0.0,0.0
2021-08-02 00:00:00+00:00,,,,0.0,95310,0.0,0.0
2021-08-03 00:00:00+00:00,,,,0.0,97394,0.0,0.0
2021-08-04 00:00:00+00:00,,,,0.0,95285,0.0,0.0
2021-08-05 00:00:00+00:00,,,,0.0,84605,0.0,0.0
2021-08-06 00:00:00+00:00,,,,0.0,100757,0.0,0.0
2021-08-07 00:00:00+00:00,,,,0.0,112546,0.0,0.0
2021-08-08 00:00:00+00:00,,,,0.0,102542,0.0,0.0
2021-08-09 00:00:00+00:00,,,,0.0,113958,0.0,0.0
2021-08-10 00:00:00+00:00,,,,0.0,116284,0.0,0.0
2021-08-11 00:00:00+00:00,,,,0.0,108506,0.0,0.0
2021-08-12 00:00:00+00:00,,,,0.0,92222,0.0,0.0
2021-08-13 00:00:00+00:00,,,,0.0,111411,0.0,0.0
2021-08-14 00:00:00+00:00,,,,0.0,116865,0.0,0.0
2021-08-15 00:00:00+00:00,,,,0.0,110484,0.0,0.0
2021-08-16 00:00:00+00:00,,,,0.0,111705,0.0,0.0
2021-08-17 00:00:00+00:00,,,,0.0,114285,0.0,0.0
2021-08-18 00:00:00+00:00,,,,0.0,106584,0.0,0.0
2021-08-19 00:00:00+00:00,,,,0.0,95486,0.0,0.0
2021-08-20 00:00:00+00:00,,,,0.0,114486,0.0,0.0
2021-08-21 00:00:00+00:00,,,,0.0,123461,0.0,0.0
2021-08-22 00:00:00+00:00,,,,0.0,116326,0.0,0.0
2021-08-23 00:00:00+00:00,,,,0.0,119303,0.0,0.0
2021-08-24 00:00:00+00:00,,,,0.0,123056,0.0,0.0
2021-08-25 00:00:00+00:00,,,,0.0,117494,0.0,0.0
2021-08-26 00:00:00+00:00,,,,0.0,97286,0.0,0.0
2021-08-27 00:00:00+00:00,,,,0.0,117423,0.0,0.0
2021-08-28 00:00:00+00:00,,,,0.0,123638,0.0,0.0
2021-08-29 00:00:00+00:00,,,,0.0,114774,0.0,0.0
2021-08-30 00:00:00+00:00,,,,0.0,118435,0.0,0.0
2021-08-31 00:00:00+00:00,,,,0.0,124527,0.0,0.0
2021-09-01 00:00:00+00:00,,,,0.0,149453,0.0,0.0
2021-09-02 00:00:00+00:00,,,,0.0,132466,0.0,0.0
2021-09-03 00:00:00+00:00,,,,0.0,141351,0.0,0.0
2021-09-04 00:00:00+00:00,,,,0.0,147847,0.0,0.0
2021-09-05 00:00:00+00:00,,,,0.0,145619,0.0,0.0
2021-09-06 00:00:00+00:00,,,,0.0,154723,0.0,0.0
2021-09-07 00:00:00+00:00,,,,0.0,141775,0.0,0.0
2021-09-08 00:00:00+00:00,,,,0.0,133785,0.0,0.0
2021-09-09 00:00:00+00:00,,,,0.0,123283,0.0,0.0
2021-09-10 00:00:00+00:00,,,,0.0,130715,0.0,0.0
2021-09-11 00:00:00+00:00,,,,0.0,133084,0.0,0.0
2021-09-12 00:00:00+00:00,,,,0.0,130291,0.0,0.0
2021-09-13 00:00:00+00:00,,,,0.0,132370,0.0,0.0
2021-09-14 00:00:00+00:00,,,,0.0,145908,0.0,0.0
2021-09-15 00:00:00+00:00,,,,0.0,136108,0.0,0.0
2021-09-16 00:00:00+00:00,,,,0.0,123752,0.0,0.0
2021-09-17 00:00:00+00:00,,,,0.0,133371,0.0,0.0
2021-09-18 00:00:00+00:00,,,,0.0,141038,0.0,0.0
2021-09-19 00:00:00+00:00,,,,0.0,132740,0.0,0.0
2021-09-20 00:00:00+00:00,,,,0.0,122887,0.0,0.0
2021-09-21 00:00:00+00:00,,,,0.0,122148,0.0,0.0
2021-09-22 00:00:00+00:00,,,,0.0,122478,0.0,0.0
2021-09-23 00:00:00+00:00,,,,0.0,113889,0.0,0.0
2021-09-24 00:00:00+00:00,,,,0.0,120317,0.0,0.0
2021-09-25 00:00:00+00:00,,,,0.0,129371,0.0,0.0
2021-09-26 00:00:00+00:00,,,,0.0,114190,0.0,0.0
2021-09-27 00:00:00+00:00,,,,0.0,124561,0.0,0.0
2021-09-28 00:00:00+00:00,,,,0.0,124578,0.0,0.0
2021-09-29 00:00:00+00:00,,,,0.0,120733,0.0,0.0
2021-09-30 00:00:00+00:00,,,,0.0,114239,0.0,0.0
2021-10-01 00:00:00+00:00,,,,0.0,143724,0.0,0.0
2021-10-02 00:00:00+00:00,,,,0.0,140433,0.0,0.0
2021-10-03 00:00:00+00:00,,,,0.0,136534,0.0,0.0
2021-10-04 00:00:00+00:00,,,,0.0,145924,0.0,0.0
2021-10-05 00:00:00+00:00,,,,0.0,182604,0.0,0.0
2021-10-06 00:00:00+00:00,,,,0.0,158520,0.0,0.0
2021-10-07 00:00:00+00:00,,,,0.0,137246,0.0,0.0
2021-10-08 00:00:00+00:00,,,,0.0,153265,0.0,0.0
2021-10-09 00:00:00+00:00,,,,0.0,162741,0.0,0.0
2021-10-10 00:00:00+00:00,,,,0.0,146744,0.0,0.0
2021-10-11 00:00:00+00:00,,,,0.0,166676,0.0,0.0
2021-10-12 00:00:00+00:00,,,,0.0,171195,0.0,0.0
2021-10-13 00:00:00+00:00,,,,0.0,163387,0.0,0.0
2021-10-14 00:00:00+00:00,,,,0.0,146659,0.0,0.0
2021-10-15 00:00:00+00:00,,,,0.0,173098,0.0,0.0
2021-10-16 00:00:00+00:00,,,,0.0,181222,0.0,0.0
2021-10-17 00:00:00+00:00,,,,0.0,172124,0.0,0.0
2021-10-18 00:00:00+00:00,,,,0.0,180792,0.0,0.0
2021-10-19 00:00:00+00:00,,,,0.0,197345,0.0,0.0
2021-10-20 00:00:00+00:00,,,,0.0,187837,0.0,0.0
2021-10-21 00:00:00+00:00,,,,0.0,156724,0.0,0.0
2021-10-22 00:00:00+00:00,,,,0.0,171955,0.0,0.0
2021-10-23 00:00:00+00:00,,,,0.0,181819,0.0,0.0
2021-10-24 00:00:00+00:00,,,,0.0,173279,0.0,0.0
2021-10-25 00:00:00+00:00,,,,0.0,191423,0.0,0.0
2021-10-26 00:00:00+00:00,,,,0.0,186450,0.0,0.0
2021-10-27 00:00:00+00:00,,,,0.0,186842,0.0,0.0
2021-10-28 00:00:00+00:00,,,,0.0,187158,0.0,0.0
2021-10-29 00:00:00+00:00,,,,0.0,314550,0.0,0.0
2021-10-30 00:00:00+00:00,,,,0.0,380362,0.0,0.0
2021-10-31 00:00:00+00:00,,,,0.0,305057,0.0,0.0
2021-11-01 00:00:00+00:00,,,,0.0,261313,0.0,0.0
2021-11-02 00:00:00+00:00,,,,0.0,385034,0.0,0.0
2021-11-03 00:00:00+00:00,,,,0.0,481181,0.0,0.0
2021-11-04 00:00:00+00:00,,,,0.0,398555,0.0,0.0
2021-11-05 00:00:00+00:00,,,,0.0,346077,0.0,0.0
2021-11-06 00:00:00+00:00,,,,0.0,293914,0.0,0.0
2021-11-07 00:00:00+00:00,,,,0.0,366356,0.0,0.0
2021-11-08 00:00:00+00:00,,,,0.0,468649,0.0,0.0
