,MSE,RMSE,MAE,MAPE,R2
0,0.0006752944430474894,0.025986428054803713,0.019968068482093947,0.056289346967431896,0.7755198876562617
1,0.00013756349212593484,0.011728746400444287,0.009318999256239078,0.03234667451165664,0.7803107212237703
2,0.0003777713089464654,0.019436339906125984,0.015177512885256254,0.039055529075245836,0.8300688445024855
3,0.0010761422912254656,0.03280460777429697,0.021810979018781308,0.05045708428393892,0.595168883407293
4,0.0003063259189713112,0.0175021689790526,0.01432335947246829,0.03383448862546716,0.8488137123216273
5,0.0014297697620543816,0.0378122964398406,0.02857447429830906,0.05215450655241161,0.729771828528516
6,0.0006007040975582964,0.024509265545060634,0.017031018584919507,0.04338890171946758,0.8146182813899394
7,0.0002343138909018303,0.015307314947495864,0.011986085922008923,0.03976319222799502,0.8518154973819935
8,0.00022122280437696527,0.014873560581682023,0.011931117919577062,0.04509275628222727,0.736498284865684
9,0.00013974345796951356,0.011821313715891037,0.009573846243126537,0.040637957472812535,0.6873428737600729
10,0.00011844787869241654,0.010883376254288766,0.008832983158510103,0.035382108823764115,0.8053145055420766
11,0.0002537782901935784,0.015930420276740298,0.011479559360751634,0.07776732237806382,0.8472275289523294
Mean,0.00046425646967197066,0.019882986572976897,0.015000667050170143,0.04551415574337353,0.7752059041276708
