,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
BTC Opening Price ($),41972.0,19302.411452396835,9675.855,17685.23253223238,2919.0,3458.1596999999997,3850.261,4460.019,6985.755,9675.855,34768.29,48262.35800000001,56450.397,62370.157,68633.69
BTC High Price ($),41972.0,19416.384024826075,9720.0,17785.865077935385,2950.0,3468.0852,3873.0495,4514.99,7036.1575,9720.0,35057.63,48558.350000000006,56774.120999999985,62590.3528,69000.0
BTC Low Price ($),41972.0,19180.66022038502,9625.465,17578.576626572612,2817.0,3444.4717,3829.745,4422.352,6934.3724999999995,9625.465,34503.6775,47994.16100000001,56098.23999999999,62039.54000000001,68451.19
BTC Close Price ($),41972.0,19303.06759363385,9676.119999999999,17685.185357781294,2919.0,3458.1596999999997,3850.261,4460.3,6985.9575,9676.119999999999,34768.29,48262.35800000001,56450.397,62370.157,68633.69
