,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
BTC Opening Price ($),3498.0,19300.3736049171,9690.865,17687.291671995525,2919.0,3458.1778999999997,3862.1459999999997,4457.398000000003,6982.92,9690.865,34901.395,48256.13000000001,56395.754499999995,62256.93229999997,67594.98
BTC High Price ($),3498.0,19695.785697541454,9840.5,18037.38935162254,3249.0,3494.91,3923.7400000000002,4598.637,7147.46,9840.5,35792.225,49264.990000000005,57509.7705,63294.66559999999,69000.0
BTC Low Price ($),3498.0,18853.523867924527,9501.105,17290.375655478063,2817.0,3417.61,3782.8695000000002,4332.3,6818.75,9501.105,33721.8475,47091.600000000006,54853.32599999995,61123.31979999997,67015.2
BTC Close Price ($),3498.0,19308.246549456835,9694.18,17686.72484245715,2919.0,3458.1778999999997,3862.1459999999997,4481.842000000001,6986.605,9694.18,34901.395,48256.13000000001,56395.754499999995,62256.93229999997,67594.98
