,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
BTC Opening Price ($),1826.0,18605.681615553123,9465.044999999998,17629.61754351955,1914.1,2509.3,3473.0675,3946.385,6631.3025,9465.044999999998,33686.380000000005,47768.899999999994,56111.735,62146.2625,67525.82
BTC High Price ($),1826.0,19146.417886089814,9689.835,18116.828336454335,2044.4,2576.4,3580.5,4020.7650000000003,6784.875,9689.835,34879.5,49246.19,57766.5,63515.457500000004,69000.0
BTC Low Price ($),1826.0,17988.786752464406,9212.900000000001,17063.74800715966,1809.0,2386.075,3403.35,3838.55,6508.91,9212.900000000001,32194.605,46642.0,53932.25,60564.2,66222.4
BTC Close Price ($),1826.0,18621.985706462212,9469.24,17628.20344271667,1914.1,2512.025,3483.8,3948.73,6634.8475,9469.24,33687.1225,47768.91,56111.740000000005,62147.3225,67525.83
