TIMESTAMP,BABYNEIRO32733_OPEN_PRICE_USD,BABYNEIRO32733_HIGH_PRICE_USD,BABYNEIRO32733_LOW_PRICE_USD,BABYNEIRO32733_CLOSE_PRICE_USD,BABYNEIRO32733_VOLUME_USD,BABYNEIRO32733_DIVIDENDS_USD,BABYNEIRO32733_STOCK_SPLITS_USD
2024-08-19 00:00:00+00:00,,,,0.0,146070,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,45765,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,3672,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,3684,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,1679,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,2148,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,749,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,378,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,1076,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,251,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,3564,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,379,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,379,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,84,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,73,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,3064,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,90,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,66,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,100,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,104,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,188,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,1697,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,532,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,452331,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,185687,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,210339,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,54649,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,48418,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,12186,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,12362,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,16756,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,1301,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,25932,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,560,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,3470,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,1450,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,18943,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,2282,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,36,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,4254,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,1239,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,347,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,66,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,3190,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,9461,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,2545,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,42850,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,70678,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,22499,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,25650,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,12269,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,2164,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,1312,0.0,0.0
