TIMESTAMP,CRU_OPEN_PRICE_USD,CRU_HIGH_PRICE_USD,CRU_LOW_PRICE_USD,CRU_CLOSE_PRICE_USD,CRU_VOLUME_USD,CRU_DIVIDENDS_USD,CRU_STOCK_SPLITS_USD
2020-09-21 00:00:00+00:00,9.189366340637207,10.0255126953125,7.6245012283325195,8.178301811218262,19644704,0.0,0.0
2020-09-22 00:00:00+00:00,8.19367504119873,8.490557670593262,3.7692759037017822,4.049201965332031,5650998,0.0,0.0
2020-09-23 00:00:00+00:00,3.9434568881988525,4.639354228973389,3.805432081222534,4.403396129608154,3201611,0.0,0.0
2020-09-24 00:00:00+00:00,3.5618600845336914,3.670650005340576,3.1412839889526367,3.5331239700317383,1215757,0.0,0.0
2020-09-25 00:00:00+00:00,3.533123016357422,4.414760112762451,3.5295660495758057,4.085089206695557,2067832,0.0,0.0
2020-09-26 00:00:00+00:00,4.085089206695557,4.632483005523682,3.943289041519165,4.612565994262695,1087406,0.0,0.0
2020-09-27 00:00:00+00:00,4.612565994262695,4.612565994262695,3.967068910598755,4.022347927093506,928316,0.0,0.0
2020-09-28 00:00:00+00:00,4.008407115936279,6.398604869842529,3.9987618923187256,6.098379135131836,3287731,0.0,0.0
2020-09-29 00:00:00+00:00,6.098347187042236,6.890793800354004,5.172993183135986,5.569591999053955,4140301,0.0,0.0
2020-09-30 00:00:00+00:00,5.681962966918945,6.97235107421875,5.68177604675293,6.568313121795654,2967947,0.0,0.0
2020-10-01 00:00:00+00:00,6.567546844482422,6.64736795425415,5.614978790283203,5.839731216430664,1584179,0.0,0.0
2020-10-02 00:00:00+00:00,5.83963680267334,6.187229156494141,5.048251152038574,5.689935207366943,1557270,0.0,0.0
2020-10-03 00:00:00+00:00,5.689935207366943,5.927867889404297,5.470451831817627,5.470451831817627,648816,0.0,0.0
2020-10-04 00:00:00+00:00,5.470571041107178,5.73467493057251,5.231328964233398,5.593750953674316,711027,0.0,0.0
2020-10-05 00:00:00+00:00,5.594051837921143,5.768081188201904,5.455150127410889,5.605332851409912,463102,0.0,0.0
2020-10-06 00:00:00+00:00,5.6053361892700195,6.201402187347412,5.437792778015137,5.6104559898376465,1043335,0.0,0.0
2020-10-07 00:00:00+00:00,5.611368179321289,5.712643146514893,4.237451076507568,4.6806769371032715,1065968,0.0,0.0
2020-10-08 00:00:00+00:00,4.680675983428955,4.705933094024658,3.9432549476623535,4.588221073150635,764471,0.0,0.0
2020-10-09 00:00:00+00:00,4.588222026824951,4.935328006744385,4.256265163421631,4.651463031768799,647939,0.0,0.0
2020-10-10 00:00:00+00:00,4.651463031768799,7.956276893615723,4.613406181335449,7.089026927947998,3756943,0.0,0.0
2020-10-11 00:00:00+00:00,6.960648059844971,8.460236549377441,6.9042181968688965,7.281156063079834,3233723,0.0,0.0
2020-10-12 00:00:00+00:00,7.2811431884765625,7.821020126342773,6.702117919921875,6.862925052642822,1822733,0.0,0.0
2020-10-13 00:00:00+00:00,6.878003120422363,7.453970909118652,6.56403923034668,7.453863143920898,1120425,0.0,0.0
2020-10-14 00:00:00+00:00,7.567720890045166,7.568461894989014,5.9592671394348145,6.107580184936523,1625891,0.0,0.0
2020-10-15 00:00:00+00:00,6.109641075134277,6.18537712097168,5.33004093170166,5.828949928283691,1744181,0.0,0.0
2020-10-16 00:00:00+00:00,5.829296112060547,5.932043075561523,4.504389762878418,4.803215026855469,1411211,0.0,0.0
2020-10-17 00:00:00+00:00,4.803215026855469,5.510490894317627,4.656467914581299,5.338801860809326,714362,0.0,0.0
2020-10-18 00:00:00+00:00,5.315461158752441,5.55755090713501,5.230238914489746,5.4710001945495605,470887,0.0,0.0
2020-10-19 00:00:00+00:00,5.4710001945495605,5.528051853179932,4.893988132476807,5.153958797454834,565623,0.0,0.0
2020-10-20 00:00:00+00:00,5.010334014892578,5.083045959472656,4.614477157592773,4.734618186950684,581962,0.0,0.0
2020-10-21 00:00:00+00:00,4.686849117279053,5.273552894592285,4.528843879699707,4.942330837249756,708688,0.0,0.0
2020-10-22 00:00:00+00:00,4.942330837249756,4.994294166564941,4.614781856536865,4.826858043670654,611598,0.0,0.0
2020-10-23 00:00:00+00:00,4.826858043670654,5.183345794677734,4.702157020568848,4.889678955078125,620855,0.0,0.0
