TIMESTAMP,BLURT_OPEN_PRICE_USD,BLURT_HIGH_PRICE_USD,BLURT_LOW_PRICE_USD,BLURT_CLOSE_PRICE_USD,BLURT_VOLUME_USD,BLURT_DIVIDENDS_USD,BLURT_STOCK_SPLITS_USD
2020-11-02 00:00:00+00:00,0.03418299928307533,0.03435400128364563,0.019933000206947327,0.02169400081038475,17,0.0,0.0
2020-11-03 00:00:00+00:00,0.02167999930679798,0.02237600088119507,0.021321000531315804,0.02226400002837181,0,0.0,0.0
2020-11-04 00:00:00+00:00,0.02232000045478344,0.0223580002784729,0.02055799961090088,0.021199999377131462,0,0.0,0.0
2020-11-05 00:00:00+00:00,0.0212009996175766,0.023560000583529472,0.021152999252080917,0.02333500050008297,0,0.0,0.0
2020-11-06 00:00:00+00:00,0.02336999960243702,0.023855000734329224,0.022840000689029694,0.02334900014102459,0,0.0,0.0
2020-11-07 00:00:00+00:00,0.02334900014102459,0.02360600046813488,0.02163499966263771,0.02225000038743019,0,0.0,0.0
2020-11-08 00:00:00+00:00,0.022251000627875328,0.023455999791622162,0.022115999832749367,0.023228999227285385,0,0.0,0.0
2020-11-09 00:00:00+00:00,0.023219000548124313,0.023677999153733253,0.022298000752925873,0.02300499938428402,1,0.0,0.0
2020-11-10 00:00:00+00:00,0.023000000044703484,0.02317499928176403,0.022686999291181564,0.022938000038266182,0,0.0,0.0
2020-11-11 00:00:00+00:00,0.022935999557375908,0.02546600066125393,0.02293499931693077,0.02512500062584877,1,0.0,0.0
2020-11-12 00:00:00+00:00,0.02512199990451336,0.02608799934387207,0.024855999276041985,0.026041999459266663,0,0.0,0.0
2020-11-13 00:00:00+00:00,0.026041999459266663,0.026341000571846962,0.02558699995279312,0.02610900066792965,0,0.0,0.0
2020-11-14 00:00:00+00:00,0.026108000427484512,0.026108000427484512,0.025198999792337418,0.025707999244332314,0,0.0,0.0
2020-11-15 00:00:00+00:00,0.02570899948477745,0.025797000154852867,0.025270000100135803,0.025529000908136368,0,0.0,0.0
2020-11-16 00:00:00+00:00,0.025529000908136368,0.026906000450253487,0.025408999994397163,0.026753000915050507,0,0.0,0.0
2020-11-17 00:00:00+00:00,0.026701999828219414,0.028452999889850616,0.026503000408411026,0.028232000768184662,0,0.0,0.0
2020-11-18 00:00:00+00:00,0.02823299914598465,0.029430000111460686,0.001908999984152615,0.0019580000080168247,2,0.0,0.0
2020-11-19 00:00:00+00:00,0.0019580000080168247,80.49505615234375,0.0019369999645277858,16.96660614013672,691,0.0,0.0
2020-11-20 00:00:00+00:00,16.96614646911621,17.400249481201172,0.021750999614596367,0.1158289983868599,152,0.0,0.0
2020-11-21 00:00:00+00:00,0.11582499742507935,0.1177859976887703,0.02397800050675869,0.028145000338554382,3,0.0,0.0
2020-11-22 00:00:00+00:00,0.02814899943768978,0.028219999745488167,0.013644999824464321,0.013794999569654465,11,0.0,0.0
