TIMESTAMP,SCROOGE28069_OPEN_PRICE_USD,SCROOGE28069_HIGH_PRICE_USD,SCROOGE28069_LOW_PRICE_USD,SCROOGE28069_CLOSE_PRICE_USD,SCROOGE28069_VOLUME_USD,SCROOGE28069_DIVIDENDS_USD,SCROOGE28069_STOCK_SPLITS_USD
2023-09-21 00:00:00+00:00,,,,0.0,307,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,1238,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,1361,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,882,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,301,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,22,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,22,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,657,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,49,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,184,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,128,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,2699,0.0,0.0
2023-10-08 00:00:00+00:00,,,,0.0,1183,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,325,0.0,0.0
2023-10-10 00:00:00+00:00,,,,0.0,887,0.0,0.0
2023-10-11 00:00:00+00:00,,,,0.0,157,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,28,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,7,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,4270,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,5238,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,282,0.0,0.0
2023-10-19 00:00:00+00:00,,,,0.0,3016,0.0,0.0
2023-10-20 00:00:00+00:00,,,,0.0,707,0.0,0.0
2023-10-22 00:00:00+00:00,,,,0.0,114,0.0,0.0
2023-10-23 00:00:00+00:00,,,,0.0,135,0.0,0.0
2023-10-24 00:00:00+00:00,,,,0.0,7,0.0,0.0
2023-10-25 00:00:00+00:00,,,,0.0,130,0.0,0.0
2023-10-26 00:00:00+00:00,,,,0.0,168,0.0,0.0
2023-10-27 00:00:00+00:00,,,,0.0,444,0.0,0.0
2023-10-29 00:00:00+00:00,,,,0.0,640,0.0,0.0
2023-10-30 00:00:00+00:00,,,,0.0,3207,0.0,0.0
2023-10-31 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-11-01 00:00:00+00:00,,,,0.0,1066,0.0,0.0
2023-11-02 00:00:00+00:00,,,,0.0,244,0.0,0.0
2023-11-03 00:00:00+00:00,,,,0.0,693,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,1715,0.0,0.0
2023-11-05 00:00:00+00:00,,,,0.0,159,0.0,0.0
2023-11-06 00:00:00+00:00,,,,0.0,382,0.0,0.0
2023-11-07 00:00:00+00:00,,,,0.0,451,0.0,0.0
2023-11-08 00:00:00+00:00,,,,0.0,47,0.0,0.0
2023-11-09 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-11-10 00:00:00+00:00,,,,0.0,989,0.0,0.0
2023-11-11 00:00:00+00:00,,,,0.0,66,0.0,0.0
2023-11-12 00:00:00+00:00,,,,0.0,1414,0.0,0.0
2023-11-13 00:00:00+00:00,,,,0.0,358,0.0,0.0
2023-11-14 00:00:00+00:00,,,,0.0,337,0.0,0.0
2023-11-15 00:00:00+00:00,,,,0.0,2116,0.0,0.0
2023-11-16 00:00:00+00:00,,,,0.0,1446,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,96,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,3295,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,1904,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,3186,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,1760,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,292,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,3516,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,191,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,1992,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,708,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,692,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,366,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,745,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,587,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,162,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,237,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,1678,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,3621,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,323,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,563,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,380,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,139,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,254,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,1028,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,4874,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,1299,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,317,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,218,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,29,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,2438,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,497,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,13175,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,5475,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,842,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,1412,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,640,0.0,0.0
2023-12-25 00:00:00+00:00,,,,0.0,781,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,1111,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,6275,0.0,0.0
2023-12-28 00:00:00+00:00,,,,0.0,3391,0.0,0.0
2023-12-29 00:00:00+00:00,,,,0.0,2126,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,7578,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,804,0.0,0.0
2024-01-01 00:00:00+00:00,,,,0.0,189,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,602,0.0,0.0
2024-01-03 00:00:00+00:00,,,,0.0,2886,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,4239,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,11375,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,2997,0.0,0.0
2024-01-07 00:00:00+00:00,,,,0.0,194,0.0,0.0
2024-01-08 00:00:00+00:00,,,,0.0,1011,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,636,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,76,0.0,0.0
2024-01-11 00:00:00+00:00,,,,0.0,837,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,26619,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,1776,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,37,0.0,0.0
2024-01-15 00:00:00+00:00,,,,0.0,2049,0.0,0.0
2024-01-16 00:00:00+00:00,,,,0.0,135,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,370,0.0,0.0
2024-01-18 00:00:00+00:00,,,,0.0,51,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,493,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,131,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,309,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,381,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,5783,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,749,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,250,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,406,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,688,0.0,0.0
