TIMESTAMP,LKN_OPEN_PRICE_USD,LKN_HIGH_PRICE_USD,LKN_LOW_PRICE_USD,LKN_CLOSE_PRICE_USD,LKN_VOLUME_USD,LKN_DIVIDENDS_USD,LKN_STOCK_SPLITS_USD
2020-08-07 00:00:00+00:00,0.00037299998803064227,0.03163300082087517,0.00036700000055134296,0.031442999839782715,237396,0.0,0.0
2020-08-08 00:00:00+00:00,0.0314439982175827,0.03147200122475624,0.0015059999423101544,0.0059980000369250774,17511,0.0,0.0
2020-08-09 00:00:00+00:00,0.00599699979647994,0.006016999948769808,0.001541999983601272,0.0026050000451505184,9510,0.0,0.0
2020-08-10 00:00:00+00:00,0.002609000075608492,0.0026199999265372753,0.0019049999536946416,0.0021780000533908606,5616,0.0,0.0
2020-08-11 00:00:00+00:00,0.002177000045776367,0.002211000071838498,0.0018029999919235706,0.002139999996870756,4263,0.0,0.0
2020-08-12 00:00:00+00:00,0.0021379999816417694,0.002177000045776367,0.001673000049777329,0.002136999974027276,4419,0.0,0.0
2020-08-13 00:00:00+00:00,0.002136999974027276,0.002136999974027276,0.00120900000911206,0.0020179999992251396,3844,0.0,0.0
2020-08-14 00:00:00+00:00,0.0020210000220686197,0.002133999951183796,0.001383999944664538,0.001500000013038516,3808,0.0,0.0
2020-08-15 00:00:00+00:00,0.001500000013038516,0.002213000087067485,0.0009330000029876828,0.0015140000032261014,3947,0.0,0.0
2020-08-16 00:00:00+00:00,0.0015150000108405948,0.002205000026151538,0.0015010000206530094,0.0017849999712780118,3723,0.0,0.0
2020-08-17 00:00:00+00:00,0.0017849999712780118,0.0017969999462366104,0.0013630000175908208,0.0015670000575482845,2470,0.0,0.0
2020-08-18 00:00:00+00:00,0.001567999948747456,0.0015829999465495348,0.0013670000480487943,0.0014939999673515558,2401,0.0,0.0
2020-08-19 00:00:00+00:00,0.0014939999673515558,0.002099999925121665,0.0014830000000074506,0.001521000056527555,3343,0.0,0.0
