TIMESTAMP,APW_OPEN_PRICE_USD,APW_HIGH_PRICE_USD,APW_LOW_PRICE_USD,APW_CLOSE_PRICE_USD,APW_VOLUME_USD,APW_DIVIDENDS_USD,APW_STOCK_SPLITS_USD
2021-06-09 00:00:00+00:00,1.7942160367965698,1.8152339458465576,1.69937002658844,1.7530560493469238,229597,0.0,0.0
2021-06-10 00:00:00+00:00,1.749569058418274,1.8049670457839966,1.5386710166931152,1.5845730304718018,92699,0.0,0.0
2021-06-11 00:00:00+00:00,1.5840569734573364,1.6166030168533325,1.5341609716415405,1.5529849529266357,76265,0.0,0.0
2021-06-12 00:00:00+00:00,1.5536069869995117,1.5765650272369385,1.4718830585479736,1.5273170471191406,74883,0.0,0.0
2021-06-13 00:00:00+00:00,1.5272560119628906,1.5667710304260254,1.443261981010437,1.5424749851226807,137599,0.0,0.0
2021-06-14 00:00:00+00:00,1.5436149835586548,1.6943459510803223,1.519961953163147,1.5665409564971924,116093,0.0,0.0
2021-06-15 00:00:00+00:00,1.6941709518432617,1.7210149765014648,1.6363919973373413,1.709190011024475,127860,0.0,0.0
2021-06-16 00:00:00+00:00,1.6610020399093628,1.6610020399093628,1.5068299770355225,1.509863018989563,29093,0.0,0.0
2021-06-17 00:00:00+00:00,1.5098309516906738,1.5416300296783447,1.3892929553985596,1.43061101436615,108468,0.0,0.0
2021-06-18 00:00:00+00:00,1.4305800199508667,1.451393961906433,1.2466319799423218,1.2889659404754639,109162,0.0,0.0
2021-06-19 00:00:00+00:00,1.2900090217590332,1.3292649984359741,1.262779951095581,1.269237995147705,31983,0.0,0.0
2021-06-20 00:00:00+00:00,1.2700519561767578,1.3092939853668213,1.1871689558029175,1.2955219745635986,22290,0.0,0.0
2021-06-21 00:00:00+00:00,1.2960309982299805,1.3006420135498047,1.058817982673645,1.069777011871338,29120,0.0,0.0
2021-06-22 00:00:00+00:00,1.0696560144424438,1.1219969987869263,0.9659720063209534,1.0440469980239868,37120,0.0,0.0
2021-06-23 00:00:00+00:00,1.0440679788589478,1.1543149948120117,1.0265599489212036,1.1258219480514526,44200,0.0,0.0
2021-06-24 00:00:00+00:00,1.1166080236434937,1.1443320512771606,1.0736329555511475,1.1179399490356445,4085,0.0,0.0
2021-06-25 00:00:00+00:00,1.1227020025253296,1.1369999647140503,1.0138039588928223,1.0254369974136353,3379,0.0,0.0
2021-06-26 00:00:00+00:00,1.0248490571975708,1.0369960069656372,0.9622899889945984,1.008430004119873,18162,0.0,0.0
2021-06-27 00:00:00+00:00,1.0090090036392212,1.0975699424743652,1.0090090036392212,1.0975699424743652,4950,0.0,0.0
2021-06-28 00:00:00+00:00,1.0955649614334106,1.1986349821090698,1.0926580429077148,1.1649620532989502,40956,0.0,0.0
2021-06-29 00:00:00+00:00,1.1644890308380127,1.2812910079956055,1.1642080545425415,1.2234660387039185,53494,0.0,0.0
2021-06-30 00:00:00+00:00,1.2237550020217896,1.3363159894943237,1.1836299896240234,1.332427978515625,51871,0.0,0.0
2021-07-01 00:00:00+00:00,1.3347339630126953,1.3456100225448608,1.236680030822754,1.2384109497070312,28795,0.0,0.0
2021-07-02 00:00:00+00:00,1.2380280494689941,1.2469830513000488,1.181928038597107,1.2441489696502686,14901,0.0,0.0
2021-07-03 00:00:00+00:00,1.2441649436950684,1.3021470308303833,1.2299989461898804,1.2888519763946533,6334,0.0,0.0
