TIMESTAMP,ICC30613_OPEN_PRICE_USD,ICC30613_HIGH_PRICE_USD,ICC30613_LOW_PRICE_USD,ICC30613_CLOSE_PRICE_USD,ICC30613_VOLUME_USD,ICC30613_DIVIDENDS_USD,ICC30613_STOCK_SPLITS_USD
2024-04-12 00:00:00+00:00,0.000598000013269484,0.0006210000137798488,0.00044100001105107367,0.0004419999895617366,101304,0.0,0.0
2024-04-13 00:00:00+00:00,0.000455000001238659,0.0006520000169984996,0.0004309999931138009,0.0005590000073425472,107702,0.0,0.0
2024-04-14 00:00:00+00:00,0.0005590000073425472,0.001095999963581562,0.0005329999839887023,0.0006220000213943422,510418,0.0,0.0
2024-04-15 00:00:00+00:00,0.0006050000083632767,0.0006050000083632767,0.0002680000034160912,0.00029399999766610563,278001,0.0,0.0
2024-04-16 00:00:00+00:00,0.00028700000257231295,0.0003169999981764704,0.00022600000374950469,0.00029399999766610563,80936,0.0,0.0
2024-04-17 00:00:00+00:00,0.0002969999914057553,0.000299000006634742,0.0002300000051036477,0.00023400000645779073,21317,0.0,0.0
2024-04-18 00:00:00+00:00,0.00023099999816622585,0.00023999999393709004,0.00021800000104121864,0.00023600000713486224,9994,0.0,0.0
2024-04-19 00:00:00+00:00,0.00023600000713486224,0.0002589999930933118,0.00021499999274965376,0.00025499999173916876,10072,0.0,0.0
2024-04-20 00:00:00+00:00,0.00025499999173916876,0.0002589999930933118,0.0002119999990100041,0.0002119999990100041,21457,0.0,0.0
2024-04-21 00:00:00+00:00,0.0002209999947808683,0.00022200000239536166,0.00020500000391621143,0.00021100000594742596,14531,0.0,0.0
2024-04-22 00:00:00+00:00,0.0002099999983329326,0.00021800000104121864,0.00015900000289548188,0.00015999999595806003,19871,0.0,0.0
2024-04-23 00:00:00+00:00,0.00015999999595806003,0.00016799999866634607,0.00015700000221841037,0.0001610000035725534,8282,0.0,0.0
2024-04-24 00:00:00+00:00,0.00015999999595806003,0.00016599999798927456,0.00014699999883305281,0.00014699999883305281,3779,0.0,0.0
2024-04-25 00:00:00+00:00,0.00014800000644754618,0.00015100000018719584,0.00012799999967683107,0.0001320000010309741,8826,0.0,0.0
2024-04-26 00:00:00+00:00,0.0001320000010309741,0.00019099999917671084,0.00013099999341648072,0.00018000000272877514,24596,0.0,0.0
2024-04-27 00:00:00+00:00,0.00018000000272877514,0.00018400000408291817,0.00017299999308306724,0.00018400000408291817,6602,0.0,0.0
2024-04-28 00:00:00+00:00,0.00018400000408291817,0.00018899999849963933,0.00013800000306218863,0.00013800000306218863,20070,0.0,0.0
2024-04-29 00:00:00+00:00,0.00013800000306218863,0.00014200000441633165,0.0001340000017080456,0.00014099999680183828,3483,0.0,0.0
2024-04-30 00:00:00+00:00,0.00014099999680183828,0.00014099999680183828,0.0001140000022132881,0.00011700000322889537,6992,0.0,0.0
2024-05-01 00:00:00+00:00,0.00011700000322889537,0.00012199999764561653,0.00011100000119768083,0.00012199999764561653,2704,0.0,0.0
2024-05-02 00:00:00+00:00,0.00012199999764561653,0.00012599999899975955,0.00011300000187475234,0.00011500000255182385,4393,0.0,0.0
2024-05-03 00:00:00+00:00,0.0001140000022132881,0.0001140000022132881,0.00010399999882793054,0.00010399999882793054,3321,0.0,0.0
2024-05-04 00:00:00+00:00,0.00010399999882793054,0.00011000000085914508,0.00010199999815085903,0.00010199999815085903,3151,0.0,0.0
