TIMESTAMP,DOGECEO_OPEN_PRICE_USD,DOGECEO_HIGH_PRICE_USD,DOGECEO_LOW_PRICE_USD,DOGECEO_CLOSE_PRICE_USD,DOGECEO_VOLUME_USD,DOGECEO_DIVIDENDS_USD,DOGECEO_STOCK_SPLITS_USD
2023-03-06 00:00:00+00:00,,,,0.0,265734,0.0,0.0
2023-03-07 00:00:00+00:00,,,,0.0,120484,0.0,0.0
2023-03-08 00:00:00+00:00,,,,0.0,41502,0.0,0.0
2023-03-09 00:00:00+00:00,,,,0.0,42697,0.0,0.0
2023-03-10 00:00:00+00:00,,,,0.0,36037,0.0,0.0
2023-03-11 00:00:00+00:00,,,,0.0,30153,0.0,0.0
2023-03-12 00:00:00+00:00,,,,0.0,51531,0.0,0.0
2023-03-13 00:00:00+00:00,,,,0.0,45212,0.0,0.0
2023-03-14 00:00:00+00:00,,,,0.0,18097,0.0,0.0
2023-03-15 00:00:00+00:00,,,,0.0,7036,0.0,0.0
2023-03-16 00:00:00+00:00,,,,0.0,6332,0.0,0.0
2023-03-17 00:00:00+00:00,,,,0.0,55982,0.0,0.0
2023-03-18 00:00:00+00:00,,,,0.0,12612,0.0,0.0
2023-03-19 00:00:00+00:00,,,,0.0,189789,0.0,0.0
2023-03-20 00:00:00+00:00,,,,0.0,129786,0.0,0.0
2023-03-21 00:00:00+00:00,,,,0.0,4678,0.0,0.0
2023-03-22 00:00:00+00:00,,,,0.0,15526,0.0,0.0
2023-03-23 00:00:00+00:00,,,,0.0,4432,0.0,0.0
2023-03-24 00:00:00+00:00,,,,0.0,2035,0.0,0.0
2023-03-25 00:00:00+00:00,,,,0.0,15600,0.0,0.0
2023-03-26 00:00:00+00:00,,,,0.0,10281,0.0,0.0
2023-03-27 00:00:00+00:00,,,,0.0,5007,0.0,0.0
2023-03-28 00:00:00+00:00,,,,0.0,423386,0.0,0.0
2023-03-29 00:00:00+00:00,,,,0.0,12161,0.0,0.0
2023-03-30 00:00:00+00:00,,,,0.0,23685,0.0,0.0
2023-03-31 00:00:00+00:00,,,,0.0,32501,0.0,0.0
2023-04-01 00:00:00+00:00,,,,0.0,34346,0.0,0.0
2023-04-02 00:00:00+00:00,,,,0.0,59098,0.0,0.0
2023-04-03 00:00:00+00:00,,,,0.0,27466,0.0,0.0
2023-04-04 00:00:00+00:00,,,,0.0,11478,0.0,0.0
2023-04-05 00:00:00+00:00,,,,0.0,6636,0.0,0.0
2023-04-06 00:00:00+00:00,,,,0.0,8476,0.0,0.0
2023-04-07 00:00:00+00:00,,,,0.0,12437,0.0,0.0
2023-04-08 00:00:00+00:00,,,,0.0,8448,0.0,0.0
2023-04-09 00:00:00+00:00,,,,0.0,6269,0.0,0.0
2023-04-10 00:00:00+00:00,,,,0.0,25160,0.0,0.0
2023-04-11 00:00:00+00:00,,,,0.0,56806,0.0,0.0
2023-04-12 00:00:00+00:00,,,,0.0,175810,0.0,0.0
2023-04-13 00:00:00+00:00,,,,0.0,1148775,0.0,0.0
2023-04-14 00:00:00+00:00,,,,0.0,738361,0.0,0.0
2023-04-15 00:00:00+00:00,,,,0.0,713330,0.0,0.0
2023-04-16 00:00:00+00:00,,,,0.0,327330,0.0,0.0
2023-04-17 00:00:00+00:00,,,,0.0,359911,0.0,0.0
2023-04-18 00:00:00+00:00,,,,0.0,325858,0.0,0.0
2023-04-19 00:00:00+00:00,,,,0.0,398166,0.0,0.0
2023-04-20 00:00:00+00:00,,,,0.0,124560,0.0,0.0
2023-04-21 00:00:00+00:00,,,,0.0,85153,0.0,0.0
2023-04-22 00:00:00+00:00,,,,0.0,46947,0.0,0.0
2023-04-23 00:00:00+00:00,,,,0.0,100534,0.0,0.0
2023-04-24 00:00:00+00:00,,,,0.0,18076,0.0,0.0
2023-04-25 00:00:00+00:00,,,,0.0,151464,0.0,0.0
2023-04-26 00:00:00+00:00,,,,0.0,50853,0.0,0.0
2023-04-27 00:00:00+00:00,,,,0.0,38438,0.0,0.0
2023-04-28 00:00:00+00:00,,,,0.0,126768,0.0,0.0
2023-04-29 00:00:00+00:00,,,,0.0,47377,0.0,0.0
2023-04-30 00:00:00+00:00,,,,0.0,26860,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,74020,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,49978,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,41414,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,1140769,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,1094333,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,110852,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,87509,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,1658307,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,829828,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,420509,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,163654,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,100139,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,85020,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,5138530,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,7736094,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,2303254,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,650503,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,377562,0.0,0.0
