TIMESTAMP,LION35954_OPEN_PRICE_USD,LION35954_HIGH_PRICE_USD,LION35954_LOW_PRICE_USD,LION35954_CLOSE_PRICE_USD,LION35954_VOLUME_USD,LION35954_DIVIDENDS_USD,LION35954_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.021114999428391457,0.02675900049507618,0.020854000002145767,0.026311000809073448,4614810,0.0,0.0
2025-04-02 00:00:00+00:00,0.026311000809073448,0.027627000585198402,0.022525999695062637,0.0231890007853508,4326627,0.0,0.0
2025-04-03 00:00:00+00:00,0.0231890007853508,0.024277999997138977,0.022193999961018562,0.023831000551581383,1948757,0.0,0.0
2025-04-04 00:00:00+00:00,0.023831000551581383,0.025564000010490417,0.02338399924337864,0.025157999247312546,1811048,0.0,0.0
2025-04-05 00:00:00+00:00,0.025157999247312546,0.02523699961602688,0.024109000340104103,0.024303000420331955,436881,0.0,0.0
2025-04-06 00:00:00+00:00,0.024303000420331955,0.024406999349594116,0.019773000851273537,0.02032100036740303,1596897,0.0,0.0
2025-04-07 00:00:00+00:00,0.02032100036740303,0.021890999749302864,0.017076000571250916,0.021618999540805817,2501227,0.0,0.0
2025-04-08 00:00:00+00:00,0.021618999540805817,0.021940000355243683,0.019530000165104866,0.019638000056147575,1072974,0.0,0.0
2025-04-09 00:00:00+00:00,0.019638000056147575,0.021928999572992325,0.018843999132514,0.021648000925779343,799142,0.0,0.0
2025-04-10 00:00:00+00:00,0.021648000925779343,0.02193400077521801,0.02102999947965145,0.02153399959206581,1366360,0.0,0.0
2025-04-11 00:00:00+00:00,0.02153399959206581,0.023024000227451324,0.021505000069737434,0.0228240005671978,984219,0.0,0.0
2025-04-12 00:00:00+00:00,0.0228240005671978,0.024918999522924423,0.02274099923670292,0.024918999522924423,1542512,0.0,0.0
2025-04-13 00:00:00+00:00,0.024918999522924423,0.025103000923991203,0.022180000320076942,0.022531000897288322,1215189,0.0,0.0
2025-04-14 00:00:00+00:00,0.022531000897288322,0.023148000240325928,0.02201700024306774,0.02214300073683262,482047,0.0,0.0
