TIMESTAMP,JOKER32361_OPEN_PRICE_USD,JOKER32361_HIGH_PRICE_USD,JOKER32361_LOW_PRICE_USD,JOKER32361_CLOSE_PRICE_USD,JOKER32361_VOLUME_USD,JOKER32361_DIVIDENDS_USD,JOKER32361_STOCK_SPLITS_USD
2024-07-24 00:00:00+00:00,,,,0.0,55988,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,18133,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,45507,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,19653,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,12373,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,24050,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,13112,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,3682,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,13556,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,12732,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,13156,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,12057,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,8442,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,2616,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,480,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,822,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,906,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,13462,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,12857,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,6264,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,8807,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,12355,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,20280,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,4995,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,5069,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,922,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,22242,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,1756,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,2568,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,22107,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,3614,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,3557,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,6332,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,10059,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,59487,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,246637,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,292830,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,110022,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,308915,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,59963,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,47608,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,194540,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,61204,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,7276,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,6593,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,106621,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,145474,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,39644,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,141207,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,114331,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,7849,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,12262,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,12598,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,9386,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,13131,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,8922,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,294263,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,25414,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,12789,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,16166,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,4382,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,72568,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,39071,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,26465,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,47986,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,29925,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,49059,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,32517,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,53879,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,147049,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,61817,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,34329,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,40913,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,57186,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,7767,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,64053,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,36178,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,15227,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,10559,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,12537,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,10703,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,287094,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,173170,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,288881,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,265143,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,233337,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,8588,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,379392,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,233858,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,28821,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,4462,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,14972,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,21482,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,5478,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,6889,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,5562,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,8923,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,5811,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,1481,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,18308,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,8329,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,9422,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,5603,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,31361,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,1231,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,973,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,2774,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,1895,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,1983,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,1962,0.0,0.0
