TIMESTAMP,NAMI33339_OPEN_PRICE_USD,NAMI33339_HIGH_PRICE_USD,NAMI33339_LOW_PRICE_USD,NAMI33339_CLOSE_PRICE_USD,NAMI33339_VOLUME_USD,NAMI33339_DIVIDENDS_USD,NAMI33339_STOCK_SPLITS_USD
2024-10-08 00:00:00+00:00,0.00012199999764561653,0.00022899999748915434,7.999999797903001e-05,0.00022200000239536166,474339,0.0,0.0
2024-10-09 00:00:00+00:00,0.00022200000239536166,0.0003870000073220581,0.00016599999798927456,0.0003020000003743917,1221303,0.0,0.0
2024-10-10 00:00:00+00:00,0.0003020000003743917,0.000577000027988106,0.0002680000034160912,0.00044999999227002263,893915,0.0,0.0
2024-10-11 00:00:00+00:00,0.000450999999884516,0.0005130000063218176,0.000371000001905486,0.00043200000072829425,203103,0.0,0.0
2024-10-12 00:00:00+00:00,0.00043200000072829425,0.00048499999684281647,0.00018699999782256782,0.0002809999859891832,322183,0.0,0.0
2024-10-13 00:00:00+00:00,0.0002800000074785203,0.00031800000579096377,0.0002010000025620684,0.0002840000088326633,323345,0.0,0.0
2024-10-14 00:00:00+00:00,0.0002840000088326633,0.000299000006634742,0.00015500000154133886,0.00017299999308306724,441199,0.0,0.0
2024-10-15 00:00:00+00:00,0.00017299999308306724,0.0002410000015515834,0.0001140000022132881,0.00014800000644754618,338361,0.0,0.0
2024-10-16 00:00:00+00:00,0.00014800000644754618,0.0002209999947808683,0.00011700000322889537,0.00020599999697878957,189553,0.0,0.0
2024-10-17 00:00:00+00:00,0.00020599999697878957,0.0002300000051036477,0.00014699999883305281,0.00015500000154133886,199583,0.0,0.0
2024-10-18 00:00:00+00:00,0.00015500000154133886,0.0001610000035725534,9.7999996796716e-05,0.00013600000238511711,118087,0.0,0.0
2024-10-19 00:00:00+00:00,0.00013600000238511711,0.00022699999681208283,0.00011600000289035961,0.00016399999731220305,234305,0.0,0.0
2024-10-20 00:00:00+00:00,0.00016399999731220305,0.0003000000142492354,0.0001449999981559813,0.00022400000307243317,346733,0.0,0.0
2024-10-21 00:00:00+00:00,0.0002209999947808683,0.0002730000123847276,0.00019299999985378236,0.00020900000527035445,179949,0.0,0.0
2024-10-22 00:00:00+00:00,0.00020900000527035445,0.00024500000290572643,0.00016199999663513154,0.00018899999849963933,173610,0.0,0.0
2024-10-23 00:00:00+00:00,0.00018899999849963933,0.00020700000459328294,0.00014699999883305281,0.00016900000628083944,104970,0.0,0.0
2024-10-24 00:00:00+00:00,0.00016799999866634607,0.0002229999954579398,0.00016700000560376793,0.0002099999983329326,85410,0.0,0.0
2024-10-25 00:00:00+00:00,0.0002099999983329326,0.00021600000036414713,0.00013299999409355223,0.0001429999974789098,97357,0.0,0.0
2024-10-26 00:00:00+00:00,0.0001429999974789098,0.0001740000006975606,0.00013899999612476677,0.00015100000018719584,26517,0.0,0.0
2024-10-27 00:00:00+00:00,0.00015100000018719584,0.00015199999324977398,0.00011899999663000926,0.0001230000052601099,52097,0.0,0.0
2024-10-28 00:00:00+00:00,0.0001230000052601099,0.00014800000644754618,0.00011700000322889537,0.00013099999341648072,65918,0.0,0.0
2024-10-29 00:00:00+00:00,0.00013099999341648072,0.00020599999697878957,0.00013099999341648072,0.00017699999443721026,122465,0.0,0.0
2024-10-30 00:00:00+00:00,0.00017699999443721026,0.00019299999985378236,0.00015100000018719584,0.0001849999971454963,53352,0.0,0.0
2024-10-31 00:00:00+00:00,0.0001849999971454963,0.0001880000054370612,0.00012399999832268804,0.00013299999409355223,59939,0.0,0.0
2024-11-01 00:00:00+00:00,0.00013299999409355223,0.0001539999939268455,0.00011700000322889537,0.00014000000373926014,45568,0.0,0.0
2024-11-02 00:00:00+00:00,0.00014000000373926014,0.0001449999981559813,0.00011200000153621659,0.00011200000153621659,32467,0.0,0.0
2024-11-03 00:00:00+00:00,0.00011200000153621659,0.00011300000187475234,8.800000068731606e-05,9.300000237999484e-05,24376,0.0,0.0
2024-11-04 00:00:00+00:00,9.300000237999484e-05,0.00013600000238511711,9.200000204145908e-05,0.00010900000052060932,27397,0.0,0.0
2024-11-05 00:00:00+00:00,0.00010900000052060932,0.00012399999832268804,9.7999996796716e-05,0.0001140000022132881,35377,0.0,0.0
2024-11-06 00:00:00+00:00,0.0001140000022132881,0.00014200000441633165,8.299999899463728e-05,8.900000102585182e-05,66389,0.0,0.0
2024-11-07 00:00:00+00:00,8.900000102585182e-05,9.000000136438757e-05,6.500000017695129e-05,7.79999973019585e-05,69881,0.0,0.0
2024-11-08 00:00:00+00:00,7.79999973019585e-05,9.100000170292333e-05,7.100000220816582e-05,7.500000356230885e-05,46125,0.0,0.0
2024-11-09 00:00:00+00:00,7.500000356230885e-05,0.0001340000017080456,7.200000254670158e-05,0.00011700000322889537,63256,0.0,0.0
2024-11-10 00:00:00+00:00,0.00011700000322889537,0.00015199999324977398,9.500000305706635e-05,0.00013600000238511711,110797,0.0,0.0
2024-11-11 00:00:00+00:00,0.00013600000238511711,0.00020599999697878957,0.00013600000238511711,0.00016199999663513154,150032,0.0,0.0
2024-11-12 00:00:00+00:00,0.00016199999663513154,0.00016599999798927456,0.00010599999950500205,0.00011700000322889537,110739,0.0,0.0
2024-11-13 00:00:00+00:00,0.00011700000322889537,0.0001429999974789098,0.00010399999882793054,0.00011600000289035961,50874,0.0,0.0
2024-11-14 00:00:00+00:00,0.00011600000289035961,0.00019700000120792538,0.00011600000289035961,0.00015500000154133886,96570,0.0,0.0
2024-11-15 00:00:00+00:00,0.00015500000154133886,0.000195999993593432,0.00013699999544769526,0.00019299999985378236,51649,0.0,0.0
2024-11-16 00:00:00+00:00,0.00019299999985378236,0.0003490000090096146,0.0001900000061141327,0.000311999989207834,194597,0.0,0.0
2024-11-17 00:00:00+00:00,0.000311999989207834,0.0003980000037699938,0.00026599998818710446,0.0003319999959785491,241117,0.0,0.0
2024-11-18 00:00:00+00:00,0.0003319999959785491,0.00035700001171790063,0.0002209999947808683,0.00024399999529123306,153850,0.0,0.0
2024-11-19 00:00:00+00:00,0.00024399999529123306,0.0002840000088326633,0.00015900000289548188,0.00016599999798927456,126132,0.0,0.0
