,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
LTC Opening Price ($),8147.0,95.35164723210998,78.44,53.64700891216095,22.98,30.68,41.773,46.14,59.394999999999996,78.44,115.47,174.5,205.91999999999996,279.1804,401.24
LTC High Price ($),8147.0,97.5368356450227,79.82,55.70793646795021,23.49,31.4346,42.406,46.956,60.64,79.82,118.215,179.76000000000002,210.447,294.6259999999999,413.49
LTC Low Price ($),8147.0,92.93863630784338,76.61,51.36363371893424,22.32,29.8838,41.072,45.356,58.2,76.61,112.58000000000001,168.776,199.13,266.894,387.04
LTC Close Price ($),8147.0,95.32978519700504,78.44,53.61129245920206,22.98,30.68,41.773,46.14,59.394999999999996,78.44,115.425,174.488,205.771,279.1804,401.24
