,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
LTC Opening Price ($),65171.0,95.34416872535331,78.27,53.65933803855801,22.75,30.67,41.77,46.11,59.43,78.27,115.4,174.48,205.655,279.3540000000002,409.84
LTC High Price ($),65171.0,96.11239063387089,78.83,54.415070587270534,22.88,30.877,41.96,46.37,59.83,78.83,116.4,176.2,207.79500000000002,284.35500000000013,413.49
LTC Low Price ($),65171.0,94.52635758236025,77.72,52.86663287922299,22.32,30.417,41.56,45.84,59.01,77.72,114.195,172.67,203.2,275.3110000000002,402.8
LTC Close Price ($),65171.0,95.341426247871,78.27,53.65487636356873,22.75,30.67,41.77,46.11,59.43,78.27,115.39,174.48,205.635,279.3540000000002,409.84
