,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
LTC Opening Price ($),10863.0,95.34559145724019,78.26,53.64072568723561,22.8,30.66,41.800999999999995,46.142,59.455,78.26,115.38,174.46800000000005,205.94499999999996,279.42919999999975,400.21
LTC High Price ($),10863.0,97.24648715824358,79.61,55.457036432600304,23.49,31.2562,42.242000000000004,46.792,60.474999999999994,79.61,118.16499999999999,178.57600000000014,210.08999999999995,291.74099999999845,413.49
LTC Low Price ($),10863.0,93.26994568719506,76.87,51.673335216583865,22.32,29.9162,41.16,45.432,58.4,76.87,112.945,169.54400000000012,199.89499999999998,268.6147999999996,387.04
LTC Close Price ($),10863.0,95.32924238239896,78.26,53.61393703007916,22.8,30.66,41.800999999999995,46.142,59.455,78.26,115.29499999999999,174.39600000000013,205.89299999999997,279.42919999999975,400.21
