,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
LTC Opening Price ($),2771.0,92.43823529411765,73.67,54.336793413940406,23.06,29.872,40.495000000000005,44.72,56.605000000000004,73.67,110.3,175.06,206.03500000000003,278.9500000000001,387.77
LTC High Price ($),2771.0,96.24048718874053,75.65,58.04137228907829,23.76,31.421,41.99,45.97,58.605000000000004,75.65,114.5,182.86,217.75,303.3530000000004,420.0
LTC Low Price ($),2771.0,88.24803680981594,71.36,50.3768217594652,22.32,28.052999999999997,39.095,43.15,54.595,71.36,105.095,164.23,194.875,260.0,345.0
LTC Close Price ($),2771.0,92.4949621075424,73.69,54.44006493307421,23.08,29.897,40.53,44.74,56.605000000000004,73.69,110.3,175.01,206.005,279.9690000000004,387.8
