TIMESTAMP,JESUS_OPEN_PRICE_USD,JESUS_HIGH_PRICE_USD,JESUS_LOW_PRICE_USD,JESUS_CLOSE_PRICE_USD,JESUS_VOLUME_USD,JESUS_DIVIDENDS_USD,JESUS_STOCK_SPLITS_USD
2023-04-27 00:00:00+00:00,,,,0.0,538436,0.0,0.0
2023-04-28 00:00:00+00:00,,,,0.0,198867,0.0,0.0
2023-04-29 00:00:00+00:00,,,,0.0,62295,0.0,0.0
2023-04-30 00:00:00+00:00,,,,0.0,65875,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,256498,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,426410,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,265762,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,145702,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,1091225,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,673998,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,246906,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,183594,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,140231,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,122286,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,207396,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,157277,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,67434,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,37405,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,30043,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,30435,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,589425,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,1556315,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,2363711,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,1038622,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,1935628,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,5391681,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,2460554,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,1467685,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,1167003,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,2194797,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,2728311,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,4244034,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,7340605,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,1535490,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,787186,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,2644967,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,1860342,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,1209382,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,1580548,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,996354,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,1098144,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,1650650,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,2084556,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,4318332,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,3130882,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,2559482,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,5242474,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,4084109,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,4700849,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,3947549,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,3955159,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,3440635,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,3048274,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,3540650,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,2957032,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,4356000,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,2967190,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,4193376,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,2080390,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,2389638,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,2198921,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,2178922,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,2053861,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,2122235,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,1389233,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,1257697,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,1368636,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,1257490,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,1140584,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,1138649,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,790345,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,1286589,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,2145770,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,1078805,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,1181607,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,1212949,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,1170519,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,1369307,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,910865,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,964001,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,986631,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,1058786,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,1397748,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,1199785,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,1291209,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,1357279,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,1075306,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,871355,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,1997361,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,1458190,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,791274,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,679635,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,759214,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,690709,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,712025,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,722718,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,878076,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,531014,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,664931,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,546748,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,512927,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,395954,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,440528,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,351598,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,107106,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,72140,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,42137,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,138754,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,65518,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,176040,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,78076,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,32725,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,25945,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,50266,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,29002,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,11730,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,12926,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,8575,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,53522,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,42150,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,68521,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,210428,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,28931,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,65521,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,31783,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,6563,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,115061,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,19216,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,11585,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,8438,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,42400,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,39417,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,12660,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,22230,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,72491,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,24295,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,41229,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,20871,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,27273,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,17366,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,54752,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,7141,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,19417,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,4275,0.0,0.0
2023-09-18 00:00:00+00:00,,,,0.0,2165,0.0,0.0
2023-09-19 00:00:00+00:00,,,,0.0,4325,0.0,0.0
2023-09-20 00:00:00+00:00,,,,0.0,17803,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,24730,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,17503,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,63309,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,17907,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,10643,0.0,0.0
