TIMESTAMP,BANANA28886_OPEN_PRICE_USD,BANANA28886_HIGH_PRICE_USD,BANANA28886_LOW_PRICE_USD,BANANA28886_CLOSE_PRICE_USD,BANANA28886_VOLUME_USD,BANANA28886_DIVIDENDS_USD,BANANA28886_STOCK_SPLITS_USD
2023-12-30 00:00:00+00:00,,,,0.0,542030,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,466710,0.0,0.0
2024-01-01 00:00:00+00:00,,,,0.0,384371,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,48761,0.0,0.0
2024-01-03 00:00:00+00:00,,,,0.0,36418,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,6524,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,8589,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,2965,0.0,0.0
2024-01-07 00:00:00+00:00,,,,0.0,1856,0.0,0.0
2024-01-08 00:00:00+00:00,,,,0.0,1549,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,1470,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,762,0.0,0.0
2024-01-11 00:00:00+00:00,,,,0.0,257,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,275,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,362,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,248,0.0,0.0
2024-01-15 00:00:00+00:00,,,,0.0,827,0.0,0.0
2024-01-16 00:00:00+00:00,,,,0.0,374,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,147,0.0,0.0
2024-01-18 00:00:00+00:00,,,,0.0,117,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,179,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,229,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,98,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,53,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,140,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,57,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,77,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,337,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,45,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-01-29 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-01-31 00:00:00+00:00,,,,0.0,86,0.0,0.0
2024-02-01 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,53,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,118,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-02-09 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-02-10 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,33,0.0,0.0
2024-02-13 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-02-14 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,34,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-02-20 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,48,0.0,0.0
2024-02-24 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,29,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,168,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,102,0.0,0.0
2024-03-01 00:00:00+00:00,,,,0.0,56,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,330,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,71,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,286,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,180,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,378,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,38,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,92,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,560,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,202,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,53,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,224,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,184,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,59,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,152,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,251,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,111,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,292,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,96,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,369,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,36,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,43,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,87,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,129,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,36,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,73,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,145,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,69,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,67,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,56,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,36,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,46,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,29,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,51,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,59,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,52,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,435,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,126,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,57,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,194,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,4612,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,361,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,51,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,23,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,45,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,77,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,10,0.0,0.0
