TIMESTAMP,EFT16230_OPEN_PRICE_USD,EFT16230_HIGH_PRICE_USD,EFT16230_LOW_PRICE_USD,EFT16230_CLOSE_PRICE_USD,EFT16230_VOLUME_USD,EFT16230_DIVIDENDS_USD,EFT16230_STOCK_SPLITS_USD
2021-12-20 00:00:00+00:00,,,,0.0,878935,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,303612,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,116787,0.0,0.0
2021-12-23 00:00:00+00:00,,,,0.0,45612,0.0,0.0
2021-12-24 00:00:00+00:00,,,,0.0,29935,0.0,0.0
2021-12-25 00:00:00+00:00,,,,0.0,24857,0.0,0.0
2021-12-26 00:00:00+00:00,,,,0.0,34216,0.0,0.0
2021-12-27 00:00:00+00:00,,,,0.0,29736,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,12785,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,7028,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,3469,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,4830,0.0,0.0
2022-01-01 00:00:00+00:00,,,,0.0,3478,0.0,0.0
2022-01-02 00:00:00+00:00,,,,0.0,2351,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,3401,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,4350,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,3987,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,2393,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,2167,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,2940,0.0,0.0
2022-01-09 00:00:00+00:00,,,,0.0,3097,0.0,0.0
2022-01-10 00:00:00+00:00,,,,0.0,6998,0.0,0.0
2022-01-11 00:00:00+00:00,,,,0.0,3367364,0.0,0.0
2022-01-12 00:00:00+00:00,,,,0.0,4665372,0.0,0.0
2022-01-13 00:00:00+00:00,,,,0.0,3462326,0.0,0.0
2022-01-14 00:00:00+00:00,,,,0.0,2790254,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,6535687,0.0,0.0
2022-01-16 00:00:00+00:00,,,,0.0,11070520,0.0,0.0
2022-01-17 00:00:00+00:00,,,,0.0,9478983,0.0,0.0
2022-01-18 00:00:00+00:00,,,,0.0,4973571,0.0,0.0
2022-01-19 00:00:00+00:00,,,,0.0,2521358,0.0,0.0
2022-01-20 00:00:00+00:00,,,,0.0,2277209,0.0,0.0
2022-01-21 00:00:00+00:00,,,,0.0,1567261,0.0,0.0
2022-01-22 00:00:00+00:00,,,,0.0,1254748,0.0,0.0
2022-01-23 00:00:00+00:00,,,,0.0,1098473,0.0,0.0
2022-01-24 00:00:00+00:00,,,,0.0,710443,0.0,0.0
2022-01-25 00:00:00+00:00,,,,0.0,533466,0.0,0.0
2022-01-26 00:00:00+00:00,,,,0.0,287160,0.0,0.0
2022-01-27 00:00:00+00:00,,,,0.0,355135,0.0,0.0
2022-01-28 00:00:00+00:00,,,,0.0,551587,0.0,0.0
2022-01-29 00:00:00+00:00,,,,0.0,450348,0.0,0.0
2022-01-30 00:00:00+00:00,,,,0.0,234226,0.0,0.0
2022-01-31 00:00:00+00:00,,,,0.0,139282,0.0,0.0
