TIMESTAMP,XEM_OPEN_PRICE_USDT,XEM_HIGH_PRICE_USDT,XEM_LOW_PRICE_USDT,XEM_CLOSE_PRICE_USDT,XEM_FIRST_TRADE_PRICE_USDT,XEM_HIGH_TRADE_PRICE_USDT,XEM_LOW_TRADE_PRICE_USDT,XEM_LAST_TRADE_PRICE_USDT,XEM_TOTAL_TRADE_COUNT,XEM_TOTAL_TRADES_BUY,XEM_TOTAL_TRADES_SELL,XEM_VOLUME_USDT,XEM_QUOTE_VOLUME,XEM_VOLUME_BUY,XEM_QUOTE_VOLUME_BUY,XEM_VOLUME_SELL,XEM_QUOTE_VOLUME_SELL
2021-09-25,0.1489,0.1515,0.1421,0.1472,0.149,0.1515,0.1421,0.1472,18907,9619,9288,35499357.0,5247789.0515,17829476.0,2635018.6603,17669881.0,2612770.3912
2021-09-26,0.1472,0.1502,0.1357,0.1467,0.1472,0.1502,0.1357,0.1467,26979,13373,13606,44319012.14,6371245.047131,21226064.71,3053858.424647,23092947.43,3317386.622484
2021-09-27,0.1467,0.1518,0.1409,0.141,0.1462,0.1518,0.1409,0.141,21819,12807,9012,32156818.0,4729012.1357,17093546.0,2514706.0604,15063272.0,2214306.0753
2021-09-28,0.141,0.1441,0.1341,0.1348,0.1409,0.1441,0.1341,0.1348,21971,11340,10631,31810070.79,4427094.965245,15136720.77,2104343.511394,16673350.02,2322751.453851
2021-09-29,0.1348,0.1419,0.1331,0.1379,0.1347,0.1419,0.1331,0.1379,17723,9223,8500,26179646.0,3613648.7471,12896757.0,1780262.3315,13282889.0,1833386.4156
2021-09-30,0.1379,0.1477,0.1373,0.1467,0.1379,0.1477,0.1373,0.1467,20347,10813,9534,30691485.0,4400480.0398,16329663.0,2341276.807,14361822.0,2059203.2328
2021-10-01,0.1467,0.16,0.1443,0.1592,0.1467,0.16,0.1443,0.1592,31011,16755,14256,40481171.0,6209053.6733,21324504.0,3270644.0605,19156667.0,2938409.6128
2021-10-02,0.1592,0.164,0.1554,0.1594,0.1593,0.164,0.1554,0.1594,28386,16979,11407,40116409.0,6422371.2195,23801068.0,3811551.2148,16315341.0,2610820.0047
2021-10-03,0.1594,0.166,0.156,0.1623,0.1594,0.166,0.156,0.1623,29376,16253,13123,42602845.0,6875571.7868,22273850.0,3588896.4453,20328995.0,3286675.3415
2021-10-04,0.1623,0.1624,0.1513,0.1583,0.1622,0.1624,0.1513,0.1583,34435,20119,14316,56099066.0,8818268.0259,31592153.0,4967097.4682,24506913.0,3851170.5577
2021-10-05,0.1583,0.1724,0.1563,0.1704,0.1583,0.1724,0.1563,0.1704,46991,25142,21849,82077141.0,13565937.125,46167874.0,7628662.9133,35909267.0,5937274.2117
2021-10-06,0.1704,0.1749,0.161,0.1714,0.1705,0.1749,0.161,0.1714,54906,32455,22451,85856829.0,14553991.6499,49494053.0,8392124.2077,36362776.0,6161867.4422
2021-10-07,0.1714,0.1757,0.1654,0.1731,0.1714,0.1757,0.1654,0.1731,51728,31268,20460,60555342.0,10353750.8214,30177127.0,5160102.0141,30378215.0,5193648.8073
2021-10-08,0.1731,0.1811,0.1715,0.1788,0.1733,0.1811,0.1715,0.1788,54669,33533,21136,56840184.0,10084468.9336,30332368.0,5383520.0881,26507816.0,4700948.8455
2021-10-09,0.1788,0.1869,0.1754,0.1822,0.1786,0.1869,0.1754,0.1822,54073,32491,21582,59863074.0,10900841.2822,31468856.0,5732229.3639,28394218.0,5168611.9183
2021-10-10,0.1822,0.1837,0.1715,0.1732,0.1824,0.1837,0.1715,0.1732,38202,24050,14152,52875049.0,9431295.402,27464666.0,4897089.9769,25410383.0,4534205.4251
2021-10-11,0.1732,0.1917,0.17,0.1783,0.1731,0.1917,0.17,0.1783,76311,45013,31298,95392010.0,17337846.9651,48639023.0,8840388.7553,46752987.0,8497458.2098
2021-10-12,0.1783,0.1785,0.1669,0.1723,0.1785,0.1785,0.1669,0.1723,31858,17764,14094,54351078.0,9293869.2489,28885881.0,4937608.8711,25465197.0,4356260.3778
2021-10-13,0.1723,0.176,0.1673,0.1754,0.1724,0.176,0.1673,0.1754,20530,11325,9205,29301718.0,5029170.7028,14911808.0,2559795.3293,14389910.0,2469375.3735
2021-10-14,0.1754,0.1808,0.1739,0.1774,0.1754,0.1808,0.1739,0.1774,22781,12470,10311,29652153.0,5253882.3446,14647048.0,2595978.9881,15005105.0,2657903.3565
2021-10-15,0.1774,0.1808,0.1679,0.1723,0.1772,0.1808,0.1679,0.1723,37216,20356,16860,49843008.0,8643768.5971,24444064.0,4244766.748,25398944.0,4399001.8491
2021-10-16,0.1723,0.1756,0.1705,0.1714,0.1724,0.1756,0.1705,0.1714,21108,11584,9524,32485624.0,5619052.6698,15443319.0,2672099.0181,17042305.0,2946953.6517
2021-10-17,0.1714,0.1734,0.1611,0.1668,0.1717,0.1734,0.1611,0.1668,23557,12929,10628,32105579.0,5419376.6575,16339453.0,2760072.6096,15766126.0,2659304.0479
2021-10-18,0.1668,0.1687,0.1634,0.1676,0.1668,0.1687,0.1634,0.1676,16420,7344,9076,23440992.0,3898810.7575,11022970.0,1833839.2443,12418022.0,2064971.5132
2021-10-19,0.1676,0.1693,0.1629,0.167,0.1676,0.1693,0.1629,0.167,14563,7624,6939,20960016.0,3483116.8361,10966219.0,1822941.434,9993797.0,1660175.4021
2021-10-20,0.167,0.1744,0.1648,0.1737,0.1669,0.1744,0.1648,0.1737,29283,13463,15820,35556507.0,6047230.7018,18808196.0,3200194.0861,16748311.0,2847036.6157
2021-10-21,0.1737,0.1812,0.1704,0.1725,0.1736,0.1812,0.1704,0.1725,41025,20887,20138,49258370.0,8676711.6177,25075980.0,4419179.3825,24182390.0,4257532.2352
2021-10-22,0.1725,0.1781,0.1704,0.1736,0.1725,0.1781,0.1704,0.1736,20261,11370,8891,29416888.0,5144524.555,15846829.0,2773337.4425,13570059.0,2371187.1125
2021-10-23,0.1736,0.1752,0.1712,0.1751,0.1739,0.1752,0.1712,0.1751,11448,6267,5181,15596816.0,2710297.8281,8107026.0,1408846.7314,7489790.0,1301451.0967
2021-10-24,0.1751,0.177,0.1677,0.1711,0.1751,0.177,0.1677,0.1711,25605,13733,11872,36543240.0,6293709.0956,18763551.0,3232655.9522,17779689.0,3061053.1434
2021-10-25,0.1711,0.1735,0.1699,0.1731,0.1711,0.1735,0.1699,0.1731,16335,7570,8765,30346467.0,5225157.4623,15979053.0,2752045.4586,14367414.0,2473112.0037
2021-10-26,0.1731,0.1787,0.1714,0.1724,0.1732,0.1787,0.1714,0.1724,39610,22241,17369,55493450.0,9717002.4192,26808161.0,4695484.3339,28685289.0,5021518.0853
2021-10-27,0.1724,0.175,0.144,0.1534,0.1725,0.175,0.144,0.1534,52811,25095,27716,93270241.0,14719790.0478,43187701.0,6787436.2203,50082540.0,7932353.8275
2021-10-28,0.1534,0.1642,0.1512,0.1627,0.1536,0.1642,0.1512,0.1627,27541,14978,12563,42735330.0,6812337.0214,20370747.0,3247017.1251,22364583.0,3565319.8963
2021-10-29,0.1627,0.1732,0.1614,0.1713,0.1625,0.1732,0.1614,0.1713,31662,18268,13394,32081117.0,5390420.1567,16218443.0,2724718.2618,15862674.0,2665701.8949
2021-10-30,0.1713,0.186,0.1666,0.1856,0.1717,0.186,0.1666,0.1856,81222,45286,35936,81903796.0,14522292.2201,41513063.0,7359409.8862,40390733.0,7162882.3339
2021-10-31,0.1856,0.1951,0.1774,0.1923,0.1856,0.1951,0.1774,0.1923,105335,62287,43048,113442799.0,21119260.6943,58129553.0,10828509.6461,55313246.0,10290751.0482
2021-11-01,0.1923,0.2025,0.179,0.1943,0.1924,0.2025,0.179,0.1943,105994,64162,41832,117474137.0,22540372.0506,63103566.0,12115844.0873,54370571.0,10424527.9633
2021-11-02,0.1943,0.2171,0.1915,0.2156,0.1942,0.2171,0.1915,0.2156,126254,72554,53700,109023386.0,22279652.4873,55074452.0,11274796.0443,53948934.0,11004856.443
2021-11-03,0.2156,0.23,0.199,0.2094,0.2158,0.23,0.199,0.2094,139271,79103,60168,140318715.0,29809862.5352,71403368.0,15177203.514,68915347.0,14632659.0212
2021-11-04,0.2094,0.2147,0.1947,0.1995,0.2095,0.2147,0.1947,0.1995,51011,28930,22081,59829078.0,12233466.9559,27039375.0,5521159.2574,32789703.0,6712307.6985
2021-11-05,0.1995,0.2394,0.1957,0.2167,0.1994,0.2394,0.1957,0.2167,293388,159060,134328,270814878.0,60324440.3885,134431509.0,29990116.3746,136383369.0,30334324.0139
2021-11-06,0.2167,0.2266,0.2074,0.2254,0.2167,0.2266,0.2074,0.2254,139715,72841,66874,156370815.0,34031776.561,80543227.0,17539224.913,75827588.0,16492551.648
2021-11-07,0.2254,0.2257,0.2119,0.2144,0.2253,0.2257,0.2119,0.2144,47853,30214,17639,53797353.0,11578820.4452,26039539.0,5605429.3417,27757814.0,5973391.1035
2021-11-08,0.2144,0.2148,0.1973,0.2046,0.2144,0.2148,0.1973,0.2046,127395,73130,54265,158633577.0,32222056.3301,72572350.0,14740114.658,86061227.0,17481941.6721
2021-11-09,0.2046,0.2097,0.1951,0.2053,0.2046,0.2097,0.1951,0.2053,93260,46677,46583,85429301.0,17530279.1245,40936480.0,8406567.009,44492821.0,9123712.1155
2021-11-10,0.2053,0.2082,0.174,0.1912,0.2053,0.2082,0.174,0.1912,84375,43603,40772,80965822.0,15973521.6242,37993940.0,7520856.9559,42971882.0,8452664.6683
2021-11-11,0.1912,0.1973,0.1881,0.1928,0.1911,0.1973,0.1881,0.1928,40738,19729,21009,38717623.0,7488987.7768,17976361.0,3476330.3803,20741262.0,4012657.3965
2021-11-12,0.1928,0.1964,0.1826,0.1894,0.1927,0.1964,0.1826,0.1894,42888,22698,20190,40677591.0,7727464.1793,18372624.0,3487209.4682,22304967.0,4240254.7111
2021-11-13,0.1894,0.1962,0.1865,0.1914,0.1893,0.1962,0.1865,0.1914,30833,14988,15845,41932155.0,8040116.5251,20183512.0,3866863.6056,21748643.0,4173252.9195
2021-11-14,0.1914,0.1941,0.1875,0.1926,0.1914,0.1941,0.1875,0.1926,26266,13405,12861,28979712.0,5543146.8807,14355761.0,2747379.6195,14623951.0,2795767.2612
2021-11-15,0.1926,0.1983,0.1902,0.1942,0.1927,0.1983,0.1902,0.1942,41784,20517,21267,38153735.0,7431894.2877,18458079.0,3595795.6834,19695656.0,3836098.6043
2021-11-16,0.1942,0.1942,0.1677,0.1791,0.1941,0.1942,0.1677,0.1791,57694,29323,28371,65573700.0,11894548.617,33479413.0,6081608.1912,32094287.0,5812940.4258
2021-11-17,0.1791,0.1925,0.1773,0.1918,0.1791,0.1925,0.1773,0.1918,68124,34068,34056,82961277.0,15552103.3393,44407614.0,8324783.4664,38553663.0,7227319.8729
2021-11-18,0.1918,0.1988,0.1675,0.1698,0.1918,0.1988,0.1675,0.1698,69558,39854,29704,75543499.0,13822332.5869,37005144.0,6765315.1188,38538355.0,7057017.4681
2021-11-19,0.1698,0.1773,0.1664,0.1757,0.1696,0.1773,0.1664,0.1757,30072,15765,14307,40938242.0,7077447.8273,21763540.0,3769468.6026,19174702.0,3307979.2247
2021-11-20,0.1757,0.1811,0.1717,0.1807,0.1757,0.1811,0.1717,0.1807,25531,12780,12751,31269355.0,5525039.8993,17318412.0,3060992.3856,13950943.0,2464047.5137
2021-11-21,0.1807,0.1849,0.1783,0.1798,0.1809,0.1849,0.1783,0.1798,30445,15329,15116,34520124.0,6265327.0402,17233560.0,3128879.1705,17286564.0,3136447.8697
2021-11-22,0.1798,0.1808,0.17,0.1711,0.1802,0.1808,0.17,0.1711,30494,16550,13944,36121017.0,6313393.9097,18831478.0,3291300.837,17289539.0,3022093.0727
2021-11-23,0.1711,0.176,0.1685,0.1742,0.1711,0.176,0.1685,0.1742,24905,12749,12156,30259215.0,5243741.2697,15185011.0,2632937.635,15074204.0,2610803.6347
2021-11-24,0.1742,0.1745,0.1657,0.1705,0.174,0.1745,0.1657,0.1705,21981,10772,11209,32895623.0,5579741.1945,17147915.0,2909144.2847,15747708.0,2670596.9098
2021-11-25,0.1705,0.1771,0.1688,0.1753,0.1704,0.1771,0.1688,0.1753,27012,13412,13600,44015049.0,7623190.7811,21855476.0,3786252.161,22159573.0,3836938.6201
2021-11-26,0.1753,0.1798,0.1564,0.1617,0.1754,0.1798,0.1564,0.1617,44312,23207,21105,55345087.0,9170733.0801,27583551.0,4566399.7193,27761536.0,4604333.3608
2021-11-27,0.1617,0.1663,0.1609,0.164,0.1618,0.1663,0.1609,0.164,21404,11983,9421,26835051.0,4407913.1935,12063658.0,1981282.3584,14771393.0,2426630.8351
2021-11-28,0.164,0.1663,0.1535,0.1663,0.164,0.1663,0.1535,0.1663,24570,13210,11360,29321609.0,4699295.6494,14848981.0,2379449.1488,14472628.0,2319846.5006
2021-11-29,0.1663,0.1797,0.1647,0.1717,0.1663,0.1797,0.1647,0.1717,48479,24407,24072,67021887.0,11487115.5864,34559035.0,5923592.1704,32462852.0,5563523.416
2021-11-30,0.1717,0.177,0.1672,0.1719,0.172,0.177,0.1672,0.1719,31774,16776,14998,36075369.0,6208119.6364,18352094.0,3158659.7642,17723275.0,3049459.8722
2021-12-01,0.1719,0.1749,0.168,0.1694,0.1719,0.1749,0.168,0.1694,23353,13367,9986,27585024.0,4744508.768,14416646.0,2480469.2889,13168378.0,2264039.4791
2021-12-02,0.1694,0.1715,0.1628,0.1675,0.1694,0.1715,0.1628,0.1675,19974,10242,9732,22172401.0,3701900.1072,10623419.0,1775753.2641,11548982.0,1926146.8431
2021-12-03,0.1675,0.1711,0.1515,0.1594,0.1676,0.1711,0.1515,0.1594,30557,15631,14926,36263484.0,5953069.1525,16968198.0,2793635.8778,19295286.0,3159433.2747
2021-12-04,0.1594,0.1595,0.1042,0.1345,0.1593,0.1595,0.1042,0.1345,54721,26892,27829,79906334.38,10429783.235565,37403866.12,4865340.929856,42502468.26,5564442.305709
2021-12-05,0.1345,0.1385,0.1225,0.1284,0.1344,0.1385,0.1225,0.1284,27378,13624,13754,39907044.0,5252088.4362,18573210.0,2442322.4912,21333834.0,2809765.945
2021-12-06,0.1284,0.1374,0.1173,0.1356,0.1286,0.1374,0.1173,0.1356,33613,17348,16265,45459063.0,5801078.9077,23346056.0,2980541.9776,22113007.0,2820536.9301
2021-12-07,0.1356,0.1403,0.1341,0.1385,0.1353,0.1403,0.1341,0.1385,22468,11914,10554,23427812.0,3219123.8323,11967642.0,1645500.4152,11460170.0,1573623.4171
2021-12-08,0.1385,0.1488,0.1368,0.1435,0.1385,0.1488,0.1368,0.1435,43931,24849,19082,51148313.0,7336667.9212,26690955.0,3828703.8082,24457358.0,3507964.113
2021-12-09,0.1435,0.1448,0.1314,0.1315,0.1436,0.1448,0.1314,0.1315,21894,11682,10212,27937370.0,3813305.8524,14050508.0,1916527.0174,13886862.0,1896778.835
2021-12-10,0.1315,0.1401,0.1286,0.129,0.1314,0.1401,0.1286,0.129,25216,14104,11112,32829621.0,4431862.7618,16486929.0,2225532.2348,16342692.0,2206330.527
2021-12-11,0.129,0.1358,0.1264,0.1355,0.1291,0.1358,0.1264,0.1355,14658,8191,6467,17588989.0,2334776.756,9427877.0,1252088.6835,8161112.0,1082688.0725
2021-12-12,0.1355,0.1369,0.1311,0.1347,0.1357,0.1369,0.1311,0.1347,11957,6221,5736,20821143.0,2799129.2852,10855912.0,1459097.2298,9965231.0,1340032.0554
2021-12-13,0.1347,0.1356,0.1187,0.1223,0.1348,0.1356,0.1187,0.1223,19267,9757,9510,30258001.0,3804518.6356,14579535.0,1831989.6586,15678466.0,1972528.977
2021-12-14,0.1223,0.1293,0.1194,0.1281,0.1222,0.1293,0.1194,0.1281,28195,14204,13991,47659724.0,5940406.359,24457127.0,3050613.7016,23202597.0,2889792.6574
2021-12-15,0.1281,0.1326,0.1215,0.1298,0.1281,0.1326,0.1215,0.1298,24168,13000,11168,26429448.0,3372661.4274,12906360.0,1646844.0798,13523088.0,1725817.3476
2021-12-16,0.1298,0.1319,0.1261,0.1263,0.1298,0.1319,0.1261,0.1263,17613,8292,9321,17462477.0,2261468.2847,8290918.0,1073733.7246,9171559.0,1187734.5601
2021-12-17,0.1263,0.1295,0.1219,0.1276,0.1265,0.1295,0.1219,0.1276,17609,8741,8868,18422650.0,2330931.0587,8358305.0,1059052.7515,10064345.0,1271878.3072
2021-12-18,0.1276,0.132,0.1248,0.1302,0.1275,0.132,0.1248,0.1302,13538,7695,5843,13754768.0,1782836.8237,7447079.0,965322.8306,6307689.0,817513.9931
2021-12-19,0.1302,0.1327,0.1283,0.1289,0.1302,0.1327,0.1283,0.1289,10892,6335,4557,12692428.0,1655468.4723,6359003.0,829713.9461,6333425.0,825754.5262
2021-12-20,0.1289,0.1297,0.1214,0.1246,0.1288,0.1297,0.1214,0.1246,14162,7299,6863,14735248.0,1843684.6807,6995695.0,875576.0747,7739553.0,968108.606
2021-12-21,0.1246,0.129,0.1235,0.1281,0.1248,0.129,0.1235,0.1281,9359,4497,4862,13177488.0,1674251.3801,6320171.0,803850.8446,6857317.0,870400.5355
2021-12-22,0.1281,0.133,0.1272,0.1302,0.1279,0.133,0.1272,0.1302,18893,9730,9163,25121256.0,3267945.4112,12984995.0,1690287.396,12136261.0,1577658.0152
2021-12-23,0.1302,0.1398,0.1285,0.1391,0.1302,0.1398,0.1285,0.1391,30134,15715,14419,25970976.0,3480440.2068,13440416.0,1802674.6307,12530560.0,1677765.5761
2021-12-24,0.1391,0.1439,0.1341,0.1359,0.1392,0.1439,0.1341,0.1359,26816,14529,12287,24094107.0,3350560.2191,12171943.0,1692007.6738,11922164.0,1658552.5453
2021-12-25,0.1359,0.1377,0.1345,0.1366,0.136,0.1377,0.1345,0.1366,11967,5509,6458,12209669.0,1665420.4439,5689688.0,776605.9416,6519981.0,888814.5023
2021-12-26,0.1366,0.1425,0.1353,0.1408,0.1365,0.1425,0.1353,0.1408,26016,13777,12239,23716515.0,3294570.5645,12458128.0,1729333.939,11258387.0,1565236.6255
2021-12-27,0.1408,0.1432,0.1381,0.1386,0.1409,0.1432,0.1381,0.1386,19388,11128,8260,21757172.0,3067272.332,11072651.0,1561616.8807,10684521.0,1505655.4513
2021-12-28,0.1386,0.1387,0.1266,0.1273,0.1385,0.1387,0.1266,0.1273,27108,14450,12658,30943818.0,4088753.2875,14983296.0,1984319.1625,15960522.0,2104434.125
2021-12-29,0.1273,0.1296,0.1232,0.1243,0.1273,0.1296,0.1232,0.1243,14209,7446,6763,17298077.0,2194946.1754,8048631.0,1022292.5501,9249446.0,1172653.6253
2021-12-30,0.1243,0.1278,0.1218,0.1261,0.1243,0.1278,0.1218,0.1261,12691,6590,6101,16644676.0,2075060.5445,7790159.0,973312.0042,8854517.0,1101748.5403
2021-12-31,0.1261,0.1313,0.1197,0.1229,0.1259,0.1313,0.1197,0.1229,19331,10169,9162,26201502.0,3282656.6155,12062392.0,1514298.1667,14139110.0,1768358.4488
2022-01-01,0.1229,0.1264,0.1225,0.1264,0.123,0.1264,0.1225,0.1264,7300,3860,3440,14087950.0,1748204.1476,8684998.0,1077461.6674,5402952.0,670742.4802
2022-01-02,0.1264,0.1329,0.125,0.1303,0.1265,0.1329,0.125,0.1303,14941,7893,7048,14318484.0,1855198.3555,7531628.0,975740.5582,6786856.0,879457.7973
2022-01-03,0.1303,0.1313,0.1244,0.1268,0.1303,0.1313,0.1244,0.1268,14434,7877,6557,16027733.0,2056907.6451,8657787.0,1113142.4304,7369946.0,943765.2147
2022-01-04,0.1268,0.129,0.124,0.1247,0.1268,0.129,0.124,0.1247,13356,7020,6336,15600008.0,1968992.6561,7612672.0,961199.1887,7987336.0,1007793.4674
2022-01-05,0.1247,0.1425,0.1192,0.1297,0.1246,0.1425,0.1192,0.1297,111102,58202,52900,116469774.0,15659262.4791,60896797.0,8184208.4715,55572977.0,7475054.0076
2022-01-06,0.1297,0.1302,0.1197,0.1235,0.1294,0.1302,0.1197,0.1235,26038,13422,12616,29467953.0,3632536.2774,14190673.0,1748897.1734,15277280.0,1883639.104
2022-01-07,0.1235,0.124,0.1125,0.1163,0.1234,0.124,0.1125,0.1163,24800,12456,12344,25821270.0,3011254.6845,11724366.0,1367419.5949,14096904.0,1643835.0896
2022-01-08,0.1163,0.1215,0.1102,0.1143,0.1165,0.1215,0.1102,0.1143,21311,11258,10053,21784881.0,2532115.7856,10069182.0,1173042.6038,11715699.0,1359073.1818
2022-01-09,0.1143,0.1181,0.1127,0.1151,0.1142,0.1181,0.1127,0.1151,10573,5480,5093,13108650.0,1512706.5167,6482605.0,748994.133,6626045.0,763712.3837
2022-01-10,0.1151,0.1179,0.1044,0.1116,0.1152,0.1179,0.1044,0.1116,22689,11541,11148,30657013.0,3379947.4255,13985347.0,1541493.6149,16671666.0,1838453.8106
2022-01-11,0.1116,0.1154,0.1096,0.1146,0.1117,0.1154,0.1096,0.1146,13833,7128,6705,16428229.0,1846641.37,8395857.0,944193.6987,8032372.0,902447.6713
2022-01-12,0.1146,0.1201,0.1141,0.119,0.1146,0.1201,0.1141,0.119,12214,6482,5732,12764087.0,1498372.1514,6870496.0,807372.2211,5893591.0,690999.9303
2022-01-13,0.119,0.1213,0.1139,0.1144,0.1189,0.1213,0.1139,0.1144,13391,7077,6314,14276932.0,1683548.8577,7011295.0,826754.8345,7265637.0,856794.0232
2022-01-14,0.1144,0.1207,0.1138,0.1188,0.1144,0.1207,0.1138,0.1188,12101,6072,6029,10347724.0,1217840.6401,4784860.0,563633.0743,5562864.0,654207.5658
2022-01-15,0.1188,0.1206,0.1177,0.1182,0.1189,0.1206,0.1177,0.1182,8465,4733,3732,8288047.0,989234.5106,4000708.0,477787.4709,4287339.0,511447.0397
2022-01-16,0.1182,0.1215,0.1164,0.1194,0.1183,0.1215,0.1164,0.1194,9524,5036,4488,9449268.0,1124189.1187,4805573.0,572456.5735,4643695.0,551732.5452
2022-01-17,0.1194,0.1198,0.113,0.1147,0.1194,0.1198,0.113,0.1147,9546,5296,4250,8988577.0,1043358.8214,4175231.0,484966.3337,4813346.0,558392.4877
2022-01-18,0.1147,0.116,0.1108,0.1138,0.1147,0.116,0.1108,0.1138,8964,4453,4511,8898720.0,1007670.582,4378739.0,496191.7012,4519981.0,511478.8808
2022-01-19,0.1138,0.1145,0.1086,0.1122,0.1138,0.1145,0.1086,0.1122,10097,5422,4675,10382042.0,1164602.1248,5246422.0,589572.5229,5135620.0,575029.6019
2022-01-20,0.1122,0.1175,0.1092,0.1097,0.1122,0.1175,0.1092,0.1097,12024,6020,6004,15040250.0,1702838.3297,6813417.0,772582.5667,8226833.0,930255.763
2022-01-21,0.1097,0.111,0.094,0.0967,0.1095,0.111,0.094,0.0967,27215,12954,14261,44923308.27,4611582.303532,20164777.0,2068696.2681,24758531.27,2542886.035432
2022-01-22,0.0967,0.1005,0.0878,0.0947,0.0966,0.1005,0.0878,0.0947,37494,18478,19016,73254882.41,6861772.592597,32745515.0,3082235.9949,40509367.41,3779536.597697
2022-01-23,0.0947,0.0995,0.0929,0.0976,0.0946,0.0995,0.0929,0.0976,16001,8218,7783,22344360.0,2143213.3353,11544640.0,1108374.6048,10799720.0,1034838.7305
2022-01-24,0.0976,0.0993,0.0868,0.098,0.0977,0.0993,0.0868,0.098,25664,13093,12571,37654407.0,3477071.4406,18367319.0,1701309.0308,19287088.0,1775762.4098
2022-01-25,0.098,0.0991,0.0936,0.0962,0.098,0.0991,0.0936,0.0962,12206,6333,5873,19965668.0,1924997.2539,9818308.0,947213.5571,10147360.0,977783.6968
2022-01-26,0.0962,0.1035,0.0951,0.0973,0.0963,0.1035,0.0951,0.0973,18450,9773,8677,36005764.0,3578581.4716,17070127.0,1696058.0106,18935637.0,1882523.461
2022-01-27,0.0973,0.1006,0.0924,0.0984,0.0973,0.1006,0.0924,0.0984,14952,8164,6788,26924676.0,2602228.6243,13843226.0,1338145.4036,13081450.0,1264083.2207
2022-01-28,0.0984,0.1001,0.0946,0.0999,0.0983,0.1001,0.0946,0.0999,11174,5885,5289,22932812.0,2227133.1208,12331868.0,1197562.9154,10600944.0,1029570.2054
2022-01-29,0.0999,0.1054,0.0996,0.1048,0.0998,0.1054,0.0996,0.1048,13492,7697,5795,20432337.0,2105918.2854,10142605.0,1046328.2712,10289732.0,1059590.0142
2022-01-30,0.1048,0.1053,0.1004,0.1026,0.1048,0.1053,0.1004,0.1026,8526,4806,3720,15024041.0,1552032.3463,5840418.0,603568.7002,9183623.0,948463.6461
2022-01-31,0.1026,0.1033,0.0973,0.1023,0.1027,0.1033,0.0973,0.1023,7733,3994,3739,13390456.0,1337474.9449,6488012.0,648552.7298,6902444.0,688922.2151
2022-02-01,0.1023,0.1091,0.1018,0.1041,0.1022,0.1091,0.1018,0.1041,14315,7782,6533,24074609.0,2529523.5502,12926166.0,1359610.0397,11148443.0,1169913.5105
2022-02-02,0.1041,0.1062,0.1014,0.102,0.1041,0.1062,0.1014,0.102,12808,6692,6116,16870659.0,1748603.562,8007948.0,830396.5281,8862711.0,918207.0339
2022-02-03,0.102,0.1026,0.099,0.1025,0.102,0.1026,0.099,0.1025,9123,4496,4627,13317210.0,1345816.2454,6611401.0,668505.008,6705809.0,677311.2374
2022-02-04,0.1025,0.1104,0.1018,0.1099,0.1025,0.1104,0.1018,0.1099,16831,8724,8107,17574018.0,1859130.2809,8890026.0,941118.4214,8683992.0,918011.8595
2022-02-05,0.1099,0.114,0.109,0.1132,0.11,0.114,0.109,0.1132,18318,9723,8595,20549772.0,2298022.6441,9658697.0,1080497.9778,10891075.0,1217524.6663
2022-02-06,0.1132,0.1159,0.1087,0.1123,0.1131,0.1159,0.1087,0.1123,16109,8391,7718,17161897.0,1923305.0097,7778914.0,871412.5908,9382983.0,1051892.4189
2022-02-07,0.1123,0.1192,0.1097,0.1175,0.1122,0.1192,0.1097,0.1175,24873,13015,11858,27674168.0,3206638.2221,13416037.0,1553635.9969,14258131.0,1653002.2252
2022-02-08,0.1175,0.1243,0.1109,0.1165,0.1177,0.1243,0.1109,0.1165,46413,24147,22266,60251660.0,7035564.1195,30144465.0,3524599.9148,30107195.0,3510964.2047
2022-02-09,0.1165,0.1228,0.115,0.1209,0.1172,0.1228,0.115,0.1209,18508,9301,9207,20175889.0,2401744.8116,10235434.0,1219131.1892,9940455.0,1182613.6224
2022-02-10,0.1209,0.1211,0.1126,0.1139,0.1208,0.1211,0.1126,0.1139,23615,12532,11083,35475269.0,4168173.5489,17801068.0,2094619.1233,17674201.0,2073554.4256
2022-02-11,0.1139,0.1172,0.1072,0.1084,0.1138,0.1172,0.1072,0.1084,15854,8069,7785,20097072.0,2271356.714,9989677.0,1129456.8002,10107395.0,1141899.9138
2022-02-12,0.1084,0.1111,0.1047,0.1084,0.1082,0.1111,0.1047,0.1084,12603,5695,6908,24346798.0,2627276.4655,9934904.0,1072765.6341,14411894.0,1554510.8314
2022-02-13,0.1084,0.1135,0.1054,0.11,0.1087,0.1135,0.1054,0.11,16686,8241,8445,26857958.0,2948055.1446,13332394.0,1463145.9256,13525564.0,1484909.219
2022-02-14,0.11,0.1113,0.1066,0.1089,0.11,0.1113,0.1066,0.1089,12687,6810,5877,18654363.0,2031112.7651,10102317.0,1099656.8653,8552046.0,931455.8998
2022-02-15,0.1089,0.116,0.1087,0.1141,0.1089,0.116,0.1087,0.1141,19557,10665,8892,34226799.0,3852143.5776,19068195.0,2143878.3322,15158604.0,1708265.2454
2022-02-16,0.1141,0.1172,0.1117,0.1146,0.1142,0.1172,0.1117,0.1146,16278,8744,7534,18814606.0,2161256.5991,9246311.0,1062253.7125,9568295.0,1099002.8866
2022-02-17,0.1146,0.1168,0.1032,0.1048,0.1147,0.1168,0.1032,0.1048,16973,8253,8720,21638386.0,2381482.9993,9782677.0,1077022.542,11855709.0,1304460.4573
