TIMESTAMP,CHIPPY_OPEN_PRICE_USD,CHIPPY_HIGH_PRICE_USD,CHIPPY_LOW_PRICE_USD,CHIPPY_CLOSE_PRICE_USD,CHIPPY_VOLUME_USD,CHIPPY_DIVIDENDS_USD,CHIPPY_STOCK_SPLITS_USD
2024-06-15 00:00:00+00:00,0.006802000105381012,0.007203000131994486,0.006783999968320131,0.007158999796956778,84704,0.0,0.0
2024-06-16 00:00:00+00:00,0.007158999796956778,0.007222000043839216,0.006949000060558319,0.0071379998698830605,117126,0.0,0.0
2024-06-17 00:00:00+00:00,0.0071379998698830605,0.007162999827414751,0.006508000195026398,0.006560999900102615,138444,0.0,0.0
2024-06-18 00:00:00+00:00,0.006560999900102615,0.006560999900102615,0.004341000225394964,0.00482300017029047,295146,0.0,0.0
2024-06-19 00:00:00+00:00,0.00482300017029047,0.004885000176727772,0.00457700015977025,0.0047079999931156635,222632,0.0,0.0
2024-06-20 00:00:00+00:00,0.0047079999931156635,0.004730000160634518,0.004645000211894512,0.004656999837607145,219216,0.0,0.0
2024-06-21 00:00:00+00:00,0.004656999837607145,0.00558600015938282,0.003924999851733446,0.005305999889969826,706160,0.0,0.0
2024-06-22 00:00:00+00:00,0.005305999889969826,0.0060640000738203526,0.004188999999314547,0.004335000179708004,817759,0.0,0.0
2024-06-23 00:00:00+00:00,0.004335000179708004,0.005020999815315008,0.0032889998983591795,0.0032889998983591795,837340,0.0,0.0
2024-06-24 00:00:00+00:00,0.0032889998983591795,0.005679000169038773,0.0030990000814199448,0.00431999983265996,1121267,0.0,0.0
2024-06-25 00:00:00+00:00,0.00431900005787611,0.005359000060707331,0.0034650000743567944,0.003470000112429261,98086,0.0,0.0
2024-06-26 00:00:00+00:00,0.003470000112429261,0.003622000105679035,0.00343999988399446,0.003441999899223447,33143,0.0,0.0
2024-06-27 00:00:00+00:00,0.003441999899223447,0.004002999980002642,0.002681999932974577,0.003215000033378601,159163,0.0,0.0
2024-06-28 00:00:00+00:00,0.003215000033378601,0.0034940000623464584,0.001863999990746379,0.0021869998890906572,52870,0.0,0.0
2024-06-29 00:00:00+00:00,0.0021869998890906572,0.0030360000673681498,0.001816999982111156,0.0018700000364333391,36693,0.0,0.0
2024-06-30 00:00:00+00:00,0.0018700000364333391,0.0029800001066178083,0.0018700000364333391,0.0028280001133680344,35835,0.0,0.0
2024-07-01 00:00:00+00:00,0.0028280001133680344,0.004157999996095896,0.002713999943807721,0.0038240000139921904,65248,0.0,0.0
2024-07-02 00:00:00+00:00,0.0038240000139921904,0.003877999959513545,0.0033179998863488436,0.003321999916806817,40348,0.0,0.0
2024-07-03 00:00:00+00:00,0.003321999916806817,0.003324999939650297,0.0028959999326616526,0.0029070000164210796,37290,0.0,0.0
2024-07-04 00:00:00+00:00,0.0029070000164210796,0.002948000095784664,0.0026279999874532223,0.0027089999057352543,46097,0.0,0.0
2024-07-05 00:00:00+00:00,0.0026710000820457935,0.0026920000091195107,0.0024270000867545605,0.002580000087618828,17982,0.0,0.0
2024-07-06 00:00:00+00:00,0.002580000087618828,0.0029670000076293945,0.0025309999473392963,0.002609000075608492,25340,0.0,0.0
2024-07-07 00:00:00+00:00,0.002609000075608492,0.0026340000331401825,0.0023270000237971544,0.002328000031411648,20740,0.0,0.0
2024-07-08 00:00:00+00:00,0.002328000031411648,0.0025530001148581505,0.0022559999488294125,0.0025339999701827765,22137,0.0,0.0
2024-07-09 00:00:00+00:00,0.0025339999701827765,0.002558999927714467,0.0022529999259859324,0.0022529999259859324,16549,0.0,0.0
2024-07-10 00:00:00+00:00,0.0022529999259859324,0.0029750000685453415,0.002176000038161874,0.002319999970495701,56105,0.0,0.0
2024-07-11 00:00:00+00:00,0.002319999970495701,0.002320999978110194,0.0019160000374540687,0.0020000000949949026,67346,0.0,0.0
2024-07-12 00:00:00+00:00,0.0020000000949949026,0.0030580000020563602,0.0019779999274760485,0.0023870000150054693,369453,0.0,0.0
2024-07-13 00:00:00+00:00,0.0023870000150054693,0.002394000068306923,0.0022009999956935644,0.0022299999836832285,23555,0.0,0.0
2024-07-14 00:00:00+00:00,0.0022299999836832285,0.002524999901652336,0.002124000107869506,0.0025210001040250063,56666,0.0,0.0
2024-07-15 00:00:00+00:00,0.0025210001040250063,0.003519000019878149,0.002515000058338046,0.0035180000122636557,97627,0.0,0.0
2024-07-16 00:00:00+00:00,0.0035180000122636557,0.005543999839574099,0.003361999988555908,0.005400999914854765,169908,0.0,0.0
2024-07-17 00:00:00+00:00,0.005421999841928482,0.00623599998652935,0.004532000049948692,0.005067999940365553,150799,0.0,0.0
2024-07-18 00:00:00+00:00,0.005067999940365553,0.005905000027269125,0.005065999925136566,0.005390999838709831,57845,0.0,0.0
2024-07-19 00:00:00+00:00,0.005390999838709831,0.007079999893903732,0.005365999881178141,0.006428000051528215,102205,0.0,0.0
2024-07-20 00:00:00+00:00,0.006428000051528215,0.006663000211119652,0.006314000114798546,0.006599000189453363,19664,0.0,0.0
2024-07-21 00:00:00+00:00,0.006599000189453363,0.0072570000775158405,0.006395000033080578,0.007114000152796507,66618,0.0,0.0
2024-07-22 00:00:00+00:00,0.007042999844998121,0.007859000004827976,0.006862000096589327,0.007482999935746193,67341,0.0,0.0
2024-07-23 00:00:00+00:00,0.007482999935746193,0.007528999820351601,0.0055160000920295715,0.0057020001113414764,87747,0.0,0.0
2024-07-24 00:00:00+00:00,0.0057020001113414764,0.006244999822229147,0.005690999794751406,0.005900000222027302,24760,0.0,0.0
2024-07-25 00:00:00+00:00,0.005900000222027302,0.006227000150829554,0.00522099994122982,0.005406999960541725,39390,0.0,0.0
2024-07-26 00:00:00+00:00,0.005406999960541725,0.00648800004273653,0.005392999853938818,0.005853000096976757,58027,0.0,0.0
2024-07-27 00:00:00+00:00,0.005853000096976757,0.005853000096976757,0.004404999781399965,0.0044109998270869255,83244,0.0,0.0
2024-07-28 00:00:00+00:00,0.0044109998270869255,0.0045369998551905155,0.0037299999967217445,0.003737000050023198,45400,0.0,0.0
2024-07-29 00:00:00+00:00,0.003737000050023198,0.00535399978980422,0.0037350000347942114,0.004395999945700169,124734,0.0,0.0
2024-07-30 00:00:00+00:00,0.004395999945700169,0.0049589998088777065,0.004143999889492989,0.004366000182926655,79768,0.0,0.0
2024-07-31 00:00:00+00:00,0.004366000182926655,0.0044570001773536205,0.003459000028669834,0.0036170000676065683,33070,0.0,0.0
2024-08-01 00:00:00+00:00,0.0036170000676065683,0.004337000194936991,0.0034620000515133142,0.0035719999577850103,82759,0.0,0.0
2024-08-02 00:00:00+00:00,0.003640000009909272,0.003973999992012978,0.002968000015243888,0.0029700000304728746,73820,0.0,0.0
2024-08-03 00:00:00+00:00,0.0029700000304728746,0.003389999968931079,0.00292899995110929,0.0030509999487549067,37950,0.0,0.0
2024-08-04 00:00:00+00:00,0.0030509999487549067,0.003169999923557043,0.0027280000504106283,0.003111999947577715,51242,0.0,0.0
2024-08-05 00:00:00+00:00,0.0030690000858157873,0.003073000116273761,0.0015820000553503633,0.002859999891370535,153699,0.0,0.0
2024-08-06 00:00:00+00:00,0.002859999891370535,0.003544999985024333,0.0028389999642968178,0.003490000031888485,58049,0.0,0.0
2024-08-07 00:00:00+00:00,0.003449999960139394,0.003527000080794096,0.0021100000012665987,0.0022770001087337732,122672,0.0,0.0
