TIMESTAMP,SPELLFIRE_OPEN_PRICE_USD,SPELLFIRE_HIGH_PRICE_USD,SPELLFIRE_LOW_PRICE_USD,SPELLFIRE_CLOSE_PRICE_USD,SPELLFIRE_VOLUME_USD,SPELLFIRE_DIVIDENDS_USD,SPELLFIRE_STOCK_SPLITS_USD
2022-01-27 00:00:00+00:00,0.13038800656795502,0.1352110058069229,0.11970099806785583,0.12229199707508087,17098542,0.0,0.0
2022-01-28 00:00:00+00:00,0.12229300290346146,0.12746299803256989,0.09089700132608414,0.0913110002875328,6871739,0.0,0.0
2022-01-29 00:00:00+00:00,0.09135899692773819,0.09313499927520752,0.07415899634361267,0.07444100081920624,2013237,0.0,0.0
2022-01-30 00:00:00+00:00,0.07446300238370895,0.07446300238370895,0.052900999784469604,0.05449400097131729,872905,0.0,0.0
2022-01-31 00:00:00+00:00,0.05447499826550484,0.06255300343036652,0.050457000732421875,0.05391699820756912,731178,0.0,0.0
2022-02-01 00:00:00+00:00,0.05393100157380104,0.054228998720645905,0.05064399912953377,0.05112199857831001,375385,0.0,0.0
2022-02-02 00:00:00+00:00,0.051003001630306244,0.052347999066114426,0.04222099855542183,0.04299100115895271,358092,0.0,0.0
2022-02-03 00:00:00+00:00,0.04296800121665001,0.04375100135803223,0.037560999393463135,0.03826899826526642,178966,0.0,0.0
2022-02-04 00:00:00+00:00,0.03829199820756912,0.04907900094985962,0.03718400001525879,0.04415600001811981,515413,0.0,0.0
2022-02-05 00:00:00+00:00,0.04415600001811981,0.049685001373291016,0.04075099900364876,0.04274199903011322,521527,0.0,0.0
2022-02-06 00:00:00+00:00,0.042732998728752136,0.045729998499155045,0.042118001729249954,0.044569000601768494,263837,0.0,0.0
2022-02-07 00:00:00+00:00,0.04450700059533119,0.04528399929404259,0.04252000153064728,0.04328199848532677,195755,0.0,0.0
2022-02-08 00:00:00+00:00,0.04328100010752678,0.044541001319885254,0.040275998413562775,0.04132699966430664,772817,0.0,0.0
2022-02-09 00:00:00+00:00,0.04133399948477745,0.042451001703739166,0.03960400074720383,0.04046100005507469,999838,0.0,0.0
2022-02-10 00:00:00+00:00,0.04047999903559685,0.04196900129318237,0.03927300125360489,0.03937400132417679,782350,0.0,0.0
2022-02-11 00:00:00+00:00,0.039361998438835144,0.04728500172495842,0.03716599941253662,0.03997800126671791,973183,0.0,0.0
2022-02-12 00:00:00+00:00,0.0399789996445179,0.041512999683618546,0.0367170013487339,0.039030998945236206,820578,0.0,0.0
2022-02-13 00:00:00+00:00,0.039027001708745956,0.04259100183844566,0.037098001688718796,0.03826899826526642,822901,0.0,0.0
2022-02-14 00:00:00+00:00,0.038307998329401016,0.056439001113176346,0.03727699816226959,0.04947099834680557,1281578,0.0,0.0
2022-02-15 00:00:00+00:00,0.04947200044989586,0.06269700080156326,0.04945399984717369,0.05720899999141693,1573650,0.0,0.0
2022-02-16 00:00:00+00:00,0.057133998721838,0.06096699833869934,0.04499699920415878,0.046142999082803726,1400731,0.0,0.0
2022-02-17 00:00:00+00:00,0.046202000230550766,0.046202000230550766,0.03848100081086159,0.03987399861216545,1029987,0.0,0.0
2022-02-18 00:00:00+00:00,0.03988200053572655,0.04331199824810028,0.037716999650001526,0.03852099925279617,861116,0.0,0.0
2022-02-19 00:00:00+00:00,0.0385419987142086,0.04054399952292442,0.03706999868154526,0.037943001836538315,714073,0.0,0.0
2022-02-20 00:00:00+00:00,0.037946999073028564,0.038819000124931335,0.03515100106596947,0.03868599981069565,718218,0.0,0.0
2022-02-21 00:00:00+00:00,0.038686998188495636,0.038686998188495636,0.03553500026464462,0.03561199828982353,905920,0.0,0.0
2022-02-22 00:00:00+00:00,0.035617999732494354,0.035617999732494354,0.032120998948812485,0.033298999071121216,679420,0.0,0.0
2022-02-23 00:00:00+00:00,0.033289000391960144,0.03700999915599823,0.033229999244213104,0.035861000418663025,743574,0.0,0.0
2022-02-24 00:00:00+00:00,0.03592199832201004,0.03592899814248085,0.029557999223470688,0.029705999419093132,570721,0.0,0.0
