TIMESTAMP,DORKL_OPEN_PRICE_USD,DORKL_HIGH_PRICE_USD,DORKL_LOW_PRICE_USD,DORKL_CLOSE_PRICE_USD,DORKL_VOLUME_USD,DORKL_DIVIDENDS_USD,DORKL_STOCK_SPLITS_USD
2023-09-07 00:00:00+00:00,0.01826700009405613,0.02085999958217144,0.012179000303149223,0.016465000808238983,19098199,0.0,0.0
2023-09-08 00:00:00+00:00,0.01683799922466278,0.01683799922466278,0.0032999999821186066,0.005669000092893839,18847062,0.0,0.0
2023-09-09 00:00:00+00:00,0.005698999855667353,0.005915000103414059,0.002572000026702881,0.0032740000169724226,7416135,0.0,0.0
2023-09-10 00:00:00+00:00,0.003407000098377466,0.00457700015977025,0.002652999944984913,0.004093999974429607,4036352,0.0,0.0
2023-09-11 00:00:00+00:00,0.004104999825358391,0.008338999934494495,0.003998999949544668,0.005785999819636345,9071095,0.0,0.0
2023-09-12 00:00:00+00:00,0.005785999819636345,0.00810800027102232,0.005415000021457672,0.006035999860614538,5677029,0.0,0.0
2023-09-13 00:00:00+00:00,0.006035999860614538,0.006268000230193138,0.0042039998807013035,0.004521999973803759,4138889,0.0,0.0
2023-09-14 00:00:00+00:00,0.004519999958574772,0.0047079999931156635,0.0027920000720769167,0.0036700000055134296,4139164,0.0,0.0
2023-09-15 00:00:00+00:00,0.0035439999774098396,0.0037869999650865793,0.0026569999754428864,0.003254000097513199,2583671,0.0,0.0
2023-09-16 00:00:00+00:00,0.003261999925598502,0.0033229999244213104,0.0025919999461621046,0.0028470000252127647,1566173,0.0,0.0
2023-09-17 00:00:00+00:00,0.0028470000252127647,0.0028470000252127647,0.0019340000580996275,0.001964000053703785,2251671,0.0,0.0
2023-09-21 00:00:00+00:00,0.0014149999478831887,0.0015200000489130616,0.001129999989643693,0.001281999982893467,1220807,0.0,0.0
2023-09-22 00:00:00+00:00,0.001281999982893467,0.0015010000206530094,0.0011399999493733048,0.0013810000382363796,1170407,0.0,0.0
2023-09-23 00:00:00+00:00,0.0013810000382363796,0.0022219999227672815,0.0012880000285804272,0.002119000069797039,2040432,0.0,0.0
2023-09-24 00:00:00+00:00,0.002119000069797039,0.002119000069797039,0.001563000027090311,0.0016049999976530671,1010664,0.0,0.0
