TIMESTAMP,HOPPY30859_OPEN_PRICE_USD,HOPPY30859_HIGH_PRICE_USD,HOPPY30859_LOW_PRICE_USD,HOPPY30859_CLOSE_PRICE_USD,HOPPY30859_VOLUME_USD,HOPPY30859_DIVIDENDS_USD,HOPPY30859_STOCK_SPLITS_USD
2024-04-23 00:00:00+00:00,3.999999989900971e-06,7.000000096013537e-06,3.000000106112566e-06,4.999999873689376e-06,2023725,0.0,0.0
2024-04-24 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,1.9999999949504854e-06,4.999999873689376e-06,1047357,0.0,0.0
2024-04-25 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.000000106112566e-06,398446,0.0,0.0
2024-04-26 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,284589,0.0,0.0
2024-04-27 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,235338,0.0,0.0
2024-04-28 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,1.9999999949504854e-06,3.000000106112566e-06,168888,0.0,0.0
2024-04-29 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,101442,0.0,0.0
2024-04-30 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,74613,0.0,0.0
2024-05-01 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,93950,0.0,0.0
2024-05-02 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,61949,0.0,0.0
2024-05-03 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,118242,0.0,0.0
2024-05-04 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,107975,0.0,0.0
2024-05-05 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,29915,0.0,0.0
2024-05-06 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,57098,0.0,0.0
2024-05-07 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,76961,0.0,0.0
2024-05-08 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,39494,0.0,0.0
2024-05-09 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,45614,0.0,0.0
2024-05-10 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,61684,0.0,0.0
2024-05-11 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,30793,0.0,0.0
2024-05-12 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,25052,0.0,0.0
2024-05-13 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,52983,0.0,0.0
2024-05-14 00:00:00+00:00,1.9999999949504854e-06,3.999999989900971e-06,1.9999999949504854e-06,3.000000106112566e-06,127741,0.0,0.0
2024-05-15 00:00:00+00:00,3.000000106112566e-06,6.000000212225132e-06,3.000000106112566e-06,4.999999873689376e-06,644594,0.0,0.0
2024-05-16 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.000000106112566e-06,3.000000106112566e-06,649429,0.0,0.0
2024-05-17 00:00:00+00:00,3.000000106112566e-06,6.000000212225132e-06,3.000000106112566e-06,4.999999873689376e-06,1207133,0.0,0.0
2024-05-18 00:00:00+00:00,4.999999873689376e-06,9.000000318337698e-06,4.999999873689376e-06,7.999999979801942e-06,2161057,0.0,0.0
2024-05-19 00:00:00+00:00,7.999999979801942e-06,1.1000000085914508e-05,4.999999873689376e-06,6.000000212225132e-06,1496752,0.0,0.0
2024-05-20 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,4.999999873689376e-06,7.000000096013537e-06,1514355,0.0,0.0
2024-05-21 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,6.000000212225132e-06,7.999999979801942e-06,1447979,0.0,0.0
2024-05-22 00:00:00+00:00,7.999999979801942e-06,1.1000000085914508e-05,7.999999979801942e-06,7.999999979801942e-06,1587242,0.0,0.0
2024-05-23 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,6.000000212225132e-06,7.000000096013537e-06,1079142,0.0,0.0
2024-05-24 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,1297587,0.0,0.0
2024-05-25 00:00:00+00:00,6.000000212225132e-06,9.000000318337698e-06,6.000000212225132e-06,7.999999979801942e-06,1429346,0.0,0.0
2024-05-26 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,6.000000212225132e-06,6.000000212225132e-06,981988,0.0,0.0
2024-05-27 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,1245102,0.0,0.0
2024-05-28 00:00:00+00:00,6.000000212225132e-06,9.000000318337698e-06,6.000000212225132e-06,7.999999979801942e-06,1345232,0.0,0.0
2024-05-29 00:00:00+00:00,7.000000096013537e-06,1.2000000424450263e-05,7.000000096013537e-06,9.999999747378752e-06,1617835,0.0,0.0
2024-05-30 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,7.000000096013537e-06,7.999999979801942e-06,1130911,0.0,0.0
2024-05-31 00:00:00+00:00,7.999999979801942e-06,1.1000000085914508e-05,6.000000212225132e-06,9.000000318337698e-06,1484406,0.0,0.0
2024-06-01 00:00:00+00:00,9.000000318337698e-06,1.700000029813964e-05,9.000000318337698e-06,1.4999999621068127e-05,2018049,0.0,0.0
2024-06-02 00:00:00+00:00,1.8999999156221747e-05,3.9999998989515007e-05,1.5999999959603883e-05,3.9999998989515007e-05,7927677,0.0,0.0
2024-06-03 00:00:00+00:00,4.199999966658652e-05,4.8999998398358e-05,1.8999999156221747e-05,2.8000000384054147e-05,7590708,0.0,0.0
2024-06-04 00:00:00+00:00,2.499999936844688e-05,3.300000025774352e-05,2.099999983329326e-05,3.199999991920777e-05,4250108,0.0,0.0
2024-06-05 00:00:00+00:00,3.099999958067201e-05,3.199999991920777e-05,2.4000000848900527e-05,2.5999999706982635e-05,2808269,0.0,0.0
2024-06-06 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,1.700000029813964e-05,1.8999999156221747e-05,2695574,0.0,0.0
2024-06-07 00:00:00+00:00,1.8999999156221747e-05,2.499999936844688e-05,1.2999999853491317e-05,1.8000000636675395e-05,3226209,0.0,0.0
2024-06-08 00:00:00+00:00,1.8000000636675395e-05,1.9999999494757503e-05,1.4000000192027073e-05,1.5999999959603883e-05,2123772,0.0,0.0
2024-06-09 00:00:00+00:00,1.5999999959603883e-05,2.499999936844688e-05,1.4000000192027073e-05,1.8000000636675395e-05,2940694,0.0,0.0
2024-06-10 00:00:00+00:00,1.8000000636675395e-05,3.199999991920777e-05,1.700000029813964e-05,2.700000004551839e-05,3383465,0.0,0.0
2024-06-11 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,1.8999999156221747e-05,2.4000000848900527e-05,2311035,0.0,0.0
2024-06-12 00:00:00+00:00,2.4000000848900527e-05,2.9999999242136255e-05,2.2000000171829015e-05,2.499999936844688e-05,2229005,0.0,0.0
2024-06-13 00:00:00+00:00,2.499999936844688e-05,3.099999958067201e-05,2.4000000848900527e-05,2.5999999706982635e-05,2834897,0.0,0.0
2024-06-14 00:00:00+00:00,2.5999999706982635e-05,3.9999998989515007e-05,2.2000000171829015e-05,3.400000059627928e-05,5428892,0.0,0.0
2024-06-15 00:00:00+00:00,3.400000059627928e-05,6.399999983841553e-05,3.400000059627928e-05,4.8000001697801054e-05,9154503,0.0,0.0
2024-06-16 00:00:00+00:00,4.8000001697801054e-05,9.40000027185306e-05,4.70000013592653e-05,7.999999797903001e-05,8695968,0.0,0.0
2024-06-17 00:00:00+00:00,7.899999764049426e-05,9.999999747378752e-05,6.70000008540228e-05,8.70000003487803e-05,9805284,0.0,0.0
2024-06-18 00:00:00+00:00,8.70000003487803e-05,8.70000003487803e-05,4.999999873689376e-05,6.500000017695129e-05,9843568,0.0,0.0
2024-06-19 00:00:00+00:00,6.500000017695129e-05,7.200000254670158e-05,5.500000042957254e-05,5.700000110664405e-05,3945821,0.0,0.0
2024-06-20 00:00:00+00:00,5.700000110664405e-05,6.800000119255856e-05,5.400000009103678e-05,5.400000009103678e-05,3097064,0.0,0.0
2024-06-21 00:00:00+00:00,5.400000009103678e-05,5.6000000768108293e-05,4.099999932805076e-05,4.999999873689376e-05,3829619,0.0,0.0
2024-06-22 00:00:00+00:00,4.999999873689376e-05,5.700000110664405e-05,4.199999966658652e-05,5.400000009103678e-05,2738743,0.0,0.0
2024-06-23 00:00:00+00:00,5.400000009103678e-05,7.300000288523734e-05,5.0999999075429514e-05,5.199999941396527e-05,3103028,0.0,0.0
2024-06-24 00:00:00+00:00,5.199999941396527e-05,6.299999949987978e-05,4.8000001697801054e-05,6.299999949987978e-05,3833605,0.0,0.0
2024-06-25 00:00:00+00:00,6.299999949987978e-05,8.499999967170879e-05,5.700000110664405e-05,8.299999899463728e-05,4184879,0.0,0.0
2024-06-26 00:00:00+00:00,8.299999899463728e-05,8.299999899463728e-05,6.399999983841553e-05,6.70000008540228e-05,3507028,0.0,0.0
