TIMESTAMP,BABYTOSHI36627_OPEN_PRICE_USD,BABYTOSHI36627_HIGH_PRICE_USD,BABYTOSHI36627_LOW_PRICE_USD,BABYTOSHI36627_CLOSE_PRICE_USD,Adj Close,BABYTOSHI36627_VOLUME_USD,BABYTOSHI36627_DIVIDENDS_USD,BABYTOSHI36627_STOCK_SPLITS_USD
,0.00015529271331615746,0.00015529271331615746,0.00015529271331615746,0.00015529271331615746,,1591.0,0.0,0.0
