TIMESTAMP,FILES_OPEN_PRICE_USD,FILES_HIGH_PRICE_USD,FILES_LOW_PRICE_USD,FILES_CLOSE_PRICE_USD,FILES_VOLUME_USD,FILES_DIVIDENDS_USD,FILES_STOCK_SPLITS_USD
2024-04-01 00:00:00+00:00,0.009518999606370926,0.02255300059914589,0.00761000020429492,0.012733000330626965,880306,0.0,0.0
2024-04-02 00:00:00+00:00,0.012733000330626965,0.013174000196158886,0.00803999975323677,0.00848000030964613,153718,0.0,0.0
2024-04-03 00:00:00+00:00,0.00848000030964613,0.017235999926924706,0.00773000018671155,0.01011900044977665,250596,0.0,0.0
2024-04-04 00:00:00+00:00,0.01011900044977665,0.010440000332891941,0.003725999966263771,0.007271000184118748,87283,0.0,0.0
2024-04-05 00:00:00+00:00,0.007271000184118748,0.017010999843478203,0.007178000174462795,0.00865899957716465,195477,0.0,0.0
2024-04-06 00:00:00+00:00,0.00865899957716465,0.009723999537527561,0.006835999898612499,0.008085999637842178,86792,0.0,0.0
2024-04-07 00:00:00+00:00,0.008085999637842178,0.008244000375270844,0.006393999792635441,0.0066559999249875546,44085,0.0,0.0
2024-04-08 00:00:00+00:00,0.0066559999249875546,0.0071379998698830605,0.005636000074446201,0.005708999931812286,36071,0.0,0.0
2024-04-09 00:00:00+00:00,0.005708999931812286,0.005793999880552292,0.0043379999697208405,0.004339999984949827,35734,0.0,0.0
2024-04-10 00:00:00+00:00,0.004339999984949827,0.004339999984949827,0.0035099999513477087,0.0035290000960230827,30616,0.0,0.0
2024-04-11 00:00:00+00:00,0.0035290000960230827,0.0035290000960230827,0.002589999930933118,0.0031820000149309635,41903,0.0,0.0
2024-04-12 00:00:00+00:00,0.0031820000149309635,0.0033450000919401646,0.0026630000211298466,0.002718999981880188,11871,0.0,0.0
2024-04-13 00:00:00+00:00,0.002718999981880188,0.002718999981880188,0.0020260000601410866,0.0023089998867362738,3284,0.0,0.0
