TIMESTAMP,SCB29400_OPEN_PRICE_USD,SCB29400_HIGH_PRICE_USD,SCB29400_LOW_PRICE_USD,SCB29400_CLOSE_PRICE_USD,SCB29400_VOLUME_USD,SCB29400_DIVIDENDS_USD,SCB29400_STOCK_SPLITS_USD
2024-02-14 00:00:00+00:00,,,,0.0,214185,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,192840,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,207829,0.0,0.0
2024-02-17 00:00:00+00:00,,,,0.0,219382,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,210615,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,123561,0.0,0.0
2024-02-20 00:00:00+00:00,,,,0.0,135877,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,186743,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,229322,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,207308,0.0,0.0
2024-02-24 00:00:00+00:00,,,,0.0,210041,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,164836,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,184387,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,222605,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,192934,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,213028,0.0,0.0
2024-03-01 00:00:00+00:00,,,,0.0,228669,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,252206,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,274725,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,347729,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,358102,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,376018,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,375156,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,318024,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,354598,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,394765,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,376677,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,282401,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,332948,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,308740,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,224540,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,282139,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,254214,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,217323,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,252658,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,218971,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,241274,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,265100,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,189022,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,157621,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,135974,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,227376,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,219468,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,205022,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,172102,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,154583,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,167044,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,206636,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,217279,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,201623,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,204779,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,168562,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,186873,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,218947,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,213672,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,194929,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,198177,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,190655,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,178850,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,156497,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,217827,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,187667,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,173848,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,102404,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,94577,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,28406,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,43174,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,46753,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,42965,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,45101,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,32861,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,25442,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,21172,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,17809,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,17602,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,16246,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,18059,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,19284,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,18338,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,21190,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,18444,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,19618,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,19658,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,17322,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,30031,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,23752,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,30978,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,51206,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,64338,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,58345,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,54510,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,47132,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,51168,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,66322,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,51126,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,49811,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,63389,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,46823,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,49923,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,66227,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,41267,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,56741,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,37785,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,61644,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,47860,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,39509,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,17951,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,25260,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,60215,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,81333,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,56842,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,76723,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,72250,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,88489,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,106633,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,98970,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,80947,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,98496,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,101967,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,87032,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,85915,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,91871,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,89645,0.0,0.0
