TIMESTAMP,PCX_OPEN_PRICE_USD,PCX_HIGH_PRICE_USD,PCX_LOW_PRICE_USD,PCX_CLOSE_PRICE_USD,PCX_VOLUME_USD,PCX_DIVIDENDS_USD,PCX_STOCK_SPLITS_USD
2019-08-01 00:00:00+00:00,7.509772777557373,7.66104793548584,7.416693210601807,7.657774925231934,932023,0.0,0.0
2019-08-02 00:00:00+00:00,7.66772985458374,7.799177169799805,7.282670974731445,7.357426166534424,1004416,0.0,0.0
2019-08-03 00:00:00+00:00,7.354489803314209,7.8297438621521,6.8332929611206055,7.200496196746826,737911,0.0,0.0
2019-08-04 00:00:00+00:00,7.205739974975586,7.305397033691406,6.9091620445251465,6.931447982788086,667812,0.0,0.0
2019-08-05 00:00:00+00:00,6.9465718269348145,6.950595855712891,6.317742824554443,6.418328762054443,468419,0.0,0.0
2019-08-06 00:00:00+00:00,6.422692775726318,6.493024826049805,6.149819850921631,6.232841968536377,494635,0.0,0.0
2019-08-07 00:00:00+00:00,6.2252278327941895,6.373905181884766,6.012369155883789,6.3020920753479,474444,0.0,0.0
2019-08-08 00:00:00+00:00,6.3020920753479,6.322480201721191,5.9418110847473145,6.230615139007568,491953,0.0,0.0
2019-08-09 00:00:00+00:00,6.223697185516357,6.788504123687744,6.190311908721924,6.734933853149414,515467,0.0,0.0
2019-08-10 00:00:00+00:00,6.734933853149414,7.049354076385498,6.302235126495361,6.549400806427002,515154,0.0,0.0
2019-08-11 00:00:00+00:00,6.549564838409424,6.8675761222839355,6.417386054992676,6.845856189727783,550294,0.0,0.0
2019-08-12 00:00:00+00:00,6.847704887390137,7.369557857513428,6.727712154388428,7.092563152313232,541898,0.0,0.0
2019-08-13 00:00:00+00:00,7.087244033813477,8.742749214172363,7.073946952819824,8.24611759185791,631754,0.0,0.0
2019-08-14 00:00:00+00:00,8.251527786254883,8.254494667053223,7.621811866760254,7.639839172363281,566971,0.0,0.0
2019-08-15 00:00:00+00:00,7.639839172363281,7.716280937194824,6.62161922454834,7.218165874481201,578433,0.0,0.0
2019-08-16 00:00:00+00:00,7.210011959075928,7.3344807624816895,6.570138931274414,6.962792873382568,458863,0.0,0.0
2019-08-17 00:00:00+00:00,6.964029788970947,7.241052150726318,6.763000965118408,7.218548774719238,507227,0.0,0.0
2019-08-18 00:00:00+00:00,7.223204135894775,7.2776689529418945,6.917673110961914,7.253878116607666,556559,0.0,0.0
2019-08-19 00:00:00+00:00,7.259459018707275,7.556606769561768,7.044620990753174,7.315546035766602,587617,0.0,0.0
2019-08-20 00:00:00+00:00,7.315546035766602,7.366322994232178,7.094736099243164,7.101365089416504,579150,0.0,0.0
2019-08-21 00:00:00+00:00,7.094996929168701,7.383171081542969,6.959346771240234,7.138621807098389,757618,0.0,0.0
2019-08-22 00:00:00+00:00,7.134101867675781,7.1661601066589355,6.816556930541992,6.972786903381348,640167,0.0,0.0
2019-08-23 00:00:00+00:00,6.972786903381348,7.076879024505615,6.846278190612793,6.957427024841309,723307,0.0,0.0
2019-08-24 00:00:00+00:00,6.958253860473633,6.993748188018799,6.793394088745117,6.898852825164795,723216,0.0,0.0
2019-08-25 00:00:00+00:00,6.898852825164795,6.994358062744141,6.799925804138184,6.873019218444824,717557,0.0,0.0
2019-08-26 00:00:00+00:00,6.870704174041748,7.136824131011963,6.869633197784424,7.1028947830200195,829448,0.0,0.0
2019-08-27 00:00:00+00:00,7.096960067749023,7.10388708114624,6.74460506439209,6.820612907409668,725480,0.0,0.0
2019-08-28 00:00:00+00:00,6.812984943389893,6.824542999267578,6.154545783996582,6.3055830001831055,728572,0.0,0.0
2019-08-29 00:00:00+00:00,6.306457996368408,6.37230920791626,5.972163200378418,6.0665202140808105,684360,0.0,0.0
2019-08-30 00:00:00+00:00,6.066139221191406,6.132195949554443,5.653993129730225,5.875295162200928,698324,0.0,0.0
2019-08-31 00:00:00+00:00,5.872282028198242,6.0112738609313965,5.788291931152344,5.878975868225098,641749,0.0,0.0
2019-09-01 00:00:00+00:00,5.87559700012207,5.882758140563965,5.581631183624268,5.828581809997559,654708,0.0,0.0
2019-09-02 00:00:00+00:00,5.8314127922058105,5.892634868621826,5.558374881744385,5.796616077423096,652201,0.0,0.0
2019-09-03 00:00:00+00:00,5.794517993927002,5.816905975341797,5.186032772064209,5.219566822052002,664903,0.0,0.0
2019-09-04 00:00:00+00:00,5.176290988922119,5.183872222900391,4.4277191162109375,4.517430782318115,620380,0.0,0.0
2019-09-05 00:00:00+00:00,4.523542881011963,4.526587009429932,4.105984210968018,4.240464210510254,511916,0.0,0.0
2019-09-06 00:00:00+00:00,4.240464210510254,4.390646934509277,3.9171900749206543,4.125614166259766,577135,0.0,0.0
2019-09-07 00:00:00+00:00,4.106873989105225,4.142602920532227,3.5654120445251465,3.6089389324188232,520372,0.0,0.0
2019-09-08 00:00:00+00:00,3.600023031234741,3.600023031234741,3.20092511177063,3.335728883743286,482354,0.0,0.0
2019-09-09 00:00:00+00:00,3.335728883743286,3.9045040607452393,3.1434099674224854,3.6218340396881104,527130,0.0,0.0
2019-09-10 00:00:00+00:00,3.616075038909912,3.7201240062713623,3.1716630458831787,3.5724680423736572,467397,0.0,0.0
2019-09-11 00:00:00+00:00,3.5724680423736572,3.60503888130188,2.9939138889312744,3.1967239379882812,606491,0.0,0.0
2019-09-12 00:00:00+00:00,3.1967239379882812,3.2886879444122314,3.1051480770111084,3.229598045349121,583582,0.0,0.0
2019-09-13 00:00:00+00:00,3.2312541007995605,3.242016077041626,2.469449043273926,2.7177369594573975,557259,0.0,0.0
2019-09-14 00:00:00+00:00,2.7192399501800537,2.7297439575195312,2.1495978832244873,2.1758079528808594,469154,0.0,0.0
