TIMESTAMP,HUB9086_OPEN_PRICE_USD,HUB9086_HIGH_PRICE_USD,HUB9086_LOW_PRICE_USD,HUB9086_CLOSE_PRICE_USD,HUB9086_VOLUME_USD,HUB9086_DIVIDENDS_USD,HUB9086_STOCK_SPLITS_USD
2021-04-02 00:00:00+00:00,65.41682434082031,66.34976959228516,64.78141784667969,66.24525451660156,3607,0.0,0.0
2021-04-03 00:00:00+00:00,66.23992919921875,82.26216888427734,66.0724868774414,82.25653839111328,82372,0.0,0.0
2021-04-04 00:00:00+00:00,82.24778747558594,117.25269317626953,79.99446105957031,87.56395721435547,178668,0.0,0.0
2021-04-05 00:00:00+00:00,87.57196044921875,89.80323028564453,79.40362548828125,81.41047668457031,27379,0.0,0.0
2021-04-06 00:00:00+00:00,81.4153823852539,81.41995239257812,79.44401550292969,79.81025695800781,6962,0.0,0.0
2021-04-07 00:00:00+00:00,79.8189468383789,79.8935546875,67.1568832397461,72.02245330810547,35839,0.0,0.0
2021-04-08 00:00:00+00:00,72.02369689941406,76.20613098144531,71.95591735839844,76.00050354003906,10345,0.0,0.0
2021-04-09 00:00:00+00:00,75.99932098388672,90.8216552734375,75.99932098388672,86.53404998779297,32936,0.0,0.0
2021-04-10 00:00:00+00:00,86.53363800048828,91.27816009521484,80.59420013427734,90.89340209960938,28508,0.0,0.0
2021-04-11 00:00:00+00:00,90.89431762695312,102.35848236083984,90.73306274414062,95.23414611816406,32139,0.0,0.0
2021-04-12 00:00:00+00:00,95.22270965576172,95.5741195678711,72.0882797241211,75.09235382080078,59807,0.0,0.0
2021-04-13 00:00:00+00:00,75.09522247314453,86.77347564697266,75.07721710205078,81.69160461425781,36997,0.0,0.0
2021-04-14 00:00:00+00:00,81.69136047363281,81.93461608886719,79.38067626953125,79.423828125,4300,0.0,0.0
2021-04-15 00:00:00+00:00,79.42819213867188,84.38724517822266,78.75009155273438,83.57164764404297,11789,0.0,0.0
2021-04-16 00:00:00+00:00,83.54667663574219,85.37808227539062,72.34234619140625,75.72091674804688,29885,0.0,0.0
2021-04-17 00:00:00+00:00,75.71841430664062,76.21006774902344,75.09398651123047,76.21006774902344,2676,0.0,0.0
2021-04-18 00:00:00+00:00,76.21925354003906,76.39778137207031,70.72502136230469,73.40977478027344,12505,0.0,0.0
2021-04-19 00:00:00+00:00,73.42416381835938,74.53485870361328,73.40182495117188,74.53347778320312,1829,0.0,0.0
2021-04-20 00:00:00+00:00,74.50994110107422,74.53475952148438,69.94246673583984,69.95182037353516,7632,0.0,0.0
2021-04-21 00:00:00+00:00,69.95199584960938,72.14299011230469,69.9425048828125,72.13125610351562,3647,0.0,0.0
2021-04-22 00:00:00+00:00,72.12364959716797,72.14295196533203,72.11417388916016,72.11955261230469,0,0.0,0.0
2021-04-23 00:00:00+00:00,72.1350326538086,72.1429672241211,67.26942443847656,69.68499755859375,8093,0.0,0.0
2021-04-24 00:00:00+00:00,69.6988754272461,83.51177215576172,69.67373657226562,83.50567626953125,14140,0.0,0.0
2021-04-25 00:00:00+00:00,83.48771667480469,83.51191711425781,75.4452133178711,76.46825408935547,14790,0.0,0.0
2021-04-26 00:00:00+00:00,76.45336151123047,79.96305847167969,70.57978820800781,74.03848266601562,19379,0.0,0.0
2021-04-27 00:00:00+00:00,74.02678680419922,75.20537567138672,71.93721771240234,75.2007064819336,4623,0.0,0.0
2021-04-28 00:00:00+00:00,75.19512939453125,82.7313232421875,74.40982055664062,82.72527313232422,12648,0.0,0.0
2021-04-29 00:00:00+00:00,82.71993255615234,135.65615844726562,82.69970703125,105.39506530761719,137375,0.0,0.0
