TIMESTAMP,MSCHINA_OPEN_PRICE_USD,MSCHINA_HIGH_PRICE_USD,MSCHINA_LOW_PRICE_USD,MSCHINA_CLOSE_PRICE_USD,MSCHINA_VOLUME_USD,MSCHINA_DIVIDENDS_USD,MSCHINA_STOCK_SPLITS_USD
2025-02-12 00:00:00+00:00,0.00011500000255182385,0.00011899999663000926,0.00010199999815085903,0.00010900000052060932,1833,0.0,0.0
2025-02-13 00:00:00+00:00,0.00010900000052060932,0.0001140000022132881,8.70000003487803e-05,8.800000068731606e-05,2738,0.0,0.0
2025-02-14 00:00:00+00:00,8.800000068731606e-05,0.00011100000119768083,8.600000001024455e-05,0.00011000000085914508,3067,0.0,0.0
2025-02-15 00:00:00+00:00,0.00011000000085914508,0.00011000000085914508,8.600000001024455e-05,8.600000001024455e-05,890,0.0,0.0
2025-02-16 00:00:00+00:00,8.600000001024455e-05,8.900000102585182e-05,8.399999933317304e-05,8.70000003487803e-05,274,0.0,0.0
2025-02-17 00:00:00+00:00,8.70000003487803e-05,8.70000003487803e-05,8.399999933317304e-05,8.399999933317304e-05,67,0.0,0.0
2025-02-18 00:00:00+00:00,8.399999933317304e-05,8.399999933317304e-05,7.999999797903001e-05,7.999999797903001e-05,13,0.0,0.0
2025-02-19 00:00:00+00:00,7.999999797903001e-05,8.099999831756577e-05,7.999999797903001e-05,8.099999831756577e-05,11,0.0,0.0
2025-02-20 00:00:00+00:00,8.099999831756577e-05,8.099999831756577e-05,7.899999764049426e-05,7.899999764049426e-05,5,0.0,0.0
2025-02-21 00:00:00+00:00,7.899999764049426e-05,7.899999764049426e-05,7.79999973019585e-05,7.79999973019585e-05,80,0.0,0.0
2025-02-22 00:00:00+00:00,7.79999973019585e-05,7.899999764049426e-05,5.999999848427251e-05,5.999999848427251e-05,22,0.0,0.0
2025-02-23 00:00:00+00:00,5.999999848427251e-05,7.999999797903001e-05,5.700000110664405e-05,7.999999797903001e-05,0,0.0,0.0
2025-02-24 00:00:00+00:00,7.999999797903001e-05,7.999999797903001e-05,7.999999797903001e-05,7.999999797903001e-05,0,0.0,0.0
2025-02-25 00:00:00+00:00,7.999999797903001e-05,7.999999797903001e-05,7.999999797903001e-05,7.999999797903001e-05,0,0.0,0.0
2025-02-26 00:00:00+00:00,7.999999797903001e-05,7.999999797903001e-05,5.500000042957254e-05,5.500000042957254e-05,1,0.0,0.0
2025-02-27 00:00:00+00:00,5.500000042957254e-05,7.300000288523734e-05,5.500000042957254e-05,7.300000288523734e-05,1,0.0,0.0
2025-02-28 00:00:00+00:00,7.300000288523734e-05,7.300000288523734e-05,6.800000119255856e-05,6.900000153109431e-05,119,0.0,0.0
2025-03-01 00:00:00+00:00,6.900000153109431e-05,6.900000153109431e-05,5.500000042957254e-05,5.500000042957254e-05,6,0.0,0.0
2025-03-02 00:00:00+00:00,5.500000042957254e-05,9.699999645818025e-05,5.500000042957254e-05,8.800000068731606e-05,3077,0.0,0.0
2025-03-03 00:00:00+00:00,8.800000068731606e-05,9.200000204145908e-05,6.399999983841553e-05,6.399999983841553e-05,863,0.0,0.0
2025-03-04 00:00:00+00:00,6.399999983841553e-05,6.399999983841553e-05,6.399999983841553e-05,6.399999983841553e-05,0,0.0,0.0
2025-03-05 00:00:00+00:00,6.399999983841553e-05,7.699999696342275e-05,6.399999983841553e-05,7.699999696342275e-05,0,0.0,0.0
2025-03-06 00:00:00+00:00,7.699999696342275e-05,8.800000068731606e-05,7.699999696342275e-05,8.800000068731606e-05,0,0.0,0.0
2025-03-07 00:00:00+00:00,8.800000068731606e-05,8.800000068731606e-05,8.199999865610152e-05,8.199999865610152e-05,0,0.0,0.0
2025-03-08 00:00:00+00:00,8.199999865610152e-05,8.70000003487803e-05,8.199999865610152e-05,8.70000003487803e-05,0,0.0,0.0
2025-03-09 00:00:00+00:00,8.70000003487803e-05,9.300000237999484e-05,8.299999899463728e-05,9.100000170292333e-05,492,0.0,0.0
2025-03-10 00:00:00+00:00,9.100000170292333e-05,9.500000305706635e-05,9.100000170292333e-05,9.100000170292333e-05,0,0.0,0.0
2025-03-11 00:00:00+00:00,9.100000170292333e-05,9.899999713525176e-05,9.100000170292333e-05,9.7999996796716e-05,0,0.0,0.0
2025-03-12 00:00:00+00:00,9.7999996796716e-05,9.7999996796716e-05,9.600000339560211e-05,9.699999645818025e-05,0,0.0,0.0
2025-03-13 00:00:00+00:00,9.699999645818025e-05,9.699999645818025e-05,9.699999645818025e-05,9.699999645818025e-05,0,0.0,0.0
2025-03-14 00:00:00+00:00,9.699999645818025e-05,0.0001049999991664663,9.699999645818025e-05,0.0001049999991664663,0,0.0,0.0
2025-03-15 00:00:00+00:00,0.0001049999991664663,0.0001049999991664663,0.0001049999991664663,0.0001049999991664663,0,0.0,0.0
2025-03-16 00:00:00+00:00,0.0001049999991664663,0.00010699999984353781,9.899999713525176e-05,9.899999713525176e-05,0,0.0,0.0
2025-03-17 00:00:00+00:00,9.899999713525176e-05,9.899999713525176e-05,9.899999713525176e-05,9.899999713525176e-05,0,0.0,0.0
2025-03-18 00:00:00+00:00,9.899999713525176e-05,0.00010299999848939478,9.899999713525176e-05,0.00010299999848939478,0,0.0,0.0
2025-03-19 00:00:00+00:00,0.00010299999848939478,0.00010299999848939478,0.00010299999848939478,0.00010299999848939478,0,0.0,0.0
2025-03-20 00:00:00+00:00,0.00010299999848939478,0.00012399999832268804,0.00010299999848939478,0.00012399999832268804,2,0.0,0.0
2025-03-21 00:00:00+00:00,0.00012399999832268804,0.00012399999832268804,0.00010199999815085903,0.00010199999815085903,26,0.0,0.0
2025-03-22 00:00:00+00:00,0.00010199999815085903,0.00010199999815085903,0.00010199999815085903,0.00010199999815085903,0,0.0,0.0
2025-03-23 00:00:00+00:00,0.00010199999815085903,0.00010199999815085903,9.7999996796716e-05,9.7999996796716e-05,0,0.0,0.0
2025-03-24 00:00:00+00:00,9.7999996796716e-05,9.7999996796716e-05,9.7999996796716e-05,9.7999996796716e-05,0,0.0,0.0
2025-03-25 00:00:00+00:00,9.7999996796716e-05,0.00011999999696854502,6.800000119255856e-05,7.999999797903001e-05,21179,0.0,0.0
2025-03-26 00:00:00+00:00,7.999999797903001e-05,0.00011999999696854502,6.299999949987978e-05,0.00010299999848939478,33696,0.0,0.0
2025-03-27 00:00:00+00:00,0.00010299999848939478,0.000195999993593432,9.999999747378752e-05,0.00013099999341648072,39299,0.0,0.0
2025-03-28 00:00:00+00:00,0.00013099999341648072,0.0001539999939268455,0.00011300000187475234,0.0001539999939268455,38177,0.0,0.0
2025-03-29 00:00:00+00:00,0.0001539999939268455,0.00018600000475998968,0.00011000000085914508,0.00011000000085914508,4244,0.0,0.0
