TIMESTAMP,HONK31770_OPEN_PRICE_USD,HONK31770_HIGH_PRICE_USD,HONK31770_LOW_PRICE_USD,HONK31770_CLOSE_PRICE_USD,HONK31770_VOLUME_USD,HONK31770_DIVIDENDS_USD,HONK31770_STOCK_SPLITS_USD
2024-06-11 00:00:00+00:00,,,,0.0,877136,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,489117,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,923812,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,525136,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,238824,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,276178,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,407507,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,408110,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,342675,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,331919,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,148026,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,87124,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,88057,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,80416,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,286552,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,178173,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,138628,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,439411,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,447542,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,515814,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,458165,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,539099,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,492841,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,348108,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,338861,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,284960,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,164143,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,364517,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,221188,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,217666,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,136591,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,105775,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,90448,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,162140,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,247175,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,292622,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,315796,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,189607,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,136155,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,120149,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,84763,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,91489,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,166952,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,144910,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,60827,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,87160,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,68791,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,97643,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,109173,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,84560,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,51557,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,155574,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,42651,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,49432,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,68164,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,116171,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,49216,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,33618,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,48090,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,77687,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,18154,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,22947,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,15959,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,45089,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,33536,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,16021,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,29891,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,4633,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,32866,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,21776,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,16276,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,22299,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,8768,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,22199,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,25626,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,31856,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,21553,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,5097,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,6422,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,9844,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,14056,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,5255,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,15840,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,29204,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,5415,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,6975,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,6300,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,18932,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,9896,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,2825,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,17892,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,4908,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,21612,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,43806,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,58054,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,32300,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,42804,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,25954,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,16395,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,5258,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,33753,0.0,0.0
