TIMESTAMP,JFP_OPEN_PRICE_USD,JFP_HIGH_PRICE_USD,JFP_LOW_PRICE_USD,JFP_CLOSE_PRICE_USD,JFP_VOLUME_USD,JFP_DIVIDENDS_USD,JFP_STOCK_SPLITS_USD
2025-01-01 00:00:00+00:00,0.0014359999913722277,0.0015800000401213765,0.0012969999806955457,0.0013070000568404794,31109,0.0,0.0
2025-01-02 00:00:00+00:00,0.0013070000568404794,0.0013879999751225114,0.0011149999918416142,0.0012519999872893095,30348,0.0,0.0
2025-01-03 00:00:00+00:00,0.0012519999872893095,0.0013360000448301435,0.0010999999940395355,0.0011940000113099813,17581,0.0,0.0
2025-01-04 00:00:00+00:00,0.0011940000113099813,0.0012890000361949205,0.0011449999874457717,0.0012710000155493617,13504,0.0,0.0
2025-01-05 00:00:00+00:00,0.0012710000155493617,0.0015610000118613243,0.0012499999720603228,0.001496999990195036,26131,0.0,0.0
2025-01-06 00:00:00+00:00,0.001496999990195036,0.0015030000358819962,0.0012649999698624015,0.0012649999698624015,8692,0.0,0.0
2025-01-07 00:00:00+00:00,0.0012649999698624015,0.0013289999915286899,0.0011980000417679548,0.0012469999492168427,12688,0.0,0.0
2025-01-08 00:00:00+00:00,0.0012469999492168427,0.0012619999470189214,0.0011699999449774623,0.001196000026538968,6417,0.0,0.0
2025-01-09 00:00:00+00:00,0.001196000026538968,0.001196000026538968,0.0010310000507161021,0.001075000036507845,13478,0.0,0.0
2025-01-10 00:00:00+00:00,0.001075000036507845,0.0037479999009519815,0.0010519999777898192,0.0011360000353306532,6958,0.0,0.0
2025-01-11 00:00:00+00:00,0.0011360000353306532,0.0011840000515803695,0.0010489999549463391,0.0011630000080913305,13460,0.0,0.0
2025-01-12 00:00:00+00:00,0.0011630000080913305,0.001164000015705824,0.0010310000507161021,0.001044000033289194,9581,0.0,0.0
2025-01-13 00:00:00+00:00,0.001044000033289194,0.0010689999908208847,0.0007489999989047647,0.0009239999926649034,30203,0.0,0.0
2025-01-14 00:00:00+00:00,0.0009239999926649034,0.0010049999691545963,0.0008609999786131084,0.0009130000253207982,12724,0.0,0.0
2025-01-15 00:00:00+00:00,0.0009130000253207982,0.0009879999561235309,0.0008779999916441739,0.0009879999561235309,2820,0.0,0.0
2025-01-16 00:00:00+00:00,0.0009879999561235309,0.0011759999906644225,0.0009679999784566462,0.001155999954789877,7368,0.0,0.0
