TIMESTAMP,TQ_OPEN_PRICE_USD,TQ_HIGH_PRICE_USD,TQ_LOW_PRICE_USD,TQ_CLOSE_PRICE_USD,Adj Close,TQ_VOLUME_USD,TQ_DIVIDENDS_USD,TQ_STOCK_SPLITS_USD
,0.019016066566109657,0.04179423302412033,0.01564387045800686,0.022801030427217484,,23769402.0,0.0,0.0
