TIMESTAMP,BRIAN_OPEN_PRICE_USD,BRIAN_HIGH_PRICE_USD,BRIAN_LOW_PRICE_USD,BRIAN_CLOSE_PRICE_USD,BRIAN_VOLUME_USD,BRIAN_DIVIDENDS_USD,BRIAN_STOCK_SPLITS_USD
2024-10-08 00:00:00+00:00,0.00034699999378062785,0.000674000009894371,0.0003229999856557697,0.0005610000225715339,141509,0.0,0.0
2024-10-09 00:00:00+00:00,0.0005610000225715339,0.0009970000246539712,0.0004670000053010881,0.0005990000208839774,120758,0.0,0.0
2024-10-10 00:00:00+00:00,0.0005990000208839774,0.0006479999865405262,0.0003859999997075647,0.0006060000159777701,77232,0.0,0.0
2024-10-11 00:00:00+00:00,0.0006060000159777701,0.0008019999950192869,0.00024399999529123306,0.00040600000647827983,139657,0.0,0.0
2024-10-12 00:00:00+00:00,0.00040600000647827983,0.0004360000020824373,0.0003279999946244061,0.0003319999959785491,40007,0.0,0.0
2024-10-13 00:00:00+00:00,0.0003319999959785491,0.0004659999976865947,0.0003260000084992498,0.00032900000223889947,36962,0.0,0.0
2024-10-14 00:00:00+00:00,0.00032900000223889947,0.00046999999904073775,0.00032900000223889947,0.0003859999997075647,40048,0.0,0.0
2024-10-15 00:00:00+00:00,0.0003859999997075647,0.0003859999997075647,0.0002579999854788184,0.00031900001340545714,50150,0.0,0.0
2024-10-16 00:00:00+00:00,0.00031900001340545714,0.00035799999022856355,0.00024199999461416155,0.0003370000049471855,45146,0.0,0.0
2024-10-17 00:00:00+00:00,0.0003370000049471855,0.0004560000088531524,0.00033099998836405575,0.0003429999924264848,33235,0.0,0.0
2024-10-18 00:00:00+00:00,0.0003429999924264848,0.00037799999699927866,0.00029799999902024865,0.000375000003259629,23636,0.0,0.0
2024-10-19 00:00:00+00:00,0.000375000003259629,0.0006769999745301902,0.00036700000055134296,0.0005740000051446259,83400,0.0,0.0
2024-10-20 00:00:00+00:00,0.0005740000051446259,0.0006649999995715916,0.0005469999741762877,0.0006520000169984996,27917,0.0,0.0
2024-10-21 00:00:00+00:00,0.0006520000169984996,0.0006689999718219042,0.0004799999878741801,0.0005070000188425183,26922,0.0,0.0
2024-10-22 00:00:00+00:00,0.0005070000188425183,0.0005540000274777412,0.0004780000017490238,0.00047900000936351717,26555,0.0,0.0
2024-10-23 00:00:00+00:00,0.00047900000936351717,0.0005210000090301037,0.00046400001156143844,0.0005189999938011169,18254,0.0,0.0
2024-10-24 00:00:00+00:00,0.0005230000242590904,0.0007220000261440873,0.0005150000215508044,0.000653000024612993,62651,0.0,0.0
2024-10-25 00:00:00+00:00,0.000653000024612993,0.0008539999835193157,0.0006040000007487833,0.0006040000007487833,67874,0.0,0.0
2024-10-26 00:00:00+00:00,0.0006040000007487833,0.0006370000191964209,0.00045399999362416565,0.000455000001238659,46328,0.0,0.0
2024-10-27 00:00:00+00:00,0.000455000001238659,0.0005019999807700515,0.000371000001905486,0.0004419999895617366,83790,0.0,0.0
2024-10-28 00:00:00+00:00,0.0004419999895617366,0.00048600000445730984,0.0003800000122282654,0.00047500000800937414,55510,0.0,0.0
2024-10-29 00:00:00+00:00,0.00047500000800937414,0.0005039999959990382,0.00038300000596791506,0.0004239999980200082,37751,0.0,0.0
2024-10-30 00:00:00+00:00,0.0004239999980200082,0.0004400000034365803,0.00030399998649954796,0.0003429999924264848,46277,0.0,0.0
2024-10-31 00:00:00+00:00,0.0003429999924264848,0.00041599999531172216,0.00033000000985339284,0.00038499999209307134,105331,0.0,0.0
2024-11-01 00:00:00+00:00,0.00038499999209307134,0.00038499999209307134,0.0003110000106971711,0.00031999999191612005,25260,0.0,0.0
2024-11-02 00:00:00+00:00,0.00031999999191612005,0.0003260000084992498,0.00027799999224953353,0.00028700000257231295,18120,0.0,0.0
2024-11-03 00:00:00+00:00,0.00028700000257231295,0.0003539999888744205,0.00028700000257231295,0.0003260000084992498,27000,0.0,0.0
2024-11-04 00:00:00+00:00,0.0003260000084992498,0.0004360000020824373,0.00031400000443682075,0.00042100000428035855,182181,0.0,0.0
2024-11-05 00:00:00+00:00,0.00042100000428035855,0.0004729999927803874,0.0003640000068116933,0.00037299998803064227,37813,0.0,0.0
2024-11-06 00:00:00+00:00,0.00037299998803064227,0.0004670000053010881,0.00035799999022856355,0.0004309999931138009,74271,0.0,0.0
2024-11-07 00:00:00+00:00,0.0004309999931138009,0.000514000013936311,0.0003020000003743917,0.00034100000630132854,104231,0.0,0.0
2024-11-08 00:00:00+00:00,0.00034100000630132854,0.000371000001905486,0.0003380000125616789,0.0003459999861661345,43352,0.0,0.0
2024-11-09 00:00:00+00:00,0.0003459999861661345,0.0003929999948013574,0.0003319999959785491,0.000387999985832721,24644,0.0,0.0
