TIMESTAMP,STAPT32027_OPEN_PRICE_USD,STAPT32027_HIGH_PRICE_USD,STAPT32027_LOW_PRICE_USD,STAPT32027_CLOSE_PRICE_USD,STAPT32027_VOLUME_USD,STAPT32027_DIVIDENDS_USD,STAPT32027_STOCK_SPLITS_USD
2024-06-27 00:00:00+00:00,7.401744842529297,7.463866233825684,7.362299919128418,7.396940231323242,47169,0.0,0.0
2024-06-28 00:00:00+00:00,7.396940231323242,7.448468208312988,7.197957992553711,7.197957992553711,37275,0.0,0.0
2024-06-29 00:00:00+00:00,7.197957992553711,7.3700270652771,7.183859825134277,7.247687816619873,24316,0.0,0.0
2024-06-30 00:00:00+00:00,7.247687816619873,7.417731761932373,7.111063003540039,7.395010948181152,63818,0.0,0.0
2024-07-01 00:00:00+00:00,7.395010948181152,7.601134777069092,7.365653991699219,7.409900188446045,98771,0.0,0.0
2024-07-02 00:00:00+00:00,7.409900188446045,7.409900188446045,7.200501918792725,7.303891181945801,36527,0.0,0.0
2024-07-03 00:00:00+00:00,7.303891181945801,7.314334869384766,6.902720928192139,6.965336799621582,46541,0.0,0.0
2024-07-04 00:00:00+00:00,6.965336799621582,6.979574203491211,6.283432960510254,6.287322998046875,225791,0.0,0.0
2024-07-05 00:00:00+00:00,6.287322998046875,6.288297176361084,5.5267510414123535,5.853593826293945,332588,0.0,0.0
2024-07-06 00:00:00+00:00,5.853593826293945,6.348339080810547,5.795135974884033,6.293773174285889,64115,0.0,0.0
2024-07-07 00:00:00+00:00,6.293773174285889,6.293773174285889,5.873476028442383,5.873476028442383,66167,0.0,0.0
2024-07-08 00:00:00+00:00,5.873476028442383,6.276638984680176,5.636617183685303,6.123006820678711,119205,0.0,0.0
2024-07-09 00:00:00+00:00,6.123006820678711,6.336793899536133,6.0774312019348145,6.321402072906494,73950,0.0,0.0
2024-07-10 00:00:00+00:00,6.321402072906494,6.554869174957275,6.265995025634766,6.458745002746582,66974,0.0,0.0
2024-07-11 00:00:00+00:00,6.458745002746582,6.7219648361206055,6.330440044403076,6.330445766448975,89151,0.0,0.0
2024-07-12 00:00:00+00:00,6.330445766448975,6.426774978637695,6.232015132904053,6.420276165008545,84264,0.0,0.0
2024-07-13 00:00:00+00:00,6.420276165008545,6.706202030181885,6.418146133422852,6.706089019775391,45780,0.0,0.0
2024-07-14 00:00:00+00:00,6.706089019775391,7.036869049072266,6.675332069396973,6.973444938659668,51257,0.0,0.0
2024-07-15 00:00:00+00:00,6.973444938659668,7.325326919555664,6.971579074859619,7.324170112609863,57100,0.0,0.0
2024-07-16 00:00:00+00:00,7.324005126953125,7.503714084625244,6.993288993835449,7.438453197479248,89874,0.0,0.0
2024-07-17 00:00:00+00:00,7.438453197479248,7.762013912200928,7.419619083404541,7.480434894561768,128933,0.0,0.0
2024-07-18 00:00:00+00:00,7.479514122009277,7.517961025238037,7.219729900360107,7.328309059143066,63674,0.0,0.0
2024-07-19 00:00:00+00:00,7.328309059143066,7.882843971252441,7.229653835296631,7.854002952575684,101898,0.0,0.0
2024-07-20 00:00:00+00:00,7.854002952575684,7.871407985687256,7.658082962036133,7.789624214172363,37707,0.0,0.0
2024-07-21 00:00:00+00:00,7.789624214172363,7.9395551681518555,7.505733013153076,7.881555080413818,94775,0.0,0.0
2024-07-22 00:00:00+00:00,7.868020057678223,8.020362854003906,7.602540969848633,7.605062961578369,62137,0.0,0.0
2024-07-23 00:00:00+00:00,7.605062961578369,7.761591911315918,7.345317840576172,7.533721923828125,196689,0.0,0.0
2024-07-24 00:00:00+00:00,7.531915187835693,7.559479236602783,7.145668029785156,7.157710075378418,74758,0.0,0.0
2024-07-25 00:00:00+00:00,7.157710075378418,7.193965911865234,6.813284873962402,6.934103965759277,140009,0.0,0.0
2024-07-26 00:00:00+00:00,6.934103965759277,7.339109897613525,6.925319194793701,7.339089870452881,49486,0.0,0.0
2024-07-27 00:00:00+00:00,7.339089870452881,7.723916053771973,7.333988189697266,7.5539870262146,59437,0.0,0.0
2024-07-28 00:00:00+00:00,7.5539870262146,7.5539870262146,7.184717178344727,7.194502830505371,55366,0.0,0.0
2024-07-29 00:00:00+00:00,7.194502830505371,7.4514617919921875,7.114710807800293,7.141993045806885,103987,0.0,0.0
2024-07-30 00:00:00+00:00,7.143435001373291,7.242059230804443,6.9002461433410645,6.955587863922119,80205,0.0,0.0
