TIMESTAMP,HABIBI_OPEN_PRICE_USD,HABIBI_HIGH_PRICE_USD,HABIBI_LOW_PRICE_USD,HABIBI_CLOSE_PRICE_USD,HABIBI_VOLUME_USD,HABIBI_DIVIDENDS_USD,HABIBI_STOCK_SPLITS_USD
2023-06-14 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,1093272,0.0,0.0
2023-06-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,847947,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,650134,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,556190,0.0,0.0
2023-06-18 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,737071,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,585033,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,732431,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,710688,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,632382,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,675312,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,549932,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,592417,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,600787,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,550248,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,527702,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,598266,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,594319,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,615739,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,611590,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,538664,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,681986,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,614372,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,634365,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,534076,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,555178,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,581955,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,573652,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,689172,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,557719,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,664146,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,693729,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,701246,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,616152,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,594594,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,576186,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,605926,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,622476,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,694658,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,1061860,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,616749,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,573366,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,545781,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,547400,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,397180,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,440488,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,270760,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,273315,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,272173,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,293278,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,277395,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,255944,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,293237,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,291980,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,292808,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,287070,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,296549,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,301490,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,293053,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,295713,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,296448,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,296486,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,197334,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,294610,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,294576,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,289630,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,286303,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,278530,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,196501,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,222742,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,143718,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,282427,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,181190,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,185655,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,267027,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,270692,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,150426,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,196837,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,286651,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,281791,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,146592,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,102793,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,197082,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,197793,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,237152,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,181601,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,236798,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,145212,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,28221,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,3351,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,145576,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,205387,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,209184,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,116,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,210,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,88095,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,33041,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,2597,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,12715,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,194579,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,82967,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,97690,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,107700,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,70932,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,1091,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,5441,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,4459,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,2723,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,116480,0.0,0.0
