TIMESTAMP,MAPE_OPEN_PRICE_USD,MAPE_HIGH_PRICE_USD,MAPE_LOW_PRICE_USD,MAPE_CLOSE_PRICE_USD,MAPE_VOLUME_USD,MAPE_DIVIDENDS_USD,MAPE_STOCK_SPLITS_USD
2022-03-30 00:00:00+00:00,0.8853039741516113,0.9438530206680298,0.845071017742157,0.8489300012588501,2818581,0.0,0.0
2022-03-31 00:00:00+00:00,0.850612998008728,0.9436299800872803,0.7213839888572693,0.8068839907646179,2038343,0.0,0.0
2022-04-01 00:00:00+00:00,0.8068860173225403,1.2656099796295166,0.7783709764480591,1.2597880363464355,1055584,0.0,0.0
2022-04-02 00:00:00+00:00,1.259801983833313,1.4418879747390747,1.0646799802780151,1.3420419692993164,913066,0.0,0.0
2022-04-03 00:00:00+00:00,1.34197998046875,2.54167103767395,1.2948169708251953,2.3937621116638184,1952054,0.0,0.0
2022-04-04 00:00:00+00:00,2.393768072128296,2.9777369499206543,1.8914949893951416,1.9624650478363037,1813191,0.0,0.0
2022-04-05 00:00:00+00:00,1.9624680280685425,2.4865829944610596,1.9328769445419312,2.266171932220459,964006,0.0,0.0
2022-04-06 00:00:00+00:00,2.2669389247894287,2.317579984664917,2.024203062057495,2.06925892829895,741233,0.0,0.0
2022-04-07 00:00:00+00:00,2.0643539428710938,3.0231659412384033,2.0269908905029297,2.7131290435791016,1285165,0.0,0.0
2022-04-08 00:00:00+00:00,2.709196090698242,3.749994993209839,2.69248104095459,3.3288938999176025,2209217,0.0,0.0
2022-04-09 00:00:00+00:00,3.329292058944702,3.528747081756592,2.999660015106201,3.1701409816741943,1584837,0.0,0.0
2022-04-10 00:00:00+00:00,3.170391082763672,3.170391082763672,2.4841771125793457,2.8412020206451416,815536,0.0,0.0
2022-04-11 00:00:00+00:00,2.8396339416503906,2.8396339416503906,2.4463629722595215,2.4865059852600098,606305,0.0,0.0
2022-04-12 00:00:00+00:00,2.486659049987793,3.2751379013061523,2.479346990585327,2.917206048965454,2517735,0.0,0.0
2022-04-13 00:00:00+00:00,2.9208250045776367,3.2464139461517334,2.895195960998535,3.0903820991516113,2389872,0.0,0.0
2022-04-14 00:00:00+00:00,3.0903871059417725,3.3768310546875,3.01990008354187,3.2036569118499756,1158417,0.0,0.0
2022-04-15 00:00:00+00:00,3.203634023666382,3.304224967956543,2.8920040130615234,2.9340550899505615,1506107,0.0,0.0
2022-04-16 00:00:00+00:00,2.930217981338501,3.176071882247925,2.872960090637207,3.0734100341796875,1451871,0.0,0.0
2022-04-17 00:00:00+00:00,3.0747430324554443,3.6859021186828613,2.9474079608917236,3.4637229442596436,2161202,0.0,0.0
2022-04-18 00:00:00+00:00,3.462980031967163,3.5452539920806885,3.1716909408569336,3.205889940261841,1779587,0.0,0.0
2022-04-19 00:00:00+00:00,3.2054340839385986,3.265307903289795,3.1451499462127686,3.228909969329834,1328124,0.0,0.0
2022-04-20 00:00:00+00:00,3.2289350032806396,3.416951894760132,2.383402109146118,2.539335012435913,2626355,0.0,0.0
2022-04-21 00:00:00+00:00,2.5393340587615967,2.929640054702759,2.4856040477752686,2.4975600242614746,2051143,0.0,0.0
2022-04-22 00:00:00+00:00,2.4975221157073975,2.6979520320892334,2.45510196685791,2.477022886276245,1283502,0.0,0.0
2022-04-23 00:00:00+00:00,2.4769949913024902,2.5218379497528076,2.3961400985717773,2.3999619483947754,877158,0.0,0.0
2022-04-24 00:00:00+00:00,2.3999569416046143,2.406475067138672,2.1596031188964844,2.254288911819458,1183737,0.0,0.0
2022-04-25 00:00:00+00:00,2.2543299198150635,2.2637369632720947,1.9668350219726562,2.0578839778900146,1016882,0.0,0.0
2022-04-26 00:00:00+00:00,2.0680460929870605,2.077220916748047,1.8166379928588867,1.881363034248352,1433216,0.0,0.0
2022-04-27 00:00:00+00:00,1.8783470392227173,1.9036420583724976,1.4789509773254395,1.5110150575637817,1401250,0.0,0.0
2022-04-28 00:00:00+00:00,1.5110169649124146,1.5323100090026855,1.3732030391693115,1.3895599842071533,827682,0.0,0.0
2022-04-29 00:00:00+00:00,1.389827013015747,1.534862995147705,1.356711983680725,1.4718610048294067,933398,0.0,0.0
2022-04-30 00:00:00+00:00,1.4710190296173096,1.5016050338745117,1.370223045349121,1.3743900060653687,887450,0.0,0.0
2022-05-01 00:00:00+00:00,1.3764090538024902,1.4594299793243408,1.3692289590835571,1.387063980102539,746753,0.0,0.0
2022-05-02 00:00:00+00:00,1.3881980180740356,1.4707000255584717,1.3801239728927612,1.4479320049285889,665330,0.0,0.0
2022-05-03 00:00:00+00:00,1.448536992073059,1.4726699590682983,1.3789030313491821,1.3970379829406738,672219,0.0,0.0
2022-05-04 00:00:00+00:00,1.3970040082931519,1.4145280122756958,1.3517390489578247,1.4130229949951172,583122,0.0,0.0
2022-05-05 00:00:00+00:00,1.4130289554595947,1.4471360445022583,1.3746229410171509,1.3921810388565063,501187,0.0,0.0
2022-05-06 00:00:00+00:00,1.3917160034179688,1.4104249477386475,1.3380440473556519,1.401540994644165,680143,0.0,0.0
2022-05-07 00:00:00+00:00,1.4015259742736816,1.6878340244293213,1.3981269598007202,1.6277769804000854,1037038,0.0,0.0
2022-05-08 00:00:00+00:00,1.6278150081634521,1.630391001701355,1.4215879440307617,1.4247349500656128,887814,0.0,0.0
2022-05-09 00:00:00+00:00,1.424757957458496,1.623060941696167,1.3337609767913818,1.6005829572677612,799646,0.0,0.0
2022-05-10 00:00:00+00:00,1.5983309745788574,1.6416490077972412,1.5173900127410889,1.611454963684082,619326,0.0,0.0
2022-05-11 00:00:00+00:00,1.6114840507507324,1.6134350299835205,1.3381459712982178,1.398290991783142,797708,0.0,0.0
2022-05-12 00:00:00+00:00,1.3982690572738647,1.4008760452270508,0.9201520085334778,0.9429259896278381,885420,0.0,0.0
