TIMESTAMP,BABYSHIRO_OPEN_PRICE_USD,BABYSHIRO_HIGH_PRICE_USD,BABYSHIRO_LOW_PRICE_USD,BABYSHIRO_CLOSE_PRICE_USD,BABYSHIRO_VOLUME_USD,BABYSHIRO_DIVIDENDS_USD,BABYSHIRO_STOCK_SPLITS_USD
2024-12-08 00:00:00+00:00,0.0007960000075399876,0.0009459999855607748,0.0007769999792799354,0.0009449999779462814,4591312,0.0,0.0
2024-12-09 00:00:00+00:00,0.0009449999779462814,0.0018110000528395176,0.0008769999840296805,0.0008839999791234732,6190544,0.0,0.0
2024-12-10 00:00:00+00:00,0.0008839999791234732,0.0013200000394135714,0.0007740000146441162,0.0008169999928213656,1214163,0.0,0.0
2024-12-11 00:00:00+00:00,0.0008169999928213656,0.0008660000166855752,0.0007510000141337514,0.0007970000151544809,435378,0.0,0.0
2024-12-12 00:00:00+00:00,0.0007970000151544809,0.0007970000151544809,0.0005119999987073243,0.0005670000100508332,460793,0.0,0.0
2024-12-13 00:00:00+00:00,0.0005670000100508332,0.0005970000056549907,0.0004020000051241368,0.0004220000118948519,273653,0.0,0.0
2024-12-14 00:00:00+00:00,0.0004220000118948519,0.0006569999968633056,0.00039599998854100704,0.00046999999904073775,266448,0.0,0.0
2024-12-15 00:00:00+00:00,0.00046999999904073775,0.0008779999916441739,0.00045900000259280205,0.0007590000168420374,704835,0.0,0.0
2024-12-16 00:00:00+00:00,0.0007590000168420374,0.0008379999781027436,0.0005569999921135604,0.000691999972332269,401767,0.0,0.0
2024-12-17 00:00:00+00:00,0.000691999972332269,0.0007190000033006072,0.0006060000159777701,0.0006309999735094607,285391,0.0,0.0
2024-12-18 00:00:00+00:00,0.0006309999735094607,0.0006409999914467335,0.0005579999997280538,0.0005629999795928597,194325,0.0,0.0
2024-12-19 00:00:00+00:00,0.0005629999795928597,0.0005760000203736126,0.0004600000102072954,0.00046499999007210135,178163,0.0,0.0
2024-12-20 00:00:00+00:00,0.00046499999007210135,0.0006300000241026282,0.0004090000002179295,0.0005990000208839774,139592,0.0,0.0
2024-12-21 00:00:00+00:00,0.0005990000208839774,0.0006430000066757202,0.00048600000445730984,0.0005740000051446259,141183,0.0,0.0
2024-12-22 00:00:00+00:00,0.0005740000051446259,0.0006479999865405262,0.0005210000090301037,0.0005610000225715339,78382,0.0,0.0
2024-12-23 00:00:00+00:00,0.0005610000225715339,0.0005740000051446259,0.00048499999684281647,0.0005019999807700515,42126,0.0,0.0
2024-12-24 00:00:00+00:00,0.0005019999807700515,0.0005070000188425183,0.0004820000031031668,0.0004839999892283231,39759,0.0,0.0
2024-12-25 00:00:00+00:00,0.0004839999892283231,0.0006339999963529408,0.0004600000102072954,0.0006179999909363687,372435,0.0,0.0
2024-12-26 00:00:00+00:00,0.0006179999909363687,0.0006820000126026571,0.000291000003926456,0.0003380000125616789,1121088,0.0,0.0
