TIMESTAMP,USDY29256_OPEN_PRICE_USD,USDY29256_HIGH_PRICE_USD,USDY29256_LOW_PRICE_USD,USDY29256_CLOSE_PRICE_USD,USDY29256_VOLUME_USD,USDY29256_DIVIDENDS_USD,USDY29256_STOCK_SPLITS_USD
2024-02-01 00:00:00+00:00,1.0066510438919067,1.029054045677185,0.9743499755859375,1.0098940134048462,3478935,0.0,0.0
2024-02-02 00:00:00+00:00,1.013185977935791,1.024440050125122,0.9981300234794617,1.0243250131607056,2887819,0.0,0.0
2024-02-03 00:00:00+00:00,1.0243250131607056,1.0247440338134766,1.0221320390701294,1.0242589712142944,3407038,0.0,0.0
2024-02-04 00:00:00+00:00,1.0242589712142944,1.0254319906234741,1.024237036705017,1.0251649618148804,816172,0.0,0.0
2024-02-05 00:00:00+00:00,1.0251649618148804,1.0258790254592896,1.024757981300354,1.0255420207977295,717332,0.0,0.0
2024-02-06 00:00:00+00:00,1.0255420207977295,1.0262349843978882,1.0252599716186523,1.0254299640655518,337999,0.0,0.0
2024-02-07 00:00:00+00:00,1.0254299640655518,1.0275239944458008,1.0250740051269531,1.026479959487915,283816,0.0,0.0
2024-02-08 00:00:00+00:00,1.026479959487915,1.028817057609558,1.0252189636230469,1.0266400575637817,176076,0.0,0.0
2024-02-09 00:00:00+00:00,1.0266400575637817,1.0286990404129028,1.0257079601287842,1.0280450582504272,172979,0.0,0.0
2024-02-10 00:00:00+00:00,1.0280450582504272,1.0297670364379883,1.025804042816162,1.0268340110778809,138187,0.0,0.0
2024-02-11 00:00:00+00:00,1.0268340110778809,1.0273629426956177,1.0258049964904785,1.0263299942016602,65947,0.0,0.0
2024-02-12 00:00:00+00:00,1.0263299942016602,1.0277949571609497,1.0262550115585327,1.0265820026397705,242729,0.0,0.0
2024-02-13 00:00:00+00:00,1.0265820026397705,1.027925968170166,1.0263789892196655,1.027405023574829,69084,0.0,0.0
2024-02-14 00:00:00+00:00,1.027405023574829,1.0283679962158203,1.0260260105133057,1.0279890298843384,117699,0.0,0.0
2024-02-15 00:00:00+00:00,1.0279890298843384,1.028656005859375,1.0263880491256714,1.026824951171875,734107,0.0,0.0
2024-02-16 00:00:00+00:00,1.026824951171875,1.027264952659607,1.0267449617385864,1.0270359516143799,115357,0.0,0.0
2024-02-17 00:00:00+00:00,1.0270359516143799,1.02708899974823,1.0260299444198608,1.0268369913101196,79108,0.0,0.0
2024-02-18 00:00:00+00:00,1.0268369913101196,1.0275620222091675,1.026548981666565,1.0268759727478027,44742,0.0,0.0
2024-02-19 00:00:00+00:00,1.0268759727478027,1.027400016784668,1.026520013809204,1.0272140502929688,65839,0.0,0.0
2024-02-20 00:00:00+00:00,1.0272140502929688,1.0277040004730225,1.02509605884552,1.0269540548324585,60764,0.0,0.0
2024-02-21 00:00:00+00:00,1.0269540548324585,1.0273540019989014,1.0266180038452148,1.026973009109497,82415,0.0,0.0
2024-02-22 00:00:00+00:00,1.026973009109497,1.0274900197982788,1.0264209508895874,1.0273890495300293,197270,0.0,0.0
2024-02-23 00:00:00+00:00,1.0273890495300293,1.0278290510177612,1.0253080129623413,1.0272330045700073,172885,0.0,0.0
2024-02-24 00:00:00+00:00,1.0272630453109741,1.027493953704834,1.0263170003890991,1.0274080038070679,104716,0.0,0.0
2024-02-25 00:00:00+00:00,1.0274080038070679,1.0285019874572754,1.026440978050232,1.026458978652954,492780,0.0,0.0
2024-02-26 00:00:00+00:00,1.026458978652954,1.028203010559082,1.0264179706573486,1.0278739929199219,70763,0.0,0.0
