,MSE,RMSE,MAE,MAPE,R2
0,14659407.709302656,3828.760597021268,3121.693743999998,0.0891450217454125,-1.5025209035224187
1,12217039.094961263,3495.288127602825,2606.03295967742,0.07199325320617689,-0.27710243228129317
2,8460596.403703257,2908.710436551438,2302.321187096774,0.05021385582279627,0.17761191898665085
3,14243377.525726696,3774.039947553112,3151.5132083333333,0.06993304459872188,-0.4938114128720783
4,29404992.495617196,5422.637042585203,4463.50553064516,0.07941332281336372,-0.1895867950866994
5,13044314.308060737,3611.6913362108808,2973.9461833333344,0.049423833926561134,-0.010754787885875361
6,15263554.027683683,3906.859867935332,3063.5756516129036,0.06231456296196886,-1.1480552941607876
7,13047865.783606121,3612.1829665184628,2934.2469758064517,0.07393774510390726,-0.11886257649127852
8,11682419.042909611,3417.95538925095,2630.8428714285724,0.06450253565272641,-0.8712266764153056
9,12022683.011165775,3467.3740800735322,2903.3366451612897,0.06844781189449067,-0.436411033703032
10,5178237.122037676,2275.5740203380938,1817.8114750000018,0.04412083605894624,0.17187502418603207
11,11937143.884637967,3455.0172046804582,2470.890361290322,0.07981434244941758,-0.05026151019700964
Mean,13430135.867451051,3598.007584693463,2869.9763994487967,0.06693834718620745,-0.3957588732869246
