TIMESTAMP,SNEED_OPEN_PRICE_USD,SNEED_HIGH_PRICE_USD,SNEED_LOW_PRICE_USD,SNEED_CLOSE_PRICE_USD,SNEED_VOLUME_USD,SNEED_DIVIDENDS_USD,SNEED_STOCK_SPLITS_USD
2024-03-07 00:00:00+00:00,197.56802368164062,204.56222534179688,196.8116912841797,202.85279846191406,1412,0.0,0.0
2024-03-08 00:00:00+00:00,202.85279846191406,205.3080291748047,190.50360107421875,200.5398712158203,964,0.0,0.0
2024-03-09 00:00:00+00:00,200.5398712158203,210.57144165039062,198.7883758544922,201.18798828125,430,0.0,0.0
2024-03-10 00:00:00+00:00,201.18798828125,201.80715942382812,186.60012817382812,191.57565307617188,1167,0.0,0.0
2024-03-11 00:00:00+00:00,191.57565307617188,210.92599487304688,187.90121459960938,206.37356567382812,460,0.0,0.0
2024-03-12 00:00:00+00:00,206.37356567382812,210.6503448486328,206.37356567382812,208.5746612548828,0,0.0,0.0
2024-03-13 00:00:00+00:00,208.5746612548828,208.5746612548828,191.31016540527344,195.4181671142578,826,0.0,0.0
2024-03-14 00:00:00+00:00,195.4181671142578,197.55374145507812,177.4563446044922,185.54696655273438,154,0.0,0.0
2024-03-15 00:00:00+00:00,185.54696655273438,187.63629150390625,161.23379516601562,171.43492126464844,129,0.0,0.0
2024-03-16 00:00:00+00:00,171.43492126464844,176.63104248046875,157.94577026367188,161.0770721435547,232,0.0,0.0
2024-03-17 00:00:00+00:00,161.0770721435547,170.0186309814453,154.27099609375,165.98562622070312,1184,0.0,0.0
2024-03-18 00:00:00+00:00,165.14013671875,169.4141845703125,155.75341796875,160.8409881591797,1008,0.0,0.0
2024-03-19 00:00:00+00:00,161.56045532226562,163.5725860595703,139.58334350585938,142.48753356933594,53,0.0,0.0
2024-03-20 00:00:00+00:00,142.48753356933594,156.71109008789062,137.6424560546875,156.40805053710938,298,0.0,0.0
2024-03-21 00:00:00+00:00,156.40805053710938,161.7079315185547,153.16514587402344,161.7079315185547,0,0.0,0.0
2024-03-22 00:00:00+00:00,161.7079315185547,179.06784057617188,161.7079315185547,169.04750061035156,849,0.0,0.0
2024-03-23 00:00:00+00:00,169.04750061035156,174.8548126220703,163.12986755371094,168.68032836914062,438,0.0,0.0
2024-03-24 00:00:00+00:00,168.68032836914062,187.14064025878906,168.63153076171875,183.44082641601562,298,0.0,0.0
2024-03-25 00:00:00+00:00,183.44082641601562,208.467041015625,155.73150634765625,163.76583862304688,9305,0.0,0.0
2024-03-26 00:00:00+00:00,163.76583862304688,190.95335388183594,161.84461975097656,184.37196350097656,1396,0.0,0.0
2024-03-27 00:00:00+00:00,184.37196350097656,206.22998046875,177.82080078125,179.33631896972656,1213,0.0,0.0
2024-03-28 00:00:00+00:00,179.33631896972656,183.20626831054688,163.50234985351562,167.8333740234375,1696,0.0,0.0
2024-03-29 00:00:00+00:00,167.8333740234375,174.08555603027344,159.837158203125,163.1322021484375,460,0.0,0.0
2024-03-30 00:00:00+00:00,163.1322021484375,176.4751739501953,163.0071258544922,169.97830200195312,2351,0.0,0.0
2024-03-31 00:00:00+00:00,169.97830200195312,188.82923889160156,169.22950744628906,186.95494079589844,5312,0.0,0.0
2024-04-01 00:00:00+00:00,186.95494079589844,208.9170379638672,184.98513793945312,202.7363739013672,3487,0.0,0.0
2024-04-02 00:00:00+00:00,202.7363739013672,205.66070556640625,186.25253295898438,199.21234130859375,88,0.0,0.0
2024-04-03 00:00:00+00:00,199.21234130859375,207.90135192871094,187.87425231933594,191.19076538085938,1184,0.0,0.0
2024-04-04 00:00:00+00:00,191.19076538085938,196.6180877685547,188.7429656982422,192.1280975341797,250,0.0,0.0
2024-04-05 00:00:00+00:00,192.1280975341797,193.8182373046875,179.36891174316406,181.7294921875,18,0.0,0.0
2024-04-06 00:00:00+00:00,181.7294921875,184.9750518798828,180.27149963378906,183.4728546142578,18,0.0,0.0
2024-04-07 00:00:00+00:00,183.4728546142578,186.68394470214844,181.05267333984375,183.0830078125,302,0.0,0.0
2024-04-08 00:00:00+00:00,183.0830078125,185.0331573486328,179.97816467285156,185.0331573486328,0,0.0,0.0
2024-04-09 00:00:00+00:00,185.0331573486328,186.35125732421875,162.54295349121094,163.43019104003906,1851,0.0,0.0
2024-04-10 00:00:00+00:00,163.43019104003906,165.2146453857422,155.62986755371094,164.04876708984375,128,0.0,0.0
2024-04-11 00:00:00+00:00,164.04876708984375,168.49069213867188,160.24290466308594,161.65867614746094,341,0.0,0.0
2024-04-12 00:00:00+00:00,161.65867614746094,164.41322326660156,128.57533264160156,141.21914672851562,796,0.0,0.0
2024-04-13 00:00:00+00:00,141.21914672851562,141.21914672851562,114.79745483398438,127.41681671142578,332,0.0,0.0
2024-04-14 00:00:00+00:00,127.41681671142578,134.26992797851562,120.48114776611328,134.26992797851562,104,0.0,0.0
2024-04-15 00:00:00+00:00,133.73167419433594,142.37181091308594,124.88101959228516,127.06620025634766,38,0.0,0.0
2024-04-16 00:00:00+00:00,127.06620025634766,129.75326538085938,119.61786651611328,125.53760528564453,379,0.0,0.0
2024-04-17 00:00:00+00:00,125.53760528564453,129.4035186767578,114.78541564941406,117.8908462524414,1422,0.0,0.0
2024-04-18 00:00:00+00:00,117.8908462524414,127.55643463134766,114.88526153564453,126.40985107421875,115,0.0,0.0
2024-04-19 00:00:00+00:00,126.40985107421875,141.2166290283203,117.56039428710938,137.46719360351562,192,0.0,0.0
2024-04-20 00:00:00+00:00,137.46719360351562,151.600830078125,135.9342498779297,151.00958251953125,297,0.0,0.0
2024-04-21 00:00:00+00:00,151.00958251953125,159.020751953125,144.14599609375,147.89837646484375,448,0.0,0.0
2024-04-22 00:00:00+00:00,147.89837646484375,151.55775451660156,142.16331481933594,145.1643524169922,472,0.0,0.0
2024-04-23 00:00:00+00:00,145.1643524169922,146.0587158203125,138.64161682128906,138.71826171875,48,0.0,0.0
2024-04-24 00:00:00+00:00,138.71826171875,142.33560180664062,125.9261474609375,127.21612548828125,833,0.0,0.0
2024-04-25 00:00:00+00:00,127.21612548828125,127.25045776367188,120.03998565673828,124.38186645507812,1272,0.0,0.0
2024-04-26 00:00:00+00:00,124.38186645507812,127.4441146850586,120.83702087402344,121.08300018310547,688,0.0,0.0
2024-04-27 00:00:00+00:00,121.08300018310547,121.91840362548828,113.25740814208984,118.5931167602539,2043,0.0,0.0
2024-04-28 00:00:00+00:00,118.5931167602539,126.94738006591797,118.44786071777344,122.11962127685547,14,0.0,0.0
2024-04-29 00:00:00+00:00,122.11962127685547,124.49652862548828,120.44965362548828,120.79139709472656,0,0.0,0.0
2024-04-30 00:00:00+00:00,120.79139709472656,120.79139709472656,111.35054779052734,113.74002838134766,526,0.0,0.0
2024-05-01 00:00:00+00:00,113.74002838134766,115.54053497314453,103.9307632446289,114.71102905273438,1625,0.0,0.0
2024-05-02 00:00:00+00:00,114.71102905273438,120.8829574584961,112.1624755859375,119.88165283203125,401,0.0,0.0
2024-05-03 00:00:00+00:00,119.88165283203125,123.4480972290039,115.15571594238281,121.06195831298828,27,0.0,0.0
2024-05-04 00:00:00+00:00,121.06195831298828,121.0823974609375,118.3105697631836,118.62960815429688,0,0.0,0.0
2024-05-05 00:00:00+00:00,118.62960815429688,124.93953704833984,115.91263580322266,124.93953704833984,1886,0.0,0.0
2024-05-06 00:00:00+00:00,124.93953704833984,133.7881317138672,123.22721099853516,123.22721099853516,218,0.0,0.0
2024-05-07 00:00:00+00:00,123.22721099853516,125.94247436523438,116.49295043945312,116.76242065429688,472,0.0,0.0
2024-05-08 00:00:00+00:00,116.76242065429688,118.383544921875,114.38990783691406,118.19732666015625,6136,0.0,0.0
2024-05-09 00:00:00+00:00,118.19732666015625,123.38400268554688,117.43778228759766,122.21563720703125,5080,0.0,0.0
2024-05-10 00:00:00+00:00,122.21563720703125,126.5007095336914,117.4657211303711,117.9854965209961,8826,0.0,0.0
2024-05-11 00:00:00+00:00,117.9854965209961,122.38844299316406,117.90502166748047,119.40608215332031,2832,0.0,0.0
2024-05-12 00:00:00+00:00,119.40608215332031,120.2225341796875,117.44739532470703,118.17462158203125,186,0.0,0.0
2024-05-13 00:00:00+00:00,118.17462158203125,124.0490493774414,114.70823669433594,123.38665008544922,7438,0.0,0.0
2024-05-14 00:00:00+00:00,123.38665008544922,128.21556091308594,121.97874450683594,124.15496826171875,5852,0.0,0.0
2024-05-15 00:00:00+00:00,124.15496826171875,137.1168212890625,124.06578826904297,132.791259765625,5612,0.0,0.0
2024-05-16 00:00:00+00:00,132.791259765625,133.97235107421875,128.45175170898438,129.87200927734375,1993,0.0,0.0
2024-05-17 00:00:00+00:00,129.87200927734375,140.70150756835938,128.6400604248047,137.54954528808594,3495,0.0,0.0
2024-05-18 00:00:00+00:00,137.54954528808594,144.8769073486328,136.5764923095703,141.18882751464844,3950,0.0,0.0
2024-05-19 00:00:00+00:00,141.18882751464844,143.31910705566406,134.44863891601562,135.5181427001953,2816,0.0,0.0
2024-05-20 00:00:00+00:00,135.5181427001953,138.91641235351562,130.18109130859375,132.3900604248047,17293,0.0,0.0
2024-05-21 00:00:00+00:00,132.3900604248047,135.52084350585938,130.10140991210938,131.3173065185547,2693,0.0,0.0
2024-05-22 00:00:00+00:00,131.3173065185547,133.3600311279297,127.29383850097656,127.32167053222656,9803,0.0,0.0
2024-05-23 00:00:00+00:00,127.32167053222656,129.1395263671875,120.62987518310547,125.0263671875,4740,0.0,0.0
2024-05-24 00:00:00+00:00,125.0263671875,133.4674530029297,122.33596801757812,133.4674530029297,11967,0.0,0.0
2024-05-25 00:00:00+00:00,133.4674530029297,134.9692840576172,131.87417602539062,132.02842712402344,2723,0.0,0.0
2024-05-26 00:00:00+00:00,132.02842712402344,133.9378204345703,129.24801635742188,130.41624450683594,2403,0.0,0.0
2024-05-27 00:00:00+00:00,130.41624450683594,137.13092041015625,130.3495635986328,133.33721923828125,2392,0.0,0.0
2024-05-28 00:00:00+00:00,133.33721923828125,136.06011962890625,129.69131469726562,131.53794860839844,3926,0.0,0.0
2024-05-29 00:00:00+00:00,131.53794860839844,133.4046173095703,123.2889404296875,124.38843536376953,11352,0.0,0.0
2024-05-30 00:00:00+00:00,124.13182067871094,126.58697509765625,121.10072326660156,122.52783966064453,553,0.0,0.0
2024-05-31 00:00:00+00:00,123.20317840576172,123.2360610961914,119.45170593261719,119.45170593261719,5652,0.0,0.0
2024-06-01 00:00:00+00:00,119.45170593261719,123.29468536376953,119.34200286865234,122.71466064453125,2160,0.0,0.0
2024-06-02 00:00:00+00:00,122.71466064453125,123.39441680908203,119.49946594238281,120.91835021972656,379,0.0,0.0
2024-06-03 00:00:00+00:00,120.91835021972656,123.91498565673828,119.48835754394531,121.46595764160156,2007,0.0,0.0
2024-06-04 00:00:00+00:00,121.46595764160156,125.48799896240234,120.8983154296875,124.5589599609375,798,0.0,0.0
2024-06-05 00:00:00+00:00,124.5589599609375,129.94979858398438,123.24794006347656,125.37095642089844,7764,0.0,0.0
2024-06-06 00:00:00+00:00,125.37095642089844,125.94313049316406,119.0351333618164,120.84294891357422,6084,0.0,0.0
2024-06-07 00:00:00+00:00,120.9434814453125,129.40512084960938,108.20744323730469,111.3583755493164,11917,0.0,0.0
2024-06-08 00:00:00+00:00,111.3583755493164,114.30645751953125,104.66695404052734,106.54349517822266,18108,0.0,0.0
2024-06-09 00:00:00+00:00,106.54349517822266,108.3035888671875,105.39997100830078,107.49048614501953,806,0.0,0.0
2024-06-10 00:00:00+00:00,107.49048614501953,109.35771179199219,103.94937896728516,107.95108032226562,1179,0.0,0.0
2024-06-11 00:00:00+00:00,107.95108032226562,109.06730651855469,92.10353088378906,94.86180877685547,11321,0.0,0.0
2024-06-12 00:00:00+00:00,94.86180877685547,102.608154296875,91.40718078613281,96.48426055908203,15693,0.0,0.0
2024-06-13 00:00:00+00:00,96.48426055908203,97.1103515625,90.68685150146484,91.92416381835938,4416,0.0,0.0
