TIMESTAMP,PANDA14553_OPEN_PRICE_USD,PANDA14553_HIGH_PRICE_USD,PANDA14553_LOW_PRICE_USD,PANDA14553_CLOSE_PRICE_USD,PANDA14553_VOLUME_USD,PANDA14553_DIVIDENDS_USD,PANDA14553_STOCK_SPLITS_USD
2021-11-18 00:00:00+00:00,0.00041199999395757914,0.000645000021904707,0.00032500000088475645,0.00036899998667649925,6353,0.0,0.0
2021-11-19 00:00:00+00:00,0.00036899998667649925,0.0003929999948013574,0.0002629999944474548,0.0003260000084992498,3949,0.0,0.0
2021-11-20 00:00:00+00:00,0.0003260000084992498,0.00046099998871795833,0.00026599998818710446,0.0003980000037699938,7721,0.0,0.0
2021-11-21 00:00:00+00:00,0.0003980000037699938,0.00039999998989515007,0.00032900000223889947,0.00036800000816583633,4011,0.0,0.0
2021-11-22 00:00:00+00:00,0.00036800000816583633,0.00040600000647827983,0.0003490000090096146,0.00035600000410340726,2914,0.0,0.0
2021-11-23 00:00:00+00:00,0.00035600000410340726,0.00035700001171790063,0.0003110000106971711,0.0003480000013951212,1505,0.0,0.0
2021-11-24 00:00:00+00:00,0.0003480000013951212,0.0003539999888744205,0.00030399998649954796,0.00030499999411404133,1835,0.0,0.0
2021-11-25 00:00:00+00:00,0.0003480000013951212,0.00036700000055134296,0.00033999999868683517,0.0003600000054575503,1555,0.0,0.0
2021-11-26 00:00:00+00:00,0.00035099999513477087,0.00035099999513477087,0.00026500000967644155,0.00026500000967644155,1940,0.0,0.0
2021-11-27 00:00:00+00:00,0.00026500000967644155,0.0002800000074785203,0.00026000000070780516,0.0002640000020619482,737,0.0,0.0
2021-11-28 00:00:00+00:00,0.0002640000020619482,0.000295000005280599,0.00025099999038502574,0.0002730000123847276,3115,0.0,0.0
2021-11-29 00:00:00+00:00,0.0002730000123847276,0.00028199999360367656,0.0002640000020619482,0.0002640000020619482,567,0.0,0.0
2021-11-30 00:00:00+00:00,0.0002640000020619482,0.0002690000110305846,0.0002500000118743628,0.00025499999173916876,640,0.0,0.0
2021-12-01 00:00:00+00:00,0.00025499999173916876,0.00026599998818710446,0.0002099999983329326,0.00022000000171829015,4399,0.0,0.0
2021-12-02 00:00:00+00:00,0.00022000000171829015,0.00022200000239536166,0.00018000000272877514,0.00018400000408291817,1770,0.0,0.0
2021-12-03 00:00:00+00:00,0.00018400000408291817,0.0001880000054370612,0.0001720000000204891,0.00017499999376013875,737,0.0,0.0
2021-12-04 00:00:00+00:00,0.00017499999376013875,0.00017600000137463212,0.00012399999832268804,0.00012599999899975955,2461,0.0,0.0
2021-12-05 00:00:00+00:00,0.00012599999899975955,0.00012700000661425292,0.00011300000187475234,0.00011899999663000926,744,0.0,0.0
2021-12-06 00:00:00+00:00,0.00011899999663000926,0.00013000000035390258,0.00011899999663000926,0.00012599999899975955,1455,0.0,0.0
2021-12-07 00:00:00+00:00,0.00012599999899975955,0.00012700000661425292,0.00011600000289035961,0.00011600000289035961,813,0.0,0.0
2021-12-08 00:00:00+00:00,0.00011600000289035961,0.00011999999696854502,0.00011000000085914508,0.00011899999663000926,1173,0.0,0.0
2021-12-09 00:00:00+00:00,0.00011899999663000926,0.0001230000052601099,0.0001049999991664663,0.0001049999991664663,1446,0.0,0.0
2021-12-10 00:00:00+00:00,0.0001049999991664663,0.00010800000018207356,0.00010299999848939478,0.0001049999991664663,536,0.0,0.0
2021-12-11 00:00:00+00:00,0.0001049999991664663,0.00010699999984353781,0.00010099999781232327,0.00010099999781232327,1065,0.0,0.0
2021-12-12 00:00:00+00:00,0.00010099999781232327,0.00010099999781232327,9.000000136438757e-05,9.000000136438757e-05,975,0.0,0.0
2021-12-13 00:00:00+00:00,9.000000136438757e-05,9.000000136438757e-05,8.299999899463728e-05,8.299999899463728e-05,406,0.0,0.0
2021-12-14 00:00:00+00:00,8.299999899463728e-05,8.299999899463728e-05,7.79999973019585e-05,7.79999973019585e-05,138,0.0,0.0
2021-12-15 00:00:00+00:00,7.79999973019585e-05,8.199999865610152e-05,7.699999696342275e-05,7.699999696342275e-05,907,0.0,0.0
2021-12-16 00:00:00+00:00,7.699999696342275e-05,7.699999696342275e-05,7.000000186963007e-05,7.100000220816582e-05,373,0.0,0.0
2021-12-17 00:00:00+00:00,7.100000220816582e-05,7.100000220816582e-05,4.8000001697801054e-05,4.8000001697801054e-05,1493,0.0,0.0
2021-12-18 00:00:00+00:00,4.8000001697801054e-05,5.500000042957254e-05,4.8000001697801054e-05,5.2999999752501026e-05,507,0.0,0.0
2021-12-19 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,4.8000001697801054e-05,4.999999873689376e-05,435,0.0,0.0
2021-12-20 00:00:00+00:00,4.999999873689376e-05,5.199999941396527e-05,4.8000001697801054e-05,5.199999941396527e-05,239,0.0,0.0
2021-12-21 00:00:00+00:00,5.199999941396527e-05,6.600000051548705e-05,5.199999941396527e-05,6.600000051548705e-05,560,0.0,0.0
2021-12-22 00:00:00+00:00,6.600000051548705e-05,6.70000008540228e-05,6.399999983841553e-05,6.70000008540228e-05,195,0.0,0.0
2021-12-23 00:00:00+00:00,6.70000008540228e-05,7.100000220816582e-05,6.500000017695129e-05,6.70000008540228e-05,327,0.0,0.0
2021-12-24 00:00:00+00:00,6.70000008540228e-05,6.70000008540228e-05,6.299999949987978e-05,6.399999983841553e-05,149,0.0,0.0
2021-12-25 00:00:00+00:00,6.399999983841553e-05,6.399999983841553e-05,5.999999848427251e-05,5.999999848427251e-05,96,0.0,0.0
2021-12-26 00:00:00+00:00,5.999999848427251e-05,6.500000017695129e-05,5.999999848427251e-05,6.399999983841553e-05,211,0.0,0.0
2021-12-27 00:00:00+00:00,6.399999983841553e-05,6.900000153109431e-05,5.6000000768108293e-05,5.8000001445179805e-05,671,0.0,0.0
2021-12-28 00:00:00+00:00,5.8000001445179805e-05,6.299999949987978e-05,5.700000110664405e-05,6.0999998822808266e-05,548,0.0,0.0
2021-12-29 00:00:00+00:00,6.0999998822808266e-05,6.900000153109431e-05,6.0999998822808266e-05,6.800000119255856e-05,248,0.0,0.0
2021-12-30 00:00:00+00:00,6.800000119255856e-05,0.0004330000083427876,6.800000119255856e-05,0.0003100000030826777,16495,0.0,0.0
