TIMESTAMP,WLSC_OPEN_PRICE_USD,WLSC_HIGH_PRICE_USD,WLSC_LOW_PRICE_USD,WLSC_CLOSE_PRICE_USD,WLSC_VOLUME_USD,WLSC_DIVIDENDS_USD,WLSC_STOCK_SPLITS_USD
2025-03-19 00:00:00+00:00,0.11748100072145462,0.11768899857997894,0.09049899876117706,0.11732999980449677,224756,0.0,0.0
2025-03-20 00:00:00+00:00,0.11732999980449677,0.11754400283098221,0.11402200162410736,0.11744700372219086,188881,0.0,0.0
2025-03-21 00:00:00+00:00,0.11744700372219086,0.11747399717569351,0.11373499780893326,0.11575300246477127,2785,0.0,0.0
2025-03-22 00:00:00+00:00,0.11575300246477127,0.11748799681663513,0.11416800320148468,0.11439300328493118,1096,0.0,0.0
2025-03-23 00:00:00+00:00,0.11439300328493118,0.11740600317716599,0.11419399827718735,0.11681199818849564,1704,0.0,0.0
2025-03-24 00:00:00+00:00,0.11681199818849564,0.11745300143957138,0.11379499733448029,0.11382099986076355,1046,0.0,0.0
2025-03-25 00:00:00+00:00,0.11382099986076355,0.11399800330400467,0.11379600316286087,0.11392299830913544,0,0.0,0.0
2025-03-26 00:00:00+00:00,0.11392299830913544,0.1139720007777214,0.11389599740505219,0.11393100023269653,0,0.0,0.0
2025-03-27 00:00:00+00:00,0.11393100023269653,0.11399800330400467,0.1138639971613884,0.11387500166893005,0,0.0,0.0
2025-03-28 00:00:00+00:00,0.11387500166893005,0.1139490008354187,0.11386299878358841,0.11387699842453003,0,0.0,0.0
2025-03-29 00:00:00+00:00,0.11387699842453003,0.11901000142097473,0.11387699842453003,0.1189579963684082,1,0.0,0.0
2025-03-30 00:00:00+00:00,0.1189579963684082,0.11905600130558014,0.11894900351762772,0.11895500123500824,0,0.0,0.0
2025-03-31 00:00:00+00:00,0.11895500123500824,0.11895500123500824,0.11895500123500824,0.11895500123500824,0,0.0,0.0
2025-04-01 00:00:00+00:00,0.11895500123500824,0.11895500123500824,0.11385899782180786,0.1138949990272522,0,0.0,0.0
2025-04-02 00:00:00+00:00,0.1138949990272522,0.11390700191259384,0.1138710007071495,0.11389700323343277,0,0.0,0.0
2025-04-03 00:00:00+00:00,0.11389700323343277,0.11389700323343277,0.11389700323343277,0.11389700323343277,0,0.0,0.0
2025-04-04 00:00:00+00:00,0.11389700323343277,0.11389700323343277,0.11370500177145004,0.1137629970908165,0,0.0,0.0
2025-04-05 00:00:00+00:00,0.1137629970908165,0.11378700286149979,0.11374100297689438,0.11377300322055817,0,0.0,0.0
2025-04-06 00:00:00+00:00,0.11377300322055817,0.11377300322055817,0.11315199732780457,0.1132109984755516,51,0.0,0.0
2025-04-07 00:00:00+00:00,0.1132109984755516,0.11329299956560135,0.11314799636602402,0.11325699836015701,0,0.0,0.0
2025-04-08 00:00:00+00:00,0.11325699836015701,0.11330799758434296,0.1131649985909462,0.11320199817419052,0,0.0,0.0
2025-04-09 00:00:00+00:00,0.11320199817419052,0.45829299092292786,0.11297199875116348,0.11297199875116348,630,0.0,0.0
2025-04-10 00:00:00+00:00,0.11297199875116348,0.3057880103588104,0.09539300203323364,0.09544499963521957,177,0.0,0.0
2025-04-11 00:00:00+00:00,0.09544499963521957,0.1487939953804016,0.09539899975061417,0.11164399981498718,17641,0.0,0.0
2025-04-12 00:00:00+00:00,0.11164399981498718,0.138931006193161,0.05466800183057785,0.12597699463367462,18421,0.0,0.0
2025-04-13 00:00:00+00:00,0.12597699463367462,0.12997999787330627,0.05558500066399574,0.1099499985575676,7024,0.0,0.0
2025-04-14 00:00:00+00:00,0.1099499985575676,0.10997200012207031,0.06508799642324448,0.06948500126600266,17340,0.0,0.0
2025-04-15 00:00:00+00:00,0.06948500126600266,0.11489800363779068,0.010199000127613544,0.11288899928331375,11311,0.0,0.0
2025-04-16 00:00:00+00:00,0.11288899928331375,0.1129089966416359,0.08087500184774399,0.08119600266218185,7,0.0,0.0
2025-04-17 00:00:00+00:00,0.08119600266218185,0.11097700148820877,0.07857900112867355,0.08220099657773972,91938,0.0,0.0
2025-04-18 00:00:00+00:00,0.08220099657773972,0.10287900269031525,0.0765869989991188,0.09458000212907791,118285,0.0,0.0
2025-04-19 00:00:00+00:00,0.09458000212907791,0.10247399657964706,0.09107399731874466,0.09769000113010406,187969,0.0,0.0
2025-04-20 00:00:00+00:00,0.09769000113010406,0.09950099885463715,0.09118899703025818,0.09166199713945389,100631,0.0,0.0
2025-04-21 00:00:00+00:00,0.09166199713945389,0.0947050005197525,0.07338900119066238,0.07939799875020981,72688,0.0,0.0
2025-04-22 00:00:00+00:00,0.07939799875020981,0.0956989973783493,0.07455600053071976,0.0852390006184578,103392,0.0,0.0
2025-04-23 00:00:00+00:00,0.0852390006184578,0.09573099762201309,0.07240500301122665,0.08921299874782562,15938,0.0,0.0
2025-04-24 00:00:00+00:00,0.08921299874782562,0.09472399950027466,0.07749799638986588,0.0840350016951561,25225,0.0,0.0
2025-04-25 00:00:00+00:00,0.0840350016951561,0.08493799716234207,0.08243899792432785,0.08345600217580795,78943,0.0,0.0
2025-04-26 00:00:00+00:00,0.08345600217580795,0.08345600217580795,0.08293499797582626,0.08343899995088577,160444,0.0,0.0
2025-04-27 00:00:00+00:00,0.08343899995088577,0.0834449976682663,0.08291000127792358,0.08292499929666519,126201,0.0,0.0
