TIMESTAMP,AGI_OPEN_PRICE_USD,AGI_HIGH_PRICE_USD,AGI_LOW_PRICE_USD,AGI_CLOSE_PRICE_USD,AGI_VOLUME_USD,AGI_DIVIDENDS_USD,AGI_STOCK_SPLITS_USD
2023-04-11 00:00:00+00:00,0.22920699417591095,0.37939199805259705,0.18703800439834595,0.3228769898414612,7666414,0.0,0.0
2023-04-12 00:00:00+00:00,0.32293999195098877,0.32293999195098877,0.2185789942741394,0.27849000692367554,2818636,0.0,0.0
2023-04-13 00:00:00+00:00,0.24655799567699432,0.3246249854564667,0.24448099732398987,0.3096190094947815,2637718,0.0,0.0
2023-04-14 00:00:00+00:00,0.30959099531173706,0.30959099531173706,0.27164900302886963,0.27451398968696594,1768846,0.0,0.0
2023-04-15 00:00:00+00:00,0.2744779884815216,0.2744779884815216,0.2426079958677292,0.246287003159523,1391259,0.0,0.0
2023-04-16 00:00:00+00:00,0.2463430017232895,0.2477400004863739,0.22348299622535706,0.22374899685382843,1119274,0.0,0.0
2023-04-17 00:00:00+00:00,0.22381100058555603,0.23108799755573273,0.20482300221920013,0.20691700279712677,1126033,0.0,0.0
2023-04-18 00:00:00+00:00,0.20693400502204895,0.2069839984178543,0.19901999831199646,0.20318500697612762,997170,0.0,0.0
2023-04-19 00:00:00+00:00,0.2031860053539276,0.20360800623893738,0.1805730015039444,0.19504199922084808,1181358,0.0,0.0
2023-04-20 00:00:00+00:00,0.19499999284744263,0.19499999284744263,0.18016700446605682,0.18318599462509155,1348176,0.0,0.0
2023-04-21 00:00:00+00:00,0.1831430047750473,0.1831430047750473,0.17816199362277985,0.17816799879074097,1521269,0.0,0.0
2023-04-22 00:00:00+00:00,0.17816099524497986,0.18503400683403015,0.1749349981546402,0.18503400683403015,1734925,0.0,0.0
2023-04-23 00:00:00+00:00,0.18487900495529175,0.195264995098114,0.18241800367832184,0.18243099749088287,1650869,0.0,0.0
2023-04-24 00:00:00+00:00,0.18243299424648285,0.183118999004364,0.17680500447750092,0.17931699752807617,1477621,0.0,0.0
2023-04-25 00:00:00+00:00,0.17926299571990967,0.17953500151634216,0.1761779934167862,0.17909100651741028,1606674,0.0,0.0
2023-04-26 00:00:00+00:00,0.17910799384117126,0.18228699266910553,0.17825299501419067,0.18086600303649902,1468401,0.0,0.0
2023-04-27 00:00:00+00:00,0.18084099888801575,0.19261600077152252,0.17942899465560913,0.1924709975719452,1334010,0.0,0.0
2023-04-28 00:00:00+00:00,0.1924699991941452,0.19352200627326965,0.179189994931221,0.17933699488639832,1123977,0.0,0.0
2023-04-29 00:00:00+00:00,0.17932499945163727,0.18645499646663666,0.1784210056066513,0.183446004986763,1018373,0.0,0.0
2023-04-30 00:00:00+00:00,0.18345299363136292,0.19233299791812897,0.1825529932975769,0.18816900253295898,1417286,0.0,0.0
2023-05-01 00:00:00+00:00,0.18814100325107574,0.18849000334739685,0.1739179939031601,0.1739410012960434,845555,0.0,0.0
2023-05-02 00:00:00+00:00,0.17398899793624878,0.17921799421310425,0.17020399868488312,0.17635899782180786,1007880,0.0,0.0
2023-05-03 00:00:00+00:00,0.17616699635982513,0.17783300578594208,0.17044499516487122,0.1732569932937622,913218,0.0,0.0
2023-05-04 00:00:00+00:00,0.17325900495052338,0.17405399680137634,0.1701209992170334,0.1706250011920929,681547,0.0,0.0
2023-05-05 00:00:00+00:00,0.1705559939146042,0.1705559939146042,0.15204699337482452,0.1557539999485016,864364,0.0,0.0
2023-05-06 00:00:00+00:00,0.15575699508190155,0.15715999901294708,0.1429159939289093,0.14319400489330292,762524,0.0,0.0
2023-05-07 00:00:00+00:00,0.1432649940252304,0.14435499906539917,0.1370050013065338,0.13723500072956085,629648,0.0,0.0
2023-05-08 00:00:00+00:00,0.1372770071029663,0.13733099400997162,0.11571399867534637,0.1184839978814125,744798,0.0,0.0
