TIMESTAMP,PEPEAI25331_OPEN_PRICE_USD,PEPEAI25331_HIGH_PRICE_USD,PEPEAI25331_LOW_PRICE_USD,PEPEAI25331_CLOSE_PRICE_USD,PEPEAI25331_VOLUME_USD,PEPEAI25331_DIVIDENDS_USD,PEPEAI25331_STOCK_SPLITS_USD
2023-05-16 00:00:00+00:00,,,,0.0,121241,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,55178,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,202190,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,91615,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,95436,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,71438,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,48973,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,130905,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,78772,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,54393,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,64224,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,33983,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,41146,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,33966,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,45893,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,72441,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,70625,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,70223,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,75129,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,77714,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,73392,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,36272,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,2996,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,1952,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,8533,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,1507,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,741,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,424,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,1049,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,976,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,1237,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,6819,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,94044,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,3786,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,5238,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,8649,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,2969,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,1431,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,2128,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,3051,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,1598,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,774,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,1464,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,67,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,637,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,964,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,1632,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,2552,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,707,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,2010,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,8912,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,2498,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,874,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,699,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,379,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,824,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,158,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,344,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,1400,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,685,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,332,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,228,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,118,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,671,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,797,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,383,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,451,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,257,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,110,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,4169,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,663,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,684,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,221,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,150,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,414,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,104,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,35,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,240,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,313,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,169,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,233,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,114,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,680,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,51,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,58,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,102,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,280,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,94,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,92,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,129,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,32,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,136,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,449,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,954,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,420,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,57,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,105,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,158,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,336,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,317,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,14,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,537,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,201,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,113,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,7,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,46,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,119,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,63,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,238,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,20,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,52,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,31,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,59,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,62,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,107,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,1247,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,1740,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,106,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,88,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,41,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,77,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,122,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,91,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,207,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,21,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,1703,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,1611,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,2526,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,1556,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,1246,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,92,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,2319,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,1178,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,1192,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,1839,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,1555,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,1213,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,1051,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,1087,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,984,0.0,0.0
2023-10-06 00:00:00+00:00,,,,0.0,1501,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,1144,0.0,0.0
