TIMESTAMP,ETI24618_OPEN_PRICE_USD,ETI24618_HIGH_PRICE_USD,ETI24618_LOW_PRICE_USD,ETI24618_CLOSE_PRICE_USD,ETI24618_VOLUME_USD,ETI24618_DIVIDENDS_USD,ETI24618_STOCK_SPLITS_USD
2023-04-21 00:00:00+00:00,0.10881099849939346,0.1390009969472885,0.07610099762678146,0.10901399701833725,3858,0.0,0.0
2023-04-22 00:00:00+00:00,0.10901600122451782,0.13341599702835083,0.08510000258684158,0.08511099964380264,1618,0.0,0.0
2023-04-23 00:00:00+00:00,0.08511099964380264,0.17710399627685547,0.08510799705982208,0.10019499808549881,1747,0.0,0.0
2023-04-24 00:00:00+00:00,0.10019899904727936,0.15693299472332,0.09122300148010254,0.13002100586891174,791,0.0,0.0
2023-04-25 00:00:00+00:00,0.13002200424671173,0.1770710051059723,0.0919950008392334,0.12000899761915207,2506,0.0,0.0
2023-04-26 00:00:00+00:00,0.12001100182533264,0.1963140070438385,0.12000299990177155,0.18375399708747864,8711,0.0,0.0
2023-04-27 00:00:00+00:00,0.18376800417900085,0.20024600625038147,0.17998600006103516,0.2000340074300766,3116,0.0,0.0
2023-04-28 00:00:00+00:00,0.2000350058078766,0.21493899822235107,0.16999199986457825,0.21480299532413483,3529,0.0,0.0
2023-04-29 00:00:00+00:00,0.214805006980896,0.21781300008296967,0.15607699751853943,0.15609000623226166,3183,0.0,0.0
2023-04-30 00:00:00+00:00,0.1560869961977005,0.22716400027275085,0.15601399540901184,0.18207399547100067,1773,0.0,0.0
2023-05-01 00:00:00+00:00,0.18207299709320068,0.20519700646400452,0.12100999802350998,0.1865600049495697,959,0.0,0.0
2023-05-02 00:00:00+00:00,0.18656399846076965,0.18661299347877502,0.1000249981880188,0.10003700107336044,978,0.0,0.0
2023-05-03 00:00:00+00:00,0.10004100203514099,0.1665620058774948,0.08902499824762344,0.14666099846363068,1496,0.0,0.0
2023-05-04 00:00:00+00:00,0.1466740071773529,0.15928900241851807,0.08001500368118286,0.09005200117826462,754,0.0,0.0
2023-05-05 00:00:00+00:00,0.09004999697208405,0.09008000046014786,0.06201000139117241,0.062265001237392426,543,0.0,0.0
2023-05-06 00:00:00+00:00,0.062261998653411865,0.13968999683856964,0.06223500147461891,0.12022499740123749,491,0.0,0.0
2023-05-07 00:00:00+00:00,0.12022600322961807,0.13024599850177765,0.07998500019311905,0.08011200278997421,1195,0.0,0.0
2023-05-08 00:00:00+00:00,0.08010999858379364,0.1001179963350296,0.07999400049448013,0.100102998316288,632,0.0,0.0
2023-05-09 00:00:00+00:00,0.10010399669408798,0.10011699795722961,0.06602499634027481,0.100040003657341,1111,0.0,0.0
2023-05-10 00:00:00+00:00,0.10004399716854095,0.1000709980726242,0.06230900064110756,0.09005899727344513,241,0.0,0.0
2023-05-11 00:00:00+00:00,0.09006399661302567,0.14710000157356262,0.09000200033187866,0.1461700052022934,0,0.0,0.0
2023-05-12 00:00:00+00:00,0.14616599678993225,0.14635300636291504,0.06255000084638596,0.08005599677562714,80,0.0,0.0
2023-05-13 00:00:00+00:00,0.0800509974360466,0.08229199796915054,0.06230999901890755,0.08226100355386734,426,0.0,0.0
2023-05-14 00:00:00+00:00,0.08225899934768677,0.14210399985313416,0.08102700114250183,0.08104000240564346,10,0.0,0.0
2023-05-15 00:00:00+00:00,0.08103600144386292,0.0811309963464737,0.05601000040769577,0.07878000289201736,1448,0.0,0.0
2023-05-16 00:00:00+00:00,0.07878000289201736,0.07883799821138382,0.07875200361013412,0.07877600193023682,2,0.0,0.0
2023-05-17 00:00:00+00:00,0.07877600193023682,0.1421629935503006,0.07875200361013412,0.14198699593544006,0,0.0,0.0
2023-05-18 00:00:00+00:00,0.14198799431324005,0.14210499823093414,0.051888998597860336,0.07768499851226807,111,0.0,0.0
2023-05-19 00:00:00+00:00,0.07768899947404861,0.0777209997177124,0.05186200141906738,0.05192200094461441,450,0.0,0.0
2023-05-20 00:00:00+00:00,0.05192200094461441,0.07875200361013412,0.051913000643253326,0.07873799651861191,3362,0.0,0.0
2023-05-21 00:00:00+00:00,0.07873599976301193,0.07874300330877304,0.051920998841524124,0.06101800128817558,320,0.0,0.0
2023-05-22 00:00:00+00:00,0.06101600080728531,0.077053003013134,0.041404999792575836,0.0680219978094101,985,0.0,0.0
2023-05-23 00:00:00+00:00,0.0680219978094101,0.0680909976363182,0.06798599660396576,0.06800899654626846,183,0.0,0.0
2023-05-24 00:00:00+00:00,0.06801000237464905,0.06802599877119064,0.06793999671936035,0.06799499690532684,98,0.0,0.0
2023-05-25 00:00:00+00:00,0.06799200177192688,0.1328430026769638,0.06796000152826309,0.06800899654626846,26,0.0,0.0
2023-05-26 00:00:00+00:00,0.06800899654626846,0.13442200422286987,0.06797800213098526,0.13408799469470978,0,0.0,0.0
2023-05-27 00:00:00+00:00,0.13408899307250977,0.1343570053577423,0.05000400170683861,0.050030000507831573,6,0.0,0.0
2023-05-28 00:00:00+00:00,0.0500280000269413,0.13044799864292145,0.05000400170683861,0.13018999993801117,0,0.0,0.0
2023-05-29 00:00:00+00:00,0.1302029937505722,0.13130800426006317,0.05000599846243858,0.05001100152730942,1,0.0,0.0
2023-05-30 00:00:00+00:00,0.05001400038599968,0.05004600062966347,0.04499400034546852,0.04501499980688095,25,0.0,0.0
2023-05-31 00:00:00+00:00,0.04501599818468094,0.04502300173044205,0.041391998529434204,0.041418999433517456,111,0.0,0.0
2023-06-01 00:00:00+00:00,0.041418999433517456,0.042233001440763474,0.04139700159430504,0.042010001838207245,117,0.0,0.0
2023-06-02 00:00:00+00:00,0.04200899973511696,0.0420290008187294,0.03000199981033802,0.03001300059258938,331,0.0,0.0
2023-06-03 00:00:00+00:00,0.03001200035214424,0.030021000653505325,0.027956999838352203,0.02800299972295761,268,0.0,0.0
2023-06-04 00:00:00+00:00,0.028003999963402748,0.11600100249052048,0.027999000623822212,0.04875199869275093,69,0.0,0.0
2023-06-05 00:00:00+00:00,0.04875300079584122,0.04877299815416336,0.04593700170516968,0.04601699858903885,52,0.0,0.0
2023-06-06 00:00:00+00:00,0.04601600021123886,0.1196879968047142,0.045974001288414,0.04600900039076805,101,0.0,0.0
2023-06-07 00:00:00+00:00,0.046007998287677765,0.04602399840950966,0.028495000675320625,0.028602000325918198,14,0.0,0.0
