TIMESTAMP,SIO_OPEN_PRICE_USD,SIO_HIGH_PRICE_USD,SIO_LOW_PRICE_USD,SIO_CLOSE_PRICE_USD,SIO_VOLUME_USD,SIO_DIVIDENDS_USD,SIO_STOCK_SPLITS_USD
2024-09-17 00:00:00+00:00,0.9055100083351135,1.600227952003479,0.6114000082015991,0.8976219892501831,572921,0.0,0.0
2024-09-18 00:00:00+00:00,0.8976219892501831,1.8565829992294312,0.6675930023193359,1.8564529418945312,292473,0.0,0.0
2024-09-19 00:00:00+00:00,1.909816026687622,3.60050106048584,1.909816026687622,3.5157411098480225,313100,0.0,0.0
2024-09-20 00:00:00+00:00,3.5157411098480225,3.8097410202026367,1.45945405960083,1.4598259925842285,204651,0.0,0.0
2024-09-21 00:00:00+00:00,1.4596580266952515,1.4599729776382446,0.7201799750328064,0.7430440187454224,89323,0.0,0.0
2024-09-22 00:00:00+00:00,0.7430440187454224,1.3882369995117188,0.5722699761390686,0.801272988319397,983367,0.0,0.0
2024-09-23 00:00:00+00:00,0.801272988319397,2.5663681030273438,0.7600859999656677,0.9313279986381531,664680,0.0,0.0
2024-09-24 00:00:00+00:00,0.931177020072937,1.929980993270874,0.9310910105705261,1.512213945388794,490193,0.0,0.0
2024-09-25 00:00:00+00:00,1.2517750263214111,5.324388027191162,0.8121700286865234,1.2996289730072021,790093,0.0,0.0
2024-09-26 00:00:00+00:00,1.2996289730072021,2.189603090286255,1.0408179759979248,1.110234022140503,1009445,0.0,0.0
2024-09-27 00:00:00+00:00,1.110234022140503,1.2871090173721313,1.1101360321044922,1.1227749586105347,2050236,0.0,0.0
2024-09-28 00:00:00+00:00,1.1226450204849243,1.2002170085906982,1.122413992881775,1.1251779794692993,905461,0.0,0.0
2024-09-29 00:00:00+00:00,1.1251089572906494,1.200247049331665,1.1249430179595947,1.1253139972686768,2574339,0.0,0.0
2024-09-30 00:00:00+00:00,1.1252609491348267,1.1998939514160156,1.0511690378189087,1.1275370121002197,1096393,0.0,0.0
2024-10-01 00:00:00+00:00,1.1275370121002197,1.1997970342636108,1.1271189451217651,1.1300230026245117,2002017,0.0,0.0
