,Frequency,ADF_P_Val,ADF_Determination,KPSS_P_Val,KPSS_Determination
0,12_Hour,0.6159584061877758,Non-Stationary,0.01,Non-Stationary
1,1_Day,0.6225083203082835,Non-Stationary,0.01,Non-Stationary
2,1_Hour,0.67945486799496,Non-Stationary,0.01,Non-Stationary
3,2_Hour,0.677324921179997,Non-Stationary,0.01,Non-Stationary
4,4_Hour,0.6187408793036464,Non-Stationary,0.01,Non-Stationary
5,6_Hour,0.6346446822627768,Non-Stationary,0.01,Non-Stationary
6,8_Hour,0.6374042869643279,Non-Stationary,0.01,Non-Stationary
