TIMESTAMP,PNIC_OPEN_PRICE_USD,PNIC_HIGH_PRICE_USD,PNIC_LOW_PRICE_USD,PNIC_CLOSE_PRICE_USD,PNIC_VOLUME_USD,PNIC_DIVIDENDS_USD,PNIC_STOCK_SPLITS_USD
2024-05-06 00:00:00+00:00,0.05573900043964386,0.09711600095033646,0.0555649995803833,0.08093500137329102,183984,0.0,0.0
2024-05-07 00:00:00+00:00,0.08093500137329102,0.08755200356245041,0.06820199638605118,0.0740789994597435,161563,0.0,0.0
2024-05-08 00:00:00+00:00,0.06644300371408463,0.12128899991512299,0.0548969991505146,0.07120499759912491,112900,0.0,0.0
2024-05-09 00:00:00+00:00,0.07106400281190872,0.09674099832773209,0.059000998735427856,0.08138199895620346,191949,0.0,0.0
2024-05-10 00:00:00+00:00,0.08138199895620346,0.0861859992146492,0.07432100176811218,0.07713499665260315,47928,0.0,0.0
2024-05-11 00:00:00+00:00,0.07892999798059464,0.08651400357484818,0.06208899989724159,0.08110400289297104,64929,0.0,0.0
2024-05-12 00:00:00+00:00,0.08113899827003479,0.08466699719429016,0.07314199954271317,0.08202999830245972,41817,0.0,0.0
2024-05-13 00:00:00+00:00,0.08111000061035156,0.09079299867153168,0.07886099815368652,0.08357100188732147,55389,0.0,0.0
2024-05-14 00:00:00+00:00,0.0839729979634285,0.10322500020265579,0.0546099990606308,0.0694890022277832,176360,0.0,0.0
2024-05-15 00:00:00+00:00,0.0694890022277832,0.10254599899053574,0.0657069981098175,0.07695300132036209,119993,0.0,0.0
2024-05-16 00:00:00+00:00,0.07756800204515457,0.08644100278615952,0.06203899905085564,0.07710699737071991,85810,0.0,0.0
2024-05-17 00:00:00+00:00,0.08129899948835373,0.08131399750709534,0.0726030021905899,0.08122599869966507,165847,0.0,0.0
2024-05-18 00:00:00+00:00,0.08474099636077881,0.16077999770641327,0.07905200123786926,0.13691399991512299,555289,0.0,0.0
2024-05-19 00:00:00+00:00,0.1493149995803833,0.1637679934501648,0.12846000492572784,0.1512109935283661,296017,0.0,0.0
2024-05-20 00:00:00+00:00,0.16034400463104248,0.25166600942611694,0.15944300591945648,0.1860799938440323,1066174,0.0,0.0
2024-05-21 00:00:00+00:00,0.18589499592781067,0.225955992937088,0.17010900378227234,0.2072169929742813,377167,0.0,0.0
2024-05-22 00:00:00+00:00,0.2072169929742813,0.2218949943780899,0.18099400401115417,0.1978590041399002,272965,0.0,0.0
2024-05-23 00:00:00+00:00,0.1978590041399002,0.20221200585365295,0.1269489973783493,0.17630599439144135,209452,0.0,0.0
2024-05-24 00:00:00+00:00,0.18234199285507202,0.1910260021686554,0.17266200482845306,0.18465299904346466,76892,0.0,0.0
2024-05-25 00:00:00+00:00,0.18465299904346466,0.18699899315834045,0.14545199275016785,0.17909599840641022,240780,0.0,0.0
2024-05-26 00:00:00+00:00,0.17901299893856049,0.17901299893856049,0.15493600070476532,0.16653600335121155,94237,0.0,0.0
2024-05-27 00:00:00+00:00,0.16715900599956512,0.16862599551677704,0.14372099936008453,0.15950599312782288,50424,0.0,0.0
