TIMESTAMP,XRP_OPEN_PRICE_USD,XRP_HIGH_PRICE_USD,XRP_LOW_PRICE_USD,XRP_CLOSE_PRICE_USD,XRP_FIRST_TRADE_PRICE_USD,XRP_HIGH_TRADE_PRICE_USD,XRP_LOW_TRADE_PRICE_USD,XRP_LAST_TRADE_PRICE_USD,XRP_TOTAL_TRADE_COUNT,XRP_TOTAL_TRADES_BUY,XRP_TOTAL_TRADES_SELL,XRP_VOLUME_XRP,XRP_VOLUME_USD,XRP_BUY_VOLUME_XRP,XRP_BUY_VOLUME_USD,XRP_SELL_VOLUME_XRP,XRP_SELL_VOLUME_USD
2018-05-16 12:00:00,0.69128,0.712,0.66861,0.70585,0.69294,0.712,0.66861,0.70585,7566,3733,3833,4840151.62,3312530.6464723,2314335.27,1585433.4747099,2525816.35,1727097.1717624
2018-05-17 00:00:00,0.70585,0.712,0.6851,0.69059,0.70942,0.712,0.6851,0.69059,7976,4398,3578,5009697.79,3500694.3023193,2630867.31,1837337.4882308,2378830.48,1663356.8140885
2018-05-17 12:00:00,0.69059,0.69854,0.6482,0.65849,0.6895,0.69854,0.6482,0.65849,9132,4792,4340,5060363.35,3396803.8799924,2269238.38,1527339.9729236,2791124.97,1869463.9070688
2018-05-18 00:00:00,0.65849,0.67479,0.646,0.66875,0.65849,0.67479,0.646,0.66875,8188,4229,3959,4345585.91,2874681.4608896,2108829.97,1399072.2847797,2236755.94,1475609.1761099
2018-05-18 12:00:00,0.66875,0.68255,0.65005,0.67766,0.668,0.68255,0.65005,0.67766,9246,4404,4842,5795089.22,3871195.2307588,2788991.98,1865286.9374838,3006097.24,2005908.293275
2018-05-19 00:00:00,0.67766,0.67998,0.6611,0.67996,0.67698,0.67998,0.6611,0.67996,5304,2593,2711,3326601.55,2232956.5528761,1700334.53,1142167.2341093,1626267.02,1090789.3187668
2018-05-19 12:00:00,0.67996,0.69139,0.6656,0.67339,0.67998,0.69139,0.6656,0.67339,6687,3419,3268,3527796.2,2391503.9777424,1706305.35,1156282.8477984,1821490.85,1235221.129944
2018-05-20 00:00:00,0.67339,0.692,0.668,0.68408,0.67494,0.692,0.668,0.68408,6938,3205,3733,3262722.41,2224741.9585798,1662537.51,1134490.6250494,1600184.9,1090251.3335304
2018-05-20 12:00:00,0.68408,0.70659,0.6789,0.6994,0.68408,0.70659,0.6789,0.6994,8363,4646,3717,4792951.51,3333709.0577089,2780636.54,1933056.2674442,2012314.97,1400652.7902647
2018-05-21 00:00:00,0.6994,0.705,0.68203,0.688,0.6994,0.705,0.68203,0.688,8342,4155,4187,3786823.33,2628333.859133,1558651.03,1081866.1451092,2228172.3,1546467.7140238
2018-05-21 12:00:00,0.688,0.69115,0.66666,0.67612,0.68712,0.69115,0.66666,0.67612,7305,3404,3901,4121390.24,2791696.4303533,1791513.15,1214612.0279075,2329877.09,1577084.4024458
2018-05-22 00:00:00,0.67612,0.67817,0.66283,0.664,0.67612,0.67817,0.66283,0.664,5303,2713,2590,2327891.81,1557580.7655071,1091411.32,730540.3677296,1236480.49,827040.3977775
2018-05-22 12:00:00,0.664,0.67217,0.635,0.63782,0.664,0.67217,0.635,0.63782,9339,4631,4708,5239118.9,3424422.6592879,2343199.25,1528431.7374375,2895919.65,1895990.9218504
2018-05-23 00:00:00,0.63782,0.64488,0.601,0.61708,0.63782,0.64488,0.601,0.61708,13051,6707,6344,7746845.96,4826561.3432945,3816030.69,2381151.6234109,3930815.27,2445409.7198836
2018-05-23 12:00:00,0.61708,0.628,0.5731,0.59198,0.61708,0.628,0.5731,0.59198,18356,8563,9793,12331216.25,7349823.7433915,5314009.2,3162613.5738936,7017207.05,4187210.1694979
2018-05-24 00:00:00,0.59198,0.6189,0.57617,0.60205,0.59053,0.6189,0.57617,0.60205,11701,5432,6269,6763861.12,4070155.5636085,3214811.32,1935435.6519215,3549049.8,2134719.911687
2018-05-24 12:00:00,0.60205,0.64,0.592,0.62814,0.60299,0.64,0.592,0.62814,12995,6239,6756,7450278.98,4629957.3121029,3314045.46,2060183.3517419,4136233.52,2569773.960361
2018-05-25 00:00:00,0.62814,0.63391,0.60002,0.6155,0.63,0.63391,0.60002,0.6155,10819,5474,5345,7980069.55,4908774.4014399,4503183.31,2767530.5304399,3476886.24,2141243.871
2018-05-25 12:00:00,0.6155,0.62,0.59336,0.60459,0.61631,0.62,0.59336,0.60459,11363,5864,5499,12080538.36,7299687.1308344,7103701.85,4292231.0916656,4976836.51,3007456.0391688
2018-05-26 00:00:00,0.60459,0.625,0.59771,0.61628,0.60596,0.625,0.59771,0.61628,10151,5053,5098,12273462.01,7482011.8758448,7645559.19,4666237.7521765,4627902.82,2815774.1236683
2018-05-26 12:00:00,0.61628,0.62618,0.60234,0.60852,0.61729,0.62618,0.60234,0.60852,10514,5612,4902,13526604.41,8353480.012441,8333991.04,5148363.0261857,5192613.37,3205116.9862553
2018-05-27 00:00:00,0.60852,0.648,0.59705,0.60729,0.60856,0.648,0.59705,0.60729,9610,4896,4714,12479003.81,7547778.640892,7767435.72,4705846.4526123,4711568.09,2841932.1882797
2018-05-27 12:00:00,0.60729,0.60944,0.59842,0.60416,0.60725,0.60944,0.59842,0.60416,8242,4188,4054,11256076.99,6795719.4300719,6922932.85,4180956.6317994,4333144.14,2614762.7982725
2018-05-28 00:00:00,0.60416,0.6091,0.56645,0.56827,0.60417,0.6091,0.56645,0.56827,14423,7210,7213,15142483.09,8846544.6658244,7922957.69,4637537.1258543,7219525.4,4209007.5399701
2018-05-28 12:00:00,0.56827,0.589,0.5434,0.54689,0.56826,0.589,0.5434,0.54689,12198,6067,6131,14712325.02,8375795.2235815,8054443.26,4588824.5128424,6657881.76,3786970.7107391
2018-05-29 00:00:00,0.54689,0.59878,0.54303,0.58999,0.54689,0.59878,0.54303,0.58999,13712,7349,6363,16055499.12,9021362.9856853,9356527.04,5250552.0804151,6698972.08,3770810.9052702
2018-05-29 12:00:00,0.58999,0.60921,0.5815,0.59998,0.58841,0.60921,0.5815,0.59998,13454,6622,6832,14892792.1,8896232.5579198,8230950.62,4917969.1517102,6661841.48,3978263.4062096
2018-05-30 00:00:00,0.59998,0.626,0.59681,0.6128,0.59943,0.626,0.59681,0.6128,12609,6366,6243,14840465.67,9099678.9203118,8094288.27,4964798.4925141,6746177.4,4134880.4277977
2018-05-30 12:00:00,0.6128,0.6165,0.58101,0.60149,0.6128,0.6165,0.58101,0.60149,13150,6888,6262,16465147.4,9786900.4415243,9652194.9,5746171.6197041,6812952.5,4040728.8218202
2018-05-31 00:00:00,0.60149,0.617,0.58829,0.61012,0.60051,0.617,0.58829,0.61012,12352,5953,6399,14732057.58,8914120.6379267,8400703.8,5084174.526269,6331353.78,3829946.1116577
2018-05-31 12:00:00,0.61012,0.62255,0.602,0.6114,0.61012,0.62255,0.602,0.6114,15980,7965,8015,18847909.31,11568692.1714312,9953766.91,6112415.472466,8894142.4,5456276.6989652
2018-06-01 00:00:00,0.6114,0.6192,0.606,0.6066,0.61053,0.6192,0.606,0.6066,13369,6663,6706,17449735.92,10695113.5871712,10925156.24,6695806.5745799,6524579.68,3999307.0125913
2018-06-01 12:00:00,0.6066,0.62428,0.6024,0.62151,0.6066,0.62428,0.6024,0.62151,13513,7141,6372,16953625.95,10376283.943352,9739949.31,5964225.4645903,7213676.64,4412058.4787617
2018-06-02 00:00:00,0.62151,0.65,0.61513,0.646,0.62236,0.65,0.61513,0.646,16825,8464,8361,19110811.73,12056287.5424542,11720478.31,7391529.1740254,7390333.42,4664758.3684288
2018-06-02 12:00:00,0.646,0.65204,0.636,0.64269,0.64599,0.65204,0.636,0.64269,13745,6882,6863,18100720.47,11646272.5742549,10432747.96,6713866.0737042,7667972.51,4932406.5005507
2018-06-03 00:00:00,0.64269,0.67,0.63862,0.66204,0.64285,0.67,0.63862,0.66204,14631,7134,7497,17495586.92,11416233.0819879,10515333.43,6859646.7024937,6980253.49,4556586.3794942
2018-06-03 12:00:00,0.66204,0.69101,0.65,0.6901,0.66204,0.69101,0.65,0.6901,20132,10186,9946,19647128.61,13070032.5573491,11217300.96,7459453.2768369,8429827.65,5610579.2805122
2018-06-04 00:00:00,0.6901,0.707,0.64019,0.64308,0.6901,0.707,0.64019,0.64308,29243,14774,14469,25890537.52,17495924.6126165,13430516.01,9090180.5681382,12460021.51,8405744.0444783
2018-06-04 12:00:00,0.64308,0.67814,0.6351,0.65507,0.64479,0.67814,0.6351,0.65507,22276,10874,11402,22399445.13,14604692.4757402,12567618.34,8189611.9265319,9831826.79,6415080.5492083
2018-06-05 00:00:00,0.65507,0.665,0.6328,0.662,0.65508,0.665,0.6328,0.662,18977,9757,9220,19962782.09,12964709.873614,11953164.03,7760443.5716809,8009618.06,5204266.3019331
2018-06-05 12:00:00,0.662,0.686,0.65135,0.67464,0.662,0.686,0.65135,0.67464,20594,10500,10094,22546605.68,15105872.2577966,12865810.95,8629015.5737931,9680794.73,6476856.6840035
2018-06-06 00:00:00,0.67464,0.6833,0.66439,0.67,0.67507,0.6833,0.66439,0.67,14473,7192,7281,16380610.81,11005628.6001997,10047355.34,6752859.1962117,6333255.47,4252769.403988
2018-06-06 12:00:00,0.67,0.68221,0.653,0.6741,0.67,0.68221,0.653,0.6741,16951,8413,8538,17945572.98,11991936.0481561,10551678.22,7052944.845011,7393894.76,4938991.2031451
2018-06-07 00:00:00,0.6741,0.69,0.67252,0.68081,0.6738,0.69,0.67252,0.68081,15596,8032,7564,17875418.54,12169123.3796789,10917261.07,7431588.0529127,6958157.47,4737535.3267662
2018-06-07 12:00:00,0.68081,0.6852,0.67089,0.67756,0.68034,0.6852,0.67089,0.67756,13393,7069,6324,17156400.5,11640161.334314,10669630.96,7241390.5147212,6486769.54,4398770.8195928
2018-06-08 00:00:00,0.67756,0.68,0.65832,0.6624,0.67756,0.68,0.65832,0.6624,11861,5649,6212,16272701.44,10893187.0316034,9330007.06,6251523.9333987,6942694.38,4641663.0982047
2018-06-08 12:00:00,0.6624,0.678,0.65914,0.6721,0.6624,0.678,0.65914,0.6721,11129,5569,5560,15816902.58,10609670.2903442,9407076.07,6308280.3472471,6409826.51,4301389.9430971
2018-06-09 00:00:00,0.6721,0.68,0.6698,0.67189,0.67211,0.68,0.6698,0.67189,9611,4787,4824,15408378.47,10402193.4255277,9615510.21,6492906.3076167,5792868.26,3909287.117911
2018-06-09 12:00:00,0.67189,0.6728,0.65514,0.6574,0.6719,0.6728,0.65514,0.6574,10165,4774,5391,15914833.37,10585886.4480019,8590695.69,5715892.6674462,7324137.68,4869993.7805557
2018-06-10 00:00:00,0.6574,0.6585,0.61117,0.62167,0.65739,0.6585,0.61117,0.62167,18553,8911,9642,20773504.98,13104089.0264046,10742485.0,6777698.6129572,10031019.98,6326390.4134474
2018-06-10 12:00:00,0.62167,0.6275,0.55,0.58201,0.62114,0.6275,0.55,0.58201,26500,13227,13273,26915101.65,15880544.4312829,14357650.37,8501282.9859769,12557451.28,7379261.445306
2018-06-11 00:00:00,0.58201,0.5921,0.56,0.57841,0.58202,0.5921,0.56,0.57841,16510,8715,7795,17458797.92,10089069.6484747,10546979.26,6089792.8571243,6911818.66,3999276.7913504
2018-06-11 12:00:00,0.57841,0.6,0.56,0.59989,0.57838,0.6,0.56,0.59989,10203,4842,5361,6285531.99,3622128.6507712,3320781.3,1919312.3741018,2964750.69,1702816.2766694
2018-06-12 00:00:00,0.59989,0.59989,0.58072,0.5895,0.599,0.5991,0.58072,0.5895,9890,4398,5492,10236804.53,6038363.91307,4984063.5,2937690.605634,5252741.03,3100673.307436
2018-06-12 12:00:00,0.5895,0.5895,0.5415,0.5556,0.58942,0.58944,0.5415,0.5556,17127,8438,8689,19096146.12,10739852.0394318,10440338.97,5878268.2714121,8655807.15,4861583.7680197
2018-06-13 00:00:00,0.5556,0.56124,0.52,0.53598,0.5556,0.56124,0.52,0.53598,14664,7796,6868,17241253.04,9407829.9732472,9955958.19,5436651.4055037,7285294.85,3971178.5677435
2018-06-13 12:00:00,0.53598,0.54898,0.50401,0.52862,0.53544,0.54898,0.50401,0.52862,16219,8017,8202,19636520.11,10270877.4158312,10646592.3,5574277.8761847,8989927.81,4696599.5396465
2018-06-14 00:00:00,0.52862,0.55699,0.51934,0.55322,0.52863,0.55699,0.51934,0.55322,11888,6379,5509,14550550.1,7926789.083783,8741372.3,4765482.923858,5809177.8,3161306.159925
2018-06-14 12:00:00,0.55322,0.569,0.52051,0.55769,0.55322,0.569,0.52051,0.55769,16934,8937,7997,20449906.4,11241585.134333,11768979.2,6462919.087374,8680927.2,4778666.046959
2018-06-15 00:00:00,0.55769,0.55927,0.5401,0.54617,0.55765,0.55927,0.5401,0.54617,10382,5389,4993,13394412.5,7347834.193384,7969495.9,4373076.093649,5424916.6,2974758.099735
2018-06-15 12:00:00,0.54617,0.555,0.52447,0.53258,0.54551,0.555,0.52447,0.53258,10837,5755,5082,12308085.2,6666740.218791,7694141.4,4168586.318174,4613943.8,2498153.900617
2018-06-16 00:00:00,0.53258,0.5385,0.5255,0.5282,0.53224,0.5385,0.5255,0.5282,8997,4520,4477,11815452.2,6272402.151183,7562134.4,4015674.552298,4253317.8,2256727.598885
2018-06-16 12:00:00,0.5282,0.53784,0.51733,0.53275,0.52844,0.53784,0.51733,0.53275,10241,5234,5007,14425128.4,7656248.213718,8494504.6,4511951.192435,5930623.8,3144297.021283
2018-06-17 00:00:00,0.53275,0.5437,0.53,0.53326,0.53189,0.5437,0.53,0.53326,7806,3537,4269,15197688.0,8113931.994694,7820117.6,4176430.728659,7377570.4,3937501.266035
2018-06-17 12:00:00,0.53326,0.53393,0.51999,0.52617,0.53369,0.53393,0.51999,0.52617,10322,4948,5374,18264132.8,9617810.413093,10214363.4,5381825.559395,8049769.4,4235984.853698
2018-06-18 00:00:00,0.52617,0.52724,0.50818,0.51206,0.5267,0.52724,0.50818,0.51206,11171,5764,5407,15285174.3,7942152.273122,9541838.8,4959279.718844,5743335.5,2982872.554278
2018-06-18 12:00:00,0.51206,0.5535,0.50831,0.5387,0.51116,0.5535,0.50831,0.5387,14160,7532,6628,18608154.3,9896507.406797,11061694.9,5882350.048096,7546459.4,4014157.358701
2018-06-19 00:00:00,0.5387,0.55,0.5325,0.54551,0.53795,0.55,0.5325,0.54551,8644,4315,4329,12314822.5,6641072.723473,6597375.4,3557335.247981,5717447.1,3083737.475492
2018-06-19 12:00:00,0.54551,0.56185,0.5207,0.54834,0.54682,0.56185,0.5207,0.54834,12070,6249,5821,16542442.8,9025488.578933,9768118.2,5336551.42625,6774324.6,3688937.152683
2018-06-20 00:00:00,0.54834,0.54995,0.52065,0.53043,0.54804,0.54995,0.52065,0.53043,12468,5609,6859,16933317.1,8999460.338896,9372606.3,4986891.584284,7560710.8,4012568.754612
2018-06-20 12:00:00,0.53043,0.55188,0.526,0.53916,0.53093,0.55188,0.526,0.53916,11015,6056,4959,17749781.9,9570304.031656,11339322.6,6114826.364593,6410459.3,3455477.667063
2018-06-21 00:00:00,0.53916,0.549,0.53269,0.53903,0.53919,0.549,0.53269,0.53903,9980,5252,4728,15516972.5,8415707.017546,9471892.2,5137477.233499,6045080.3,3278229.784047
2018-06-21 12:00:00,0.53903,0.53989,0.52899,0.53457,0.53875,0.53989,0.52899,0.53457,9527,5272,4255,14374937.3,7668702.967125,9804708.4,5232482.026293,4570228.9,2436220.940832
2018-06-22 00:00:00,0.53457,0.53506,0.502,0.50853,0.53375,0.53506,0.502,0.50853,14026,6931,7095,18721403.9,9739033.85634,10464097.3,5452617.413207,8257306.6,4286416.443133
2018-06-22 12:00:00,0.50853,0.50853,0.46859,0.48216,0.50847,0.50852,0.46859,0.48216,17731,8705,9026,23121776.81,11315418.2414386,12478668.17,6112455.0708981,10643108.64,5202963.1705405
2018-06-23 00:00:00,0.48216,0.49909,0.47333,0.48681,0.48287,0.49909,0.47333,0.48681,9663,5136,4527,14059335.4,6829745.624892,8619496.2,4185930.28639,5439839.2,2643815.338502
2018-06-23 12:00:00,0.48681,0.49424,0.47659,0.49005,0.4855,0.49424,0.47659,0.49005,8548,4788,3760,13171473.3,6382161.117622,8478406.5,4109697.174731,4693066.8,2272463.942891
2018-06-24 00:00:00,0.49005,0.4947,0.443,0.46385,0.48923,0.4947,0.443,0.46385,15698,8005,7693,20376838.86,9396448.475933,11659938.22,5384450.780717,8716900.64,4011997.695216
2018-06-24 12:00:00,0.46385,0.51,0.43724,0.47331,0.46391,0.51,0.43724,0.47331,16483,8621,7862,21075068.5,9832534.217685,12517102.2,5847310.100716,8557966.3,3985224.116969
2018-06-25 00:00:00,0.47331,0.4918,0.47159,0.48747,0.47418,0.4918,0.47159,0.48747,9458,5058,4400,13960325.0,6662911.665991,8905506.2,4249860.860578,5054818.8,2413050.805413
2018-06-25 12:00:00,0.48747,0.4992,0.47123,0.48125,0.48751,0.4992,0.47123,0.48125,12125,6492,5633,17766170.2,8547606.898145,10677240.3,5138369.966628,7088929.9,3409236.931517
2018-06-26 00:00:00,0.48125,0.48241,0.474,0.47879,0.48125,0.48241,0.474,0.47879,1487,813,674,2156242.4,1030880.151883,1353452.9,647461.798422,802789.5,383418.353461
2018-06-26 12:00:00,0.47879,0.4819,0.4511,0.453,0.47795,0.4819,0.4511,0.453,10899,5440,5459,15514435.6,7279933.984285,8771653.2,4119308.335387,6742782.4,3160625.648898
2018-06-27 00:00:00,0.453,0.4718,0.44787,0.4625,0.45218,0.4718,0.44787,0.4625,9542,5065,4477,14831408.6,6791890.693103,9130153.9,4182898.772488,5701254.7,2608991.920615
2018-06-27 12:00:00,0.4625,0.47518,0.45224,0.4701,0.46297,0.47518,0.45224,0.4701,8299,4214,4085,14840179.6,6934283.138401,8567059.8,4006751.057171,6273119.8,2927532.08123
2018-06-28 00:00:00,0.4701,0.47396,0.45663,0.45999,0.47084,0.47396,0.45663,0.45999,8848,4634,4214,15692779.1,7278083.956316,9825961.5,4561818.617392,5866817.6,2716265.338924
2018-06-28 12:00:00,0.45999,0.46262,0.442,0.44575,0.45998,0.46262,0.442,0.44575,10938,5389,5549,20091574.8,9165247.113669,10413989.7,4756457.742525,9677585.1,4408789.371144
2018-06-29 00:00:00,0.44575,0.4503,0.42663,0.42701,0.4463,0.4503,0.42663,0.42701,11279,5339,5940,17357806.4,7679023.819414,9763913.5,4323338.155597,7593892.9,3355685.663817
2018-06-29 12:00:00,0.42701,0.46124,0.42393,0.45321,0.42675,0.46124,0.42393,0.45321,13291,7230,6061,20177710.4,8807104.090199,11821884.9,5155267.618389,8355825.5,3651836.47181
2018-06-30 00:00:00,0.45321,0.48318,0.45312,0.46868,0.45346,0.48318,0.45312,0.46868,12012,6451,5561,20919285.7,9824120.821307,12559012.5,5896724.964065,8360273.2,3927395.857242
2018-06-30 12:00:00,0.46868,0.475,0.4558,0.46796,0.46849,0.475,0.4558,0.46796,10095,4906,5189,16575766.1,7672162.425109,9248768.1,4284565.43468,7326998.0,3387596.990429
2018-07-01 00:00:00,0.46796,0.46989,0.45382,0.46199,0.46797,0.46989,0.45382,0.46199,8555,4475,4080,16703676.7,7674559.777497,10478366.7,4816148.081664,6225310.0,2858411.695833
2018-07-01 12:00:00,0.46199,0.467,0.45007,0.46222,0.462,0.467,0.45007,0.46222,8176,3889,4287,14972497.4,6852571.947199,7839855.2,3590473.857129,7132642.2,3262098.09007
2018-07-02 00:00:00,0.46222,0.46347,0.452,0.45862,0.46287,0.46347,0.452,0.45862,8026,4035,3991,15711799.8,7201124.411932,9162214.6,4200089.333055,6549585.2,3001035.078877
2018-07-02 12:00:00,0.45862,0.4954,0.45694,0.4899,0.45925,0.4954,0.45694,0.4899,16314,8956,7358,24161982.0,11660711.471179,14443858.7,6971640.160424,9718123.3,4689071.310755
2018-07-03 00:00:00,0.4899,0.52,0.48514,0.49571,0.48913,0.52,0.48514,0.49571,16249,8393,7856,23975257.4,12024085.259314,13618790.2,6824712.16857,10356467.2,5199373.090744
2018-07-03 12:00:00,0.49571,0.503,0.47801,0.4844,0.49715,0.503,0.47801,0.4844,12573,6612,5961,20357924.2,10038659.754792,12108900.6,5972443.513711,8249023.6,4066216.241081
2018-07-04 00:00:00,0.4844,0.49,0.47941,0.48434,0.48498,0.49,0.47941,0.48434,3314,1508,1806,5199549.9,2521777.042155,2577403.9,1251462.453767,2622146.0,1270314.588388
2018-07-04 12:00:00,0.48434,0.508,0.48268,0.49097,0.48268,0.508,0.48268,0.49097,13593,6798,6795,21523336.4,10678269.108216,11737357.5,5823205.89169,9785978.9,4855063.216526
2018-07-05 00:00:00,0.49097,0.50295,0.48262,0.48739,0.49097,0.50295,0.48262,0.48739,9541,4993,4548,15608939.2,7660962.022855,9194975.5,4512983.489548,6413963.7,3147978.533307
2018-07-05 12:00:00,0.48739,0.49147,0.46887,0.4769,0.48704,0.49147,0.46887,0.4769,10538,5502,5036,15080346.7,7216660.104456,8514433.8,4074503.285767,6565912.9,3142156.818689
2018-07-06 00:00:00,0.4769,0.47819,0.45747,0.4735,0.47772,0.47819,0.45747,0.4735,8980,4606,4374,13528390.1,6342020.309649,7790041.9,3656451.089924,5738348.2,2685569.219725
2018-07-06 12:00:00,0.4735,0.48156,0.46674,0.47698,0.4743,0.48156,0.46674,0.47698,8507,4897,3610,13276618.6,6283508.605098,8446857.4,3997356.72939,4829761.2,2286151.875708
2018-07-07 00:00:00,0.47698,0.47698,0.467,0.4695,0.47698,0.47698,0.467,0.4695,6739,3764,2975,13773149.0,6500072.5689,8997253.7,4247523.627412,4775895.3,2252548.941488
2018-07-07 12:00:00,0.4695,0.488,0.46381,0.48494,0.46949,0.488,0.46381,0.48494,8115,4403,3712,14810880.2,6947566.068285,9053097.4,4247260.067624,5757782.8,2700306.000661
2018-07-08 00:00:00,0.48494,0.48798,0.47867,0.48451,0.48495,0.48798,0.47867,0.48451,8430,4603,3827,15401966.5,7439288.044275,9255121.7,4472271.047728,6146844.8,2967016.996547
2018-07-08 12:00:00,0.48451,0.4879,0.4751,0.47915,0.48507,0.4879,0.4751,0.47915,8604,4535,4069,16079012.8,7788612.887905,10166138.2,4927014.939249,5912874.6,2861597.948656
