,MSE,RMSE,MAE,MAPE,R2
0,0.0007729405519025034,0.027801808428634698,0.02382753108496736,0.044619753162486904,0.8533794544792102
1,0.0003799296349996149,0.019491783781881402,0.014965123011408562,0.03021757777353624,0.8143454403713932
2,0.0008285676690197373,0.02878485138088674,0.023668472487399762,0.03205642754744536,0.7386284986422444
3,0.0017654755932872176,0.04201756291465769,0.03376504898536815,0.0433295570759765,0.7686091359162641
4,0.0010858781311686213,0.03295266500859409,0.026979163195102872,0.02921924224763933,0.8259902214457252
5,0.0018802533602247126,0.04336188833785624,0.03360394406677565,0.03224265154952427,0.3358715191799376
6,0.0011217441762055168,0.033492449540239916,0.026192408623336133,0.027197552108301288,0.6322702833375625
7,0.0007742873870711886,0.027826019964615648,0.021502859907493857,0.030403726781337105,0.9349125713295657
8,0.0009753563109985857,0.031230695013057037,0.023808748683890164,0.03470293105750014,0.5849522141050013
9,0.00039664631908091426,0.019915981499311407,0.01578828530972152,0.02366812742822657,0.9128886327956945
10,0.0005240316415065178,0.02289173740690116,0.018238474918015026,0.024986441288418405,0.7944739496643259
11,0.0007097864576269162,0.02664181783638114,0.022383271586697402,0.04315540654960585,0.9049744204461223
Mean,0.0009345747694243373,0.029700771759418095,0.023726944321681372,0.032983282880833166,0.7584413618094206
